options	distribution:acl	distribution:acl:relcl	distribution:advcl	distribution:advmod	distribution:amod	distribution:appos	distribution:aux	distribution:case	distribution:cc	distribution:ccomp	distribution:compound	distribution:conj	distribution:cop	distribution:csubj	distribution:dep	distribution:det	distribution:discourse	distribution:dislocated	distribution:fixed	distribution:flat	distribution:iobj	distribution:mark	distribution:nmod	distribution:nsubj	distribution:nummod	distribution:obj	distribution:obl	distribution:orphan	distribution:parataxis	distribution:punct	distribution:total	distribution:vocative	distribution:xcomp
distribution:compound	0.014144555195117824	0.0023386667304075843	0.011375874326196363	0.03077862540667147	0.021093293864725454	0.012489985109127008	0.011624597732268949	0.05226253693659097	0.01600046690551826	0.012367130210397748	0.0	0.02080062680022254	0.013730085703088325	0.011677650942029164	0.005545317468203263	0.024532066107246522	0.007837763461392392	0.0020999322062657208	0.004668982407769501	0.008554062548693503	0.0030944329438706334	0.012015223233129741	0.045830906712512984	0.05787401421655264	0.011813439976479337	0.031137636571323436	0.04336063156551001	0.003593726403332941	0.006944123437570485	0.11150371800090202	inf	0.0073303670337547784	0.011385617434837424
distribution:conj	0.019603314589934005	0.017309845498717835	0.02132285434260369	0.012884519730563442	0.006134273075401755	0.028978095809699674	0.011581290612101799	0.037182513928285116	0.011485930895062037	0.027528419702615412	0.02080062680022254	0.0	0.021539486657859937	0.032133143028398516	0.026893497629933528	0.017219499275264432	0.02415926853996237	0.02469036061967594	0.026273141054378654	0.024635640671596994	0.025020634887125283	0.016161141965058776	0.028875229115929643	0.040643132164762716	0.028716248559765553	0.012014176922313607	0.024241925564168505	0.026465589925087588	0.02483429532706258	0.09779736657122429	inf	0.02950238992067231	0.02794202443793132
distribution:cop	0.002253908259645889	0.001290103549862348	0.0025806383458092256	0.033327806443167296	0.02117222110421622	0.0073306459599294755	0.01131581258234688	0.05608013198601291	0.011752787885204662	0.0032243877402628744	0.013730085703088325	0.021539486657859937	0.0	0.010595986274602967	0.015517618485830274	0.02826636031328304	0.011046880395680683	0.00810595699713875	0.007098611160454399	0.0044107480882518285	0.005896220322517896	0.0066925582652191794	0.04900198929490852	0.06172449679381606	0.003597619561384328	0.03350389503709182	0.04632958018390436	0.008546544175358323	0.0063107540159775734	0.11696796078393772	inf	0.010331011488918693	0.0030499699000942453
distribution:csubj	0.012422723621988783	0.005903315965436659	0.01241255461393413	0.04455210190619411	0.03123014402612514	0.0033355857410530825	0.020921342066942492	0.06436718448545437	0.022258448249011676	0.006637167834734793	0.011677650942029164	0.032133143028398516	0.010595986274602967	0.0	0.015483779160865605	0.035362889693158824	0.0077274523720064076	0.0013148834633705739	0.0032435818441303695	0.006896515505969003	0.004134659517108006	0.017083517809380888	0.05888023833675227	0.07198913333358542	0.006587369621121406	0.04516035280240876	0.05755610077534861	0.0005335681704615672	0.006136792799401932	0.12530054438740226	inf	0.0008825424567734099	0.00705930492554998
distribution:dep	0.016913912671031858	0.017823843559507696	0.01517779162112554	0.035687626683590296	0.027466659517058446	0.013192071960312085	0.017489583449689712	0.051642335883457624	0.02171307868494617	0.01325233351031524	0.005545317468203263	0.026893497629933528	0.015517618485830274	0.015483779160865605	0.0	0.023498338499504178	0.0061682872055798125	0.0002575610648586881	0.012871348642602342	0.011631201572304802	0.01222236257795586	0.017398090078592058	0.04902392120964126	0.06171439468590719	0.01336580434419278	0.03752213520634944	0.04933698291516041	0.0018181818455582006	0.010829390821877317	0.10715751928056261	inf	0.01566640203374688	0.012554696933148429
distribution:det	0.027796772757563287	0.012410609998561521	0.030267454741040214	0.015410577624404571	0.015394956747163999	0.03540611206566014	0.02012575681614827	0.026440475794079092	0.02062585307399169	0.03879852389718895	0.024532066107246522	0.017219499275264432	0.02826636031328304	0.035362889693158824	0.023498338499504178	0.0	0.02849979647855202	0.021157072349538723	0.026249743411382403	0.03128806684002561	0.02403307507228293	0.025034267852371683	0.022777439852551325	0.03344682386444092	0.037674469445079566	0.019709234525162878	0.026998048471874588	0.022838079589771434	0.030384553145086913	0.08883645538850582	inf	0.028841868242517475	0.036865301705765574
distribution:discourse	0.01124375153585716	0.013551036268103148	0.009182790163780418	0.03452472802246873	0.023344783295502106	0.00950118012320124	0.013299096784934508	0.05596826006308729	0.015653748701706906	0.009102786558030602	0.007837763461392392	0.02415926853996237	0.011046880395680683	0.0077274523720064076	0.0061682872055798125	0.02849979647855202	0.0	0.00026272773065923714	0.005366674054487395	0.007504926459935953	0.002415119281238617	0.011297660266872308	0.05010293062201441	0.06257461681847107	0.00886127272063453	0.0351630469239673	0.04762352764581754	0.0014094683972843281	0.005549667450563982	0.1167542764661308	inf	0.0044549386473459315	0.008864009787910222
distribution:dislocated	0.009791043913107807	0.005969117854968731	0.009174897191715636	0.03336222007794931	0.021323532978381743	0.002019269836105584	0.012141709131068087	0.04345988731785856	0.01648175418575896	0.004531208990580701	0.0020999322062657208	0.02469036061967594	0.00810595699713875	0.0013148834633705739	0.0002575610648586881	0.021157072349538723	0.00026272773065923714	0.0	0.0010271149584952345	0.004266864907218147	0.0010368529711288837	0.011880513829836311	0.0439793449159545	0.06022472891952278	0.005646484797921701	0.03754751333277159	0.04634219905735561	0.001393846989654663	0.0023470559057219	0.1014675525358932	inf	0.001057643295019381	0.00611369838674206
distribution:fixed	0.008662383479662378	0.002705950297095769	0.008203656271699868	0.03746893745557673	0.025180958364494525	0.0012019476327928974	0.014907286648178808	0.05661667253092361	0.01759129920104852	0.0035399737125105016	0.004668982407769501	0.026273141054378654	0.007098611160454399	0.0032435818441303695	0.012871348642602342	0.026249743411382403	0.005366674054487395	0.0010271149584952345	0.0	0.002916408885850075	0.00137020284492111	0.012315226500569494	0.05200249801190523	0.06583947716106048	0.0036970796565197685	0.038886368445317634	0.05136702709380732	0.0016560590730198073	0.0020117500803440067	0.11645179329971528	inf	0.0028310662638525073	0.004091992624000201
distribution:flat	0.0057092880226156445	0.00042192158104531957	0.00545031323865011	0.036412934780350625	0.024291939400999614	0.004345163914960802	0.014013789042041916	0.058858821156790746	0.014872333142337053	0.0022971295720638292	0.008554062548693503	0.024635640671596994	0.0044107480882518285	0.006896515505969003	0.011631201572304802	0.03128806684002561	0.007504926459935953	0.004266864907218147	0.002916408885850075	0.0	0.002180502086017372	0.00983260312890185	0.052069964593008874	0.06480374756162835	0.0024228762128861736	0.03659065131977463	0.04940192521136176	0.00428155439844369	0.0025665993790324566	0.11983937795984308	inf	0.005800223213391282	0.0020468852789297517
distribution:iobj	0.007654763515938316	0.0031082170726799154	0.007111207129989487	0.0360923389644693	0.02380970919633644	0.0015061816783417542	0.013561430612154273	0.05409000582027914	0.016234659772785678	0.0031560220183274148	0.0030944329438706334	0.025020634887125283	0.005896220322517896	0.004134659517108006	0.01222236257795586	0.02403307507228293	0.002415119281238617	0.0010368529711288837	0.00137020284492111	0.002180502086017372	0.0	0.011378186139158135	0.05017306063871605	0.06423235914327244	0.0034341496127076984	0.03752809422902555	0.04981756305075543	0.0019904147528886605	0.001419008849714174	0.11403910821233645	inf	0.00469882578243014	0.003704759854577275
distribution:mark	0.005207946414581049	0.005105312546153465	0.0058892001684358024	0.0293750189969519	0.015743659767870816	0.013757702524876325	0.007393769782929857	0.05407042893600144	0.0060861298816299704	0.011440050969912496	0.012015223233129741	0.016161141965058776	0.0066925582652191794	0.017083517809380888	0.017398090078592058	0.025034267852371683	0.011297660266872308	0.011880513829836311	0.012315226500569494	0.00983260312890185	0.011378186139158135	0.0	0.045699870737248446	0.057885694720300356	0.012186084077957158	0.028128910656789453	0.03968183533815648	0.013143892531219337	0.01087780302037454	0.11336569484566368	inf	0.015452997990879075	0.010746271086305435
distribution:nmod	0.04740252176630704	0.03891832631119777	0.0526464280412013	0.01729814947347948	0.028851648615756027	0.05635651741409877	0.037446395709242304	0.017512671524889393	0.040755370416002475	0.05577537007668846	0.045830906712512984	0.028875229115929643	0.04900198929490852	0.05888023833675227	0.04902392120964126	0.022777439852551325	0.05010293062201441	0.0439793449159545	0.05200249801190523	0.052069964593008874	0.05017306063871605	0.045699870737248446	0.0	0.015437407683936116	0.05665307315875748	0.02174763099860492	0.01174657043094722	0.04931467795727045	0.05183291477793241	0.06073963999624682	inf	0.054995565641466036	0.0551361116927979
distribution:nsubj	0.06005344119589363	0.05490289222984625	0.0650226672297418	0.030182047670102997	0.04117529892811845	0.06903839165858187	0.049940429748921045	0.01950049628703118	0.05272475684367459	0.06819692767008523	0.05787401421655264	0.040643132164762716	0.06172449679381606	0.07198913333358542	0.06171439468590719	0.03344682386444092	0.06257461681847107	0.06022472891952278	0.06583947716106048	0.06480374756162835	0.06423235914327244	0.057885694720300356	0.015437407683936116	0.0	0.06951563292626733	0.0318367894438527	0.02033347642983488	0.06467876183675962	0.06446991319462307	0.05126320842348011	inf	0.06891439036227778	0.0676610901581276
distribution:nummod	0.0046347797383218476	0.00031729307558234465	0.007149355209429914	0.04043015876632357	0.028114870659490167	0.0031875775196939767	0.018737465798024187	0.06528898427718752	0.01704457109737924	0.0014262668736723522	0.011813439976479337	0.028716248559765553	0.003597619561384328	0.006587369621121406	0.01336580434419278	0.037674469445079566	0.00886127272063453	0.005646484797921701	0.0036970796565197685	0.0024228762128861736	0.0034341496127076984	0.012186084077957158	0.05665307315875748	0.06951563292626733	0.0	0.03931315573901657	0.051691877931240346	0.005740361072857774	0.002733021087617275	0.12619413914605054	inf	0.007450580000900071	0.0014195157352545073
distribution:obj	0.031435366853556856	0.031134783786447982	0.034619741539685854	0.007397898532226224	0.012341075411503213	0.041002560380700215	0.0211550916186521	0.03499225797009528	0.02283089284090389	0.03872602488043629	0.031137636571323436	0.012014176922313607	0.03350389503709182	0.04516035280240876	0.03752213520634944	0.019709234525162878	0.0351630469239673	0.03754751333277159	0.038886368445317634	0.03659065131977463	0.03752809422902555	0.028128910656789453	0.02174763099860492	0.0318367894438527	0.03931315573901657	0.0	0.014605605555526507	0.03977534772696166	0.03684825063842419	0.08096203073373738	inf	0.04244236227885921	0.0391908814199732
distribution:obl	0.04429820335157021	0.04089912240156744	0.04623212861429819	0.013886066862072926	0.023785766726464548	0.05360028956572595	0.03378933249234449	0.02703693837615701	0.03470198834481501	0.05150563048502448	0.04336063156551001	0.024241925564168505	0.04632958018390436	0.05755610077534861	0.04933698291516041	0.026998048471874588	0.04762352764581754	0.04634219905735561	0.05136702709380732	0.04940192521136176	0.04981756305075543	0.03968183533815648	0.01174657043094722	0.02033347642983488	0.051691877931240346	0.014605605555526507	0.0	0.05053580749069439	0.04962777917987366	0.06808791012345912	inf	0.05454412003060516	0.05046599064292096
distribution:orphan	0.010557846981963182	0.0075542393914762125	0.009942321873952876	0.036715482086965935	0.024460679672828167	0.002337774117388044	0.014832844618200485	0.050669220665285994	0.01847533018727701	0.005479880695679927	0.003593726403332941	0.026465589925087588	0.008546544175358323	0.0005335681704615672	0.0018181818455582006	0.022838079589771434	0.0014094683972843281	0.001393846989654663	0.0016560590730198073	0.00428155439844369	0.0019904147528886605	0.013143892531219337	0.04931467795727045	0.06467876183675962	0.005740361072857774	0.03977534772696166	0.05053580749069439	0.0	0.003335851898142891	0.10890605756427543	inf	9.61735096951172e-05	0.006096532685269239
distribution:parataxis	0.007031628045874809	0.0007493245048553639	0.0066543956667325845	0.03657398975338934	0.024553782743232926	0.0044727563474850195	0.014191260851851841	0.058349730264772415	0.015682765095253383	0.003243548698654727	0.006944123437570485	0.02483429532706258	0.0063107540159775734	0.006136792799401932	0.010829390821877317	0.030384553145086913	0.005549667450563982	0.0023470559057219	0.0020117500803440067	0.0025665993790324566	0.001419008849714174	0.01087780302037454	0.05183291477793241	0.06446991319462307	0.002733021087617275	0.03684825063842419	0.04962777917987366	0.003335851898142891	0.0	0.11930892308689824	inf	0.004966926803670842	0.003237219975585126
distribution:punct	0.11575097832324417	0.09661657562491012	0.11860712594304405	0.07783691238223878	0.09733406334618633	0.12404803326911575	0.10780160965466348	0.05233847799909772	0.10800560777718075	0.1273542773399412	0.11150371800090202	0.09779736657122429	0.11696796078393772	0.12530054438740226	0.10715751928056261	0.08883645538850582	0.1167542764661308	0.1014675525358932	0.11645179329971528	0.11983937795984308	0.11403910821233645	0.11336569484566368	0.06073963999624682	0.05126320842348011	0.12619413914605054	0.08096203073373738	0.06808791012345912	0.10890605756427543	0.11930892308689824	0.0	inf	0.11877584798278476	0.1253880687441138
distribution:total	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0.0	inf	inf
distribution:vocative	0.011908829701626203	0.0064821492892659155	0.011383839402564771	0.04080310850950358	0.028226835864965504	0.003397917219069078	0.018113353680401113	0.05918088989618684	0.020820559968546065	0.0065839508063702135	0.0073303670337547784	0.02950238992067231	0.010331011488918693	0.0008825424567734099	0.01566640203374688	0.028841868242517475	0.0044549386473459315	0.001057643295019381	0.0028310662638525073	0.005800223213391282	0.00469882578243014	0.015452997990879075	0.054995565641466036	0.06891439036227778	0.007450580000900071	0.04244236227885921	0.05454412003060516	9.61735096951172e-05	0.004966926803670842	0.11877584798278476	inf	0.0	0.007016466107147152
distribution:xcomp	0.00415908313754529	0.0002665406853542875	0.006186658614637992	0.03894160913484978	0.026769790825738875	0.003577360755678182	0.017770472482918062	0.06356097451152391	0.01586711763775192	0.0009412217510170489	0.011385617434837424	0.02794202443793132	0.0030499699000942453	0.00705930492554998	0.012554696933148429	0.036865301705765574	0.008864009787910222	0.00611369838674206	0.004091992624000201	0.0020468852789297517	0.003704759854577275	0.010746271086305435	0.0551361116927979	0.0676610901581276	0.0014195157352545073	0.0391908814199732	0.05046599064292096	0.006096532685269239	0.003237219975585126	0.1253880687441138	inf	0.007016466107147152	0.0
