options	distribution:appos	distribution:cc	distribution:comp	distribution:comp:aux	distribution:comp:obj	distribution:comp:obl	distribution:comp:pred	distribution:compound	distribution:conj	distribution:conj:emb	distribution:det	distribution:discourse	distribution:dislocated	distribution:flat	distribution:mod	distribution:orphan	distribution:parataxis	distribution:punct	distribution:subj	distribution:total	distribution:udep	distribution:unk	distribution:vocative
distribution:det	0.016358186244732974	0.014822482865853798	0.06345497638876758	0.015764538732898944	0.04496686201185939	0.01553216380304085	0.01589547907606673	0.01719960239284135	0.016275571331581366	0.018712111011781316	0.0	0.01615714267283291	0.0200396156071339	0.017900576605685413	0.042719661757565926	0.02564870114944718	0.01488385544577894	0.030232370085475933	0.022491288222829624	287311.3015236102	0.017073235460830963	0.01762209125235981	0.020512190882869985
distribution:discourse	0.007067910366513117	0.00846734186457588	0.08923124830471352	0.009298503352442977	0.05368346900546125	0.006391726537455181	0.007460068131499642	0.007524520577035593	0.011370602434820843	0.007125714291760232	0.01615714267283291	0.0	0.007625271326528597	0.006382888892699999	0.06454056239097702	0.00843099174633322	0.005826923073058984	0.03739302215079398	0.021811589431495238	287311.3271421131	0.0186357071477393	0.010606965518572592	0.007399776161254345
distribution:dislocated	0.002749432581051662	0.010279937049464774	0.17332342276839832	0.011749731594313409	0.1241491248733119	0.005309790242644486	0.006045131576205389	0.01021189394070847	0.014120805266136679	0.0010804386233518783	0.0200396156071339	0.007625271326528597	0.0	0.004653863633531287	0.14576719475812033	0.0012408235178822103	0.004798592540707128	0.07902910586085114	0.035393642652549864	287311.3316630648	0.03682131641912029	0.012470551521581566	0.0012424271579891742
distribution:flat	0.004124461526001911	0.00732993717457654	0.1412290780415349	0.009686898675163666	0.09767872393659666	0.0045853332989349	0.005199794582277058	0.008748045194232347	0.0110369879297957	0.0038915483995468447	0.017900576605685413	0.006382888892699999	0.004653863633531287	0.0	0.07927642497258174	0.004413500034934259	0.004456268655832982	0.052016892672995224	0.024776231296285613	287311.3338290432	0.01929226327246349	0.011121911838178193	0.00419338027828596
distribution:mod	0.07626049393980668	0.06556205964628972	0.027334870770573616	0.04740990211467932	0.024588302012134647	0.08364940717779469	0.07110721015263922	0.053166749992687716	0.045914852334296	0.15619333421713427	0.042719661757565926	0.06454056239097702	0.14576719475812033	0.07927642497258174	0.0	0.16246692924515196	0.06616625037471142	0.02972314064987959	0.030687777607729942	287311.18416314374	0.03562517584905253	0.04903544081082823	0.16203666645053186
distribution:orphan	0.002814028752136895	0.013872795107757083	0.19002315643848033	0.01430435072495141	0.14084885958908944	0.0054636774185646865	0.006922922146471834	0.01140092309881136	0.019981890745750606	0.0011509803708559404	0.02564870114944718	0.00843099174633322	0.0012408235178822103	0.004413500034934259	0.16246692924515196	0.0	0.005333007509652543	0.11032947852762173	0.07162771971994325	287311.34759360866	0.06863347099673518	0.013040268405878935	0.0007993204018877575
distribution:parataxis	0.004348492001886442	0.007137261885440066	0.11539216574495005	0.008729249934549443	0.06249994590274385	0.00432007458758603	0.005175906081524547	0.008031071467225306	0.010159441465043655	0.004648680551832108	0.01488385544577894	0.005826923073058984	0.004798592540707128	0.004456268655832982	0.06616625037471142	0.005333007509652543	0.0	0.04300111806405157	0.028782842563171134	287311.329422064	0.01852782436779524	0.00970486483837138	0.0047264999827738
distribution:punct	0.03810614694278532	0.04257920609107093	0.035834566210908005	0.03135975455755696	0.025788120750412844	0.04686281473689418	0.040635929903923416	0.04135200007197758	0.03124378114679263	0.09569136027991772	0.030232370085475933	0.03739302215079398	0.07902910586085114	0.052016892672995224	0.02972314064987959	0.11032947852762173	0.04300111806405157	0.0	0.026344587960663964	287311.2168107953	0.028574187553022056	0.03260149435289012	0.0772707969838742
distribution:subj	0.0301026504766196	0.01945341726175355	0.033040612848159276	0.01774896556520697	0.027760416560340673	0.0248347116016353	0.0234597492729075	0.021167732141527933	0.019522183949406118	0.03304263501758537	0.022491288222829624	0.021811589431495238	0.035393642652549864	0.024776231296285613	0.030687777607729942	0.07162771971994325	0.028782842563171134	0.026344587960663964	0.0	287311.2768054427	0.014300130089962637	0.02830051347040213	0.07119745658220429
distribution:total	287311.3361681888	287311.325860241	287311.1579422198	287311.3214361291	287311.2068885	287311.33909366006	287311.332728938	287311.3122370201	287311.30562578165	287311.3412065339	287311.3015236102	287311.3271421131	287311.3316630648	287311.3338290432	287311.18416314374	287311.34759360866	287311.329422064	287311.2168107953	287311.2768054427	0.0	287311.272577085	287311.2966004422	287311.3475137008
distribution:udep	0.017703000586479903	0.015037632997233224	0.04675048504711934	0.016389554573942235	0.03137413562514395	0.020446999901018684	0.015009264468615441	0.019527621962668096	0.016032968880608678	0.03422558752237169	0.017073235460830963	0.0186357071477393	0.03682131641912029	0.01929226327246349	0.03562517584905253	0.06863347099673518	0.01852782436779524	0.028574187553022056	0.014300130089962637	287311.272577085	0.0	0.018789904753101015	0.04866787932008843
distribution:unk	0.01119784742048877	0.011378417681988117	0.07429432820769685	0.012846758758552887	0.05365898965321707	0.010647730273524867	0.011119924140075454	0.010950689488351506	0.013301988480863168	0.010794823362854967	0.01762209125235981	0.010606965518572592	0.012470551521581566	0.011121911838178193	0.04903544081082823	0.013040268405878935	0.00970486483837138	0.03260149435289012	0.02830051347040213	287311.2966004422	0.018789904753101015	0.0	0.011712173653684444
distribution:vocative	0.0024612587185910743	0.011224858685446598	0.18959289299030052	0.011871360907837069	0.14041859643501148	0.004963576157915788	0.005609942202266531	0.010073636462980144	0.01670657290116978	0.0010431896460996258	0.020512190882869985	0.007399776161254345	0.0012424271579891742	0.00419338027828596	0.16203666645053186	0.0007993204018877575	0.0047264999827738	0.0772707969838742	0.07119745658220429	287311.3475137008	0.04866787932008843	0.011712173653684444	0.0
