options	distribution:acl	distribution:acl:relcl	distribution:advcl	distribution:advmod	distribution:amod	distribution:appos	distribution:aux	distribution:case	distribution:cc	distribution:ccomp	distribution:compound	distribution:conj	distribution:cop	distribution:csubj	distribution:dep	distribution:det	distribution:discourse	distribution:dislocated	distribution:fixed	distribution:flat	distribution:iobj	distribution:mark	distribution:nmod	distribution:nsubj	distribution:nummod	distribution:obj	distribution:obl	distribution:orphan	distribution:parataxis	distribution:punct	distribution:total	distribution:vocative	distribution:xcomp
distribution:compound	0.010498834020308866	0.012873027635657269	0.010106704006456349	0.017321240972485063	0.013665095815118754	0.010874111178918934	0.01405174888833596	0.025934061355139378	0.012475610558503594	0.010094781573727835	0.0	0.013631705218141183	0.011784116723644199	0.012911836738171785	0.011734374864833561	0.019777484630283556	0.009649276733398438	0.012171808042024312	0.011528449598699808	0.01056053226155446	0.011398891456254567	0.011712546919433164	0.020893785842629367	0.020215336651725566	0.009751168612776131	0.015022694290458383	0.017754801873410685	0.012754284320993627	0.009736775500433786	0.044365633429819445	inf	0.012205034705764013	0.00941314147068904
distribution:conj	0.011787647292727516	0.014249302494910455	0.01057739818797392	0.017400288081669307	0.012764241960313585	0.012375679519987599	0.012230758397084361	0.026109171502384138	0.01097964554381885	0.010384691083753431	0.013631705218141183	0.0	0.011950043635179767	0.02018225450773497	0.01531471996187414	0.01966853544745647	0.012373657829790231	0.015121521887841162	0.012390315532684326	0.011963981389999389	0.012649643070557538	0.011299397700872177	0.020302427442450272	0.017957772418951534	0.012276496998099394	0.012163478058653993	0.015338581800460816	0.02276069147986655	0.011066392064094543	0.03310045736090181	inf	0.018511389945186463	0.01221917655276156
distribution:cop	0.005045338194499645	0.004947233200073242	0.006634146419923697	0.01949139932791392	0.0143832266330719	0.004071357763475842	0.012394272551244619	0.030534778916558553	0.008700354679210766	0.004602467835839115	0.011784116723644199	0.011950043635179767	0.0	0.0052104794553348	0.011828050790009675	0.020872350758726493	0.008702800955091204	0.00548168412455312	0.004994543998137764	0.005210191462979172	0.004939629724531463	0.008556253569466727	0.021202855897181242	0.027013938050521047	0.005081448756473165	0.013110475242137909	0.01608626587876996	0.005345722170252549	0.005785892114919775	0.04103408532264905	inf	0.00458131916821003	0.005587111902600936
distribution:csubj	0.004960754258292062	0.0026897550525521873	0.008319296588787453	0.029017687455201762	0.01975870100400781	0.0027512399942282864	0.01618478021451405	0.041216604867760014	0.013209485693981773	0.004008085575214652	0.012911836738171785	0.02018225450773497	0.0052104794553348	0.0	0.011285111923848302	0.026018593083606677	0.009118951352915369	0.0015112542443805272	0.0024286091812257844	0.004916334474408948	0.003191772078679613	0.010848556338129816	0.04097094057604324	0.043523369391271674	0.004267236765693216	0.023156599327921867	0.04218545146286488	0.0009144868767052366	0.005637164201055254	0.08391422592103481	inf	0.000989392896493276	0.004641011357307434
distribution:dep	0.011647505943591778	0.012766768052740005	0.012920560155596053	0.022088456153869628	0.01593456150572977	0.011766421897657987	0.016043603831324083	0.03400319707607795	0.013525875308845617	0.010984187014400959	0.011734374864833561	0.01531471996187414	0.011828050790009675	0.011285111923848302	0.0	0.02157434028915212	0.010503075381582098	0.012643323086275913	0.010241328668193658	0.01032534521073103	0.010868192251239504	0.01410224249488429	0.026040082537262133	0.024093664014661634	0.01105255112612158	0.016584643346820763	0.022756021552615694	0.012559190392494202	0.00999077522393429	0.05673537798375891	inf	0.011789333075284958	0.010484126442713095
distribution:det	0.020302221641777467	0.02464278120743601	0.01881685196978491	0.020270347595214844	0.01846662013650798	0.01956781937230018	0.017814652069465264	0.02095790652485637	0.01765436704466943	0.01786667960030692	0.019777484630283556	0.01966853544745647	0.020872350758726493	0.026018593083606677	0.02157434028915212	0.0	0.01757769925253732	0.023276883822221022	0.021601617336273193	0.01920376092019166	0.02066254652127987	0.019012495768155984	0.020313852152247337	0.021064050016347428	0.0184194311241194	0.016637768661766722	0.019284974104203517	0.029664046965636216	0.01769128514499199	0.030269527993007014	inf	0.02360533562938819	0.01828478950829733
distribution:discourse	0.007931343772832085	0.00959303104771977	0.008699706682922147	0.017406982985156323	0.012815900054978735	0.007989259301752283	0.010561633568543654	0.026803901825828112	0.010007867446312537	0.007653575930102118	0.009649276733398438	0.012373657829790231	0.008702800955091204	0.009118951352915369	0.010503075381582098	0.01757769925253732	0.0	0.008751088426313327	0.007973929246266684	0.00764665808250655	0.0075253182508814055	0.009044683132416163	0.022211922018715503	0.019795472851864577	0.007839035825664495	0.013771063792779578	0.017354936015849212	0.010112123191356659	0.006721167380993182	0.039784866338335605	inf	0.008786069719414962	0.0070576275755095
distribution:dislocated	0.0053678942727042244	0.0037669333127828743	0.007121394206951191	0.018383485514943194	0.014949508301623456	0.0031463302167734704	0.013948623287050347	0.03569093364441466	0.011111223244968849	0.00508805435069286	0.012171808042024312	0.015121521887841162	0.00548168412455312	0.0015112542443805272	0.012643323086275913	0.023276883822221022	0.008751088426313327	0.0	0.002488546666845811	0.005311274791465086	0.002877136417057203	0.00941751621387623	0.02643771916627884	0.027605190966864052	0.005179995222936703	0.015971531165889435	0.0215288349455851	0.0013050587553727	0.0056543950747726555	0.08175600560984217	inf	0.0014280653916872465	0.005124211711371505
distribution:fixed	0.004692491534706596	0.00360597449320334	0.006327315599103517	0.017162020167996807	0.013139750176703024	0.003015360304417501	0.012246491331042665	0.03472208742345317	0.009734253576196776	0.003926754432873134	0.011528449598699808	0.012390315532684326	0.004994543998137764	0.0024286091812257844	0.010241328668193658	0.021601617336273193	0.007973929246266684	0.002488546666845811	0.0	0.004532043822109699	0.0025006384931058967	0.009373285993933677	0.024169823185342255	0.02707614296156427	0.004762863362585748	0.016330846574869048	0.02103075676638147	0.0026661630334525272	0.004885863600753423	0.06764756713384464	inf	0.002316468018145601	0.00494949759303273
distribution:flat	0.004631181706243486	0.005403709953481501	0.006236576147981592	0.017197310605788614	0.013067995266216556	0.004745641121497521	0.012128484172698779	0.030252954380660408	0.008549012955586622	0.004092065550440507	0.01056053226155446	0.011963981389999389	0.005210191462979172	0.004916334474408948	0.01032534521073103	0.01920376092019166	0.00764665808250655	0.005311274791465086	0.004532043822109699	0.0	0.004739917318026225	0.008633439972896704	0.021905576241643805	0.02483745832093723	0.004500095896861132	0.01410686901637486	0.018648656820639587	0.0051573692484104885	0.005035348291750307	0.05487215586301297	inf	0.004839489223263788	0.004730011061798755
distribution:iobj	0.004941368190041423	0.003912640185583205	0.007004910459121068	0.017776385921499004	0.01305108245681314	0.0029616737738251686	0.011932732585148934	0.03486445396306129	0.008171834500439196	0.004090127261245952	0.011398891456254567	0.012649643070557538	0.004939629724531463	0.003191772078679613	0.010868192251239504	0.02066254652127987	0.0075253182508814055	0.002877136417057203	0.0025006384931058967	0.004739917318026225	0.0	0.008584810128002046	0.023894239970243692	0.026691935878050955	0.005033124391346761	0.014086307473265367	0.021167977630155873	0.0034486558930627233	0.004878486976150639	0.06272311473176592	inf	0.0028137073516845703	0.004921329872948783
distribution:mark	0.008791643422800343	0.009956908564195566	0.0072148335690529935	0.01555939469226571	0.01082380459858821	0.008747121743988572	0.010601583548954555	0.02673559549242951	0.008419205956425228	0.007931809988081085	0.011712546919433164	0.011299397700872177	0.008556253569466727	0.010848556338129816	0.01410224249488429	0.019012495768155984	0.009044683132416163	0.00941751621387623	0.009373285993933677	0.008633439972896704	0.008584810128002046	0.0	0.019863315708729443	0.019939072067673144	0.008546491463979086	0.0113771681817586	0.015158685714162456	0.011811923908900065	0.007825436415495697	0.0421835196018219	inf	0.009377541792326869	0.008006418476233611
distribution:nmod	0.020289713413871112	0.024988267949955192	0.021389269059704195	0.017271243973283577	0.019002976760365605	0.019451886994167437	0.018560242652893067	0.023339227335342508	0.020400019897811716	0.020555923480798703	0.020893785842629367	0.020302427442450272	0.021202855897181242	0.04097094057604324	0.026040082537262133	0.020313852152247337	0.022211922018715503	0.02643771916627884	0.024169823185342255	0.021905576241643805	0.023894239970243692	0.019863315708729443	0.0	0.018996018629807692	0.019326503994395432	0.019141064133754996	0.01876450967097628	0.05208707518047757	0.019927362086241726	0.03079418653852484	inf	0.03587879355137165	0.02013848551470249
distribution:nsubj	0.020845317361342847	0.021604629610315222	0.019816051409082505	0.016338158876467973	0.01903506863501764	0.02773426166131868	0.017704263500783635	0.024878783795818593	0.0199524720509847	0.02320544005650554	0.020215336651725566	0.017957772418951534	0.027013938050521047	0.043523369391271674	0.024093664014661634	0.021064050016347428	0.019795472851864577	0.027605190966864052	0.02707614296156427	0.02483745832093723	0.026691935878050955	0.019939072067673144	0.018996018629807692	0.0	0.020324731314623798	0.015801208840925143	0.01694882796114723	0.04130566371492592	0.02713998201045584	0.02860596220372087	inf	0.036994869027818955	0.0219977268576622
distribution:nummod	0.004284501933365417	0.0044382351343749	0.006279971681792161	0.01516561180937524	0.012289621553368331	0.004681070919694572	0.011046434006495782	0.02778711268510768	0.00867279822176153	0.003853781239969747	0.009751168612776131	0.012276496998099394	0.005081448756473165	0.004267236765693216	0.01105255112612158	0.0184194311241194	0.007839035825664495	0.005179995222936703	0.004762863362585748	0.004500095896861132	0.005033124391346761	0.008546491463979086	0.019326503994395432	0.020324731314623798	0.0	0.01264882346858149	0.014583392259551258	0.00484016299979087	0.005104053588140579	0.05514991012486545	inf	0.004472223611978384	0.004579541600983718
distribution:obj	0.01474665356920911	0.015600244204203287	0.011756845882960729	0.01386795372798525	0.014053821563720703	0.011954828123351437	0.011035391982172576	0.023768940191159302	0.011805676794671392	0.01257265511379447	0.015022694290458383	0.012163478058653993	0.013110475242137909	0.023156599327921867	0.016584643346820763	0.016637768661766722	0.013771063792779578	0.015971531165889435	0.016330846574869048	0.01410686901637486	0.014086307473265367	0.0113771681817586	0.019141064133754996	0.015801208840925143	0.01264882346858149	0.0	0.014339088735000864	0.022117940103931793	0.012757224115458403	0.029910670900807797	inf	0.018537044871685115	0.013826653616768974
distribution:obl	0.014783107873165247	0.018289727323195514	0.014595529509753716	0.014663666854670018	0.01497588542677601	0.017032386024217097	0.016073132242475238	0.025323349908487686	0.014431968729763746	0.01547621060343622	0.017754801873410685	0.015338581800460816	0.01608626587876996	0.04218545146286488	0.022756021552615694	0.019284974104203517	0.017354936015849212	0.0215288349455851	0.02103075676638147	0.018648656820639587	0.021167977630155873	0.015158685714162456	0.01876450967097628	0.01694882796114723	0.014583392259551258	0.014339088735000864	0.0	0.041104243611389736	0.0166032601840532	0.036372313025402045	inf	0.036955108542642195	0.01597516572297509
distribution:orphan	0.0053507368031301	0.003189547542940106	0.007593449444798698	0.03314272122468777	0.02212435007095337	0.003284258754165084	0.017527259165240873	0.04626815228961235	0.015301344939220099	0.004277554871160773	0.012754284320993627	0.02276069147986655	0.005345722170252549	0.0009144868767052366	0.012559190392494202	0.029664046965636216	0.010112123191356659	0.0013050587553727	0.0026661630334525272	0.0051573692484104885	0.0034486558930627233	0.011811923908900065	0.05208707518047757	0.04130566371492592	0.00484016299979087	0.022117940103931793	0.041104243611389736	0.0	0.006017967391369948	0.12210219285704872	inf	0.0009002801284049321	0.005257255668881573
distribution:parataxis	0.005274825436728341	0.005657815933227539	0.006241300762099708	0.015860137890796273	0.012087636980517158	0.004755190976961391	0.011020560807819609	0.029166210204996962	0.008349738925336355	0.005120832554615327	0.009736775500433786	0.011066392064094543	0.005785892114919775	0.005637164201055254	0.00999077522393429	0.01769128514499199	0.006721167380993182	0.0056543950747726555	0.004885863600753423	0.005035348291750307	0.004878486976150639	0.007825436415495697	0.019927362086241726	0.02713998201045584	0.005104053588140579	0.012757224115458403	0.0166032601840532	0.006017967391369948	0.0	0.04404861055394654	inf	0.005362161993980407	0.004800206717149711
distribution:punct	0.06410024252282567	0.07131143056662978	0.052554409554664124	0.031961990276556364	0.03554603368929117	0.042007624792555966	0.03276824242997878	0.030572358125485248	0.038269859729426925	0.06546044633502052	0.044365633429819445	0.03310045736090181	0.04103408532264905	0.08391422592103481	0.05673537798375891	0.030269527993007014	0.039784866338335605	0.08175600560984217	0.06764756713384464	0.05487215586301297	0.06272311473176592	0.0421835196018219	0.03079418653852484	0.02860596220372087	0.05514991012486545	0.029910670900807797	0.036372313025402045	0.12210219285704872	0.04404861055394654	0.0	inf	0.07472936072568784	0.04770045045842516
distribution:total	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0.0	inf	inf
distribution:vocative	0.004914856931698398	0.0027048563169053763	0.007034410586517849	0.027725795364898186	0.018424627117135307	0.002700981166627672	0.01444522974759164	0.04026810296628841	0.01236165344378369	0.004095071995699847	0.012205034705764013	0.018511389945186463	0.00458131916821003	0.000989392896493276	0.011789333075284958	0.02360533562938819	0.008786069719414962	0.0014280653916872465	0.002316468018145601	0.004839489223263788	0.0028137073516845703	0.009377541792326869	0.03587879355137165	0.036994869027818955	0.004472223611978384	0.018537044871685115	0.036955108542642195	0.0009002801284049321	0.005362161993980407	0.07472936072568784	inf	0.0	0.004959815118941792
distribution:xcomp	0.004766979199998519	0.004834625346601502	0.005480094672807681	0.016175959146384037	0.011342380033886951	0.004891055904022635	0.011122240261598066	0.026844336873009092	0.008592464252860246	0.004351785199509727	0.00941314147068904	0.01221917655276156	0.005587111902600936	0.004641011357307434	0.010484126442713095	0.01828478950829733	0.0070576275755095	0.005124211711371505	0.00494949759303273	0.004730011061798755	0.004921329872948783	0.008006418476233611	0.02013848551470249	0.0219977268576622	0.004579541600983718	0.013826653616768974	0.01597516572297509	0.005257255668881573	0.004800206717149711	0.04770045045842516	inf	0.004959815118941792	0.0
