name	appos	cc	clf	comp	comp:aux	comp:cleft	comp:obj	comp:obl	comp:pred	compound	conj	conj:emb	det	discourse	dislocated	fixed	flat	goeswith	list	mod	orphan	parataxis	punct	reparandum	subj	udep	unk	vocative	xcomp	total
Buryat	0.00609	0.00775	0.0	0.091	0.01639	0.0	0.06175	0.00461	0.00825	0.03161	0.02739	0.0002	0.02317	0.03907	0.0001	0.0	0.02758	0.0002	0.00128	0.34024	0.00069	0.0269	0.18013	0.0	0.07303	0.01021	0.00677	0.00059	0.01502	10187
Catalan	0.01134	0.02179	0.0	0.23869	0.02525	0.0	0.20042	0.00435	0.00791	0.00503	0.02443	0.00051	0.1067	0.0	0.0	0.0	0.0267	0.0	0.0	0.09786	2e-05	0.00086	0.0789	0.0	0.04219	0.09173	0.01477	0.0	0.00055	676633
Coptic	0.00571	0.02289	0.0	0.2651	0.04515	0.0	0.20368	0.00573	0.01055	0.00046	0.01859	0.00057	0.09333	0.00079	0.01106	0.0	0.00087	0.0	0.0	0.0628	0.00034	0.00857	0.05162	0.00012	0.07755	0.10539	0.00434	0.00186	0.00293	56039
Czech	0.0041	0.03345	0.0	0.19268	0.01227	0.0	0.1428	0.02022	0.0144	0.00112	0.04247	0.00173	0.01858	0.00031	0.0	0.0	0.01015	0.0	0.0	0.22783	0.00248	0.00107	0.12353	0.0	0.05555	0.07467	0.02037	0.00016	6e-05	2590546
OldChurchSlavonic	0.00653	0.07234	0.0	0.23697	0.00294	0.0	0.1689	0.03752	0.02761	0.0	0.05028	0.00129	0.02024	0.03026	0.00204	0.0	0.00046	0.0	0.0	0.16463	0.00299	0.00107	0.0	0.0	0.07744	0.06515	0.02232	0.00898	3e-05	67248
Welsh	0.00416	0.02396	0.0	0.23416	0.03076	0.0	0.17536	0.0064	0.02164	0.00016	0.02767	0.00107	0.05419	0.00011	0.0	0.0	0.00989	0.0	0.0	0.16776	0.0	0.00147	0.07709	0.0	0.04337	0.08796	0.00578	3e-05	0.02703	37517
Danish	0.00296	0.02611	0.0	0.21252	0.02606	0.0	0.16764	0.00169	0.01713	0.00326	0.02897	0.0011	0.04522	0.00026	0.0	0.0	0.01358	7e-05	0.00164	0.15905	0.0	1e-05	0.11507	2e-05	0.07503	0.09047	0.01179	0.00026	8e-05	121088
German	0.01208	0.01971	0.0	0.19182	0.02871	0.0	0.15015	0.0027	0.01026	0.00549	0.02497	0.0008	0.10661	1e-05	0.0	0.0	0.02318	0.0	0.0	0.15915	2e-05	0.00391	0.10087	1e-05	0.06469	0.0909	0.00359	0.0	0.00037	4391380
Greek	0.00357	0.02741	0.0	0.17541	0.03274	0.0	0.12912	0.00256	0.01099	0.0003	0.02886	0.00032	0.16411	9e-05	0.0	0.0	0.00898	0.0	0.0	0.19858	0.00055	0.00153	0.0855	0.0	0.05128	0.07034	0.00149	0.001	0.00525	73908
English	0.00475	0.02705	0.0	0.21679	0.03076	0.0	0.15608	0.00191	0.02804	0.02725	0.03073	0.00082	0.06864	0.00185	0.0002	0.0	0.00617	0.0005	0.00109	0.13898	0.00012	0.00468	0.0974	6e-05	0.07278	0.07511	0.00655	0.00049	0.0012	781800
Spanish	0.01329	0.02317	0.0	0.22391	0.01084	0.0	0.19244	0.00963	0.01059	0.00256	0.02742	0.00069	0.11128	9e-05	0.0	0.0	0.01767	2e-05	1e-05	0.10467	3e-05	0.00198	0.09228	0.0	0.04	0.10678	0.0101	0.0	0.00055	1249995
Estonian	0.00704	0.03474	0.0	0.14777	0.02528	0.0	0.09559	4e-05	0.02686	0.01059	0.04666	0.00085	0.01496	0.00107	0.0	0.0	0.01069	0.00033	2e-05	0.24404	0.00108	0.01353	0.15014	1e-05	0.07803	0.08577	0.00089	0.00034	0.00367	524708
Basque	0.00402	0.03386	0.0	0.18562	0.0751	0.0	0.07819	0.00756	0.02478	0.01164	0.03766	0.00056	0.02194	0.00048	0.0	0.0	0.01489	0.0	0.0	0.21575	0.0	0.00035	0.14335	0.0	0.06529	0.07178	0.00386	0.0003	0.003	138177
Persian	0.00311	0.04105	0.0	0.20787	0.01334	0.0	0.16424	0.00288	0.02741	0.03139	0.04674	0.00934	0.02141	0.0	0.00037	0.0	0.01881	0.0	0.0	0.18967	0.0	0.00111	0.0716	0.0	0.048	0.09031	0.01096	0.00035	3e-05	187691
Finnish	0.00355	0.03317	0.0	0.16776	0.03539	0.0	0.10533	7e-05	0.02697	0.00623	0.04325	0.00108	0.01842	0.00148	0.0	0.0	0.01227	0.00012	0.0	0.26373	0.00079	0.00225	0.13218	4e-05	0.08392	0.05666	0.00462	0.00067	6e-05	412387
Faroese	0.00247	0.0262	0.0	0.22402	0.00918	0.0	0.13402	9e-05	0.08073	0.00203	0.02585	9e-05	0.01623	9e-05	0.0	0.0	0.00432	0.0	0.0	0.11743	0.00018	0.01182	0.13799	0.0	0.11196	0.08611	0.00918	0.0	0.0	11334
French	0.00539	0.01912	0.0	0.20662	0.01668	0.00023	0.16001	0.01748	0.0105	0.0001	0.02424	0.00051	0.12267	0.00161	0.00038	0.0	0.01021	3e-05	0.0	0.1256	0.00069	0.00288	0.09198	0.00088	0.04779	0.08912	0.04478	0.00012	0.00039	1399584
OldFrench	0.00318	0.04957	0.0	0.24963	0.02782	0.0	0.18829	0.02	0.01352	1e-05	0.0251	0.00014	0.08114	0.00069	0.00124	0.0	0.00539	0.0	0.0	0.1464	0.0	0.00234	0.0	0.0	0.08146	0.09115	0.00721	0.00525	0.00049	204020
Irish	0.00327	0.02195	0.0	0.23089	0.0	0.0	0.18473	0.01692	0.02924	0.00199	0.02548	0.00021	0.06252	0.00044	0.00021	0.0	0.02791	2e-05	0.00138	0.12726	6e-05	0.00728	0.08691	0.0	0.06005	0.09872	0.01182	0.00066	7e-05	80402
Gaelic	0.00328	0.02709	0.0	0.26382	0.0	0.0	0.19672	0.01723	0.04987	0.00319	0.02539	0.00099	0.0459	0.0035	0.0005	0.0	0.01424	0.0	0.0	0.10056	0.0	0.00752	0.07169	0.00068	0.06976	0.07522	0.02136	0.00108	0.00041	55489
Galician	0.00038	0.02479	0.0	0.24307	0.00749	0.0	0.20907	0.01504	0.01147	0.00011	0.00494	9e-05	0.13804	3e-05	0.0	0.0	0.00253	0.0	4e-05	0.09782	0.0	0.00029	0.07609	0.0	0.03688	0.1098	0.02095	0.0	0.00107	210604
Gothic	0.01064	0.07683	0.0	0.23342	0.0	0.0	0.17334	0.03031	0.02977	0.0	0.05055	0.00185	0.04571	0.01775	0.00221	0.0	0.00202	0.0	0.0	0.17144	0.00262	0.00126	0.0	0.0	0.07279	0.06937	0.0017	0.00639	2e-05	65298
AncientGreek	0.00571	0.05072	0.0	0.19111	0.00024	0.0	0.14893	0.0193	0.02265	0.0	0.04204	0.00078	0.09918	0.02395	0.00085	0.0	0.00059	0.0	0.0	0.21971	0.00158	0.00075	0.05225	0.0	0.06303	0.0517	0.00036	0.00454	2e-05	477648
SwissGerman	0.00285	0.01994	0.0	0.23419	0.0604	0.0	0.14815	0.00684	0.0188	0.00399	0.02336	0.0	0.07009	0.0	0.0	0.0	0.0057	0.0	0.0	0.15043	0.0	0.00171	0.10142	0.0	0.06496	0.07806	0.0057	0.0	0.00342	1755
MbyáGuaraní	0.00198	0.00403	0.0	0.18399	0.00014	0.0	0.18365	0.0	0.0002	0.0211	0.00867	0.0002	0.00253	0.00089	0.00171	0.0	0.00082	0.00034	0.00014	0.0797	0.0	0.03203	0.1452	0.00068	0.05259	0.09978	0.17907	0.00055	0.0	14642
Hebrew	0.00643	0.0252	0.0	0.20247	0.00369	0.0	0.19254	0.00011	0.00613	0.04565	0.02788	0.00084	0.09566	1e-05	8e-05	0.0	0.01548	2e-05	0.0	0.09056	0.0	0.0016	0.08941	0.0	0.04616	0.12781	0.02226	0.0	1e-05	194807
Hindi	0.00022	0.01437	0.0	0.27667	0.04838	0.0	0.2132	0.00583	0.00925	0.07626	0.01625	0.00015	0.01618	0.00034	0.0007	0.0	0.00041	0.0	0.0	0.0944	0.0	0.00019	0.05222	0.0	0.04634	0.11685	0.01174	1e-05	2e-05	494876
Croatian	0.01222	0.03165	0.0	0.20581	0.03516	0.0	0.14826	0.00371	0.01867	0.00873	0.03941	0.00075	0.01426	0.00843	3e-05	0.0	0.01088	0.0	0.0001	0.19506	0.0006	0.00965	0.1007	0.0	0.06057	0.08179	0.01344	0.0001	1e-05	239967
UpperSorbian	0.01266	0.0356	0.0	0.16519	0.0039	0.0	0.13206	0.00119	0.02015	0.00422	0.05424	0.00239	0.01888	8e-05	0.0	0.0	0.01107	0.0	0.00175	0.21163	0.00096	0.0047	0.16097	0.0	0.05894	0.08443	0.01481	0.0	0.00016	12555
Hungarian	0.00642	0.04079	0.0	0.099	0.00069	0.0	0.08786	0.00662	0.00383	0.01398	0.0402	0.00087	0.11773	2e-05	2e-05	0.0	0.02231	0.00011	0.00045	0.33963	0.00186	0.004	0.12986	0.0	0.06204	0.02164	2e-05	2e-05	2e-05	44696
Armenian	0.00444	0.03583	0.0	0.16234	0.04406	0.0	0.09184	0.00379	0.02265	0.01271	0.06247	0.00454	0.03025	0.0064	0.00073	0.0	0.00869	0.00113	0.00015	0.19508	0.00168	0.01162	0.16917	0.0	0.05538	0.0656	0.00831	0.00058	0.00055	60169
Indonesian	0.01797	0.02541	0.00077	0.16439	0.00431	0.0	0.1445	0.0072	0.00837	0.06365	0.03381	0.00104	0.03115	3e-05	6e-05	0.0	0.07164	0.00032	0.0	0.1314	0.0	0.00321	0.12999	0.0	0.06708	0.08069	0.00954	1e-05	0.00348	162034
Icelandic	0.00836	0.02883	0.0	0.23847	0.02132	0.0	0.17105	0.01697	0.02913	0.00742	0.03181	0.00102	0.01356	0.0	9e-05	0.0	0.01441	0.0	0.0	0.14482	0.0	0.00362	0.08329	0.0	0.07864	0.08917	0.01766	4e-05	0.0003	23449
Italian	0.00387	0.02253	0.0	0.20503	0.02079	0.0	0.16319	0.00866	0.01193	0.00228	0.02758	0.00046	0.12663	0.00274	0.00034	0.0	0.01377	1e-05	0.00028	0.11802	0.00014	0.01198	0.09517	0.0	0.03942	0.1069	0.01412	0.00409	7e-05	976190
Japanese	2e-05	0.00868	0.0	0.28665	0.07854	0.0	0.19575	0.00811	0.00425	0.09857	0.0	0.0	0.00322	0.00042	0.00036	0.0	0.0	0.0	0.0	0.10309	0.0	0.0	0.06398	1e-05	0.03198	0.07408	0.0423	0.0	0.0	2021673
Kazakh	0.00803	0.01857	0.00028	0.11714	0.02165	0.0	0.07635	0.00047	0.01867	0.01195	0.03789	9e-05	0.02035	0.00504	0.0	0.0	0.0084	0.0	0.0	0.25826	0.00121	0.00747	0.19563	0.0	0.10491	0.07504	0.0112	0.00093	0.00047	10714
Kurmanji	0.00247	0.03002	0.0	0.21478	0.01212	0.0	0.17956	0.00033	0.02276	0.01056	0.04075	0.00115	0.01749	0.00231	0.00016	0.0	0.00982	0.0	0.0	0.16719	0.00016	0.00594	0.10549	0.0	0.06796	0.08768	0.02128	0.0	0.0	12124
Korean	0.00547	0.01131	0.0	0.15631	0.03947	0.0	0.09343	0.01292	0.01049	0.05527	0.05117	0.00139	0.01683	0.0001	0.04283	0.0	0.02733	9e-05	0.0	0.26179	1e-05	0.0	0.10425	0.0	0.0586	0.03197	0.01891	3e-05	1e-05	489486
Komi-Permyak	0.0057	0.04558	0.0	0.12251	0.02849	0.0	0.08547	0.00285	0.0057	0.0	0.06125	0.0	0.01282	0.0	0.00285	0.0	0.00712	0.0	0.00285	0.20655	0.0057	0.00427	0.21795	0.0	0.10256	0.07265	0.00285	0.00427	0.0	702
Komi	0.00467	0.03564	0.0	0.1411	0.0204	0.0	0.11087	0.00025	0.00959	0.0032	0.04499	0.00172	0.01647	0.00197	0.00025	0.0	0.00516	0.00123	0.00369	0.23427	0.00123	0.00418	0.18682	0.00197	0.07375	0.09243	0.00197	0.00147	0.00074	4068
Karelian	0.00564	0.04628	0.0	0.14387	0.0175	0.0	0.10917	0.0003	0.01691	0.00949	0.07832	0.00593	0.01098	0.00119	0.0	0.0	0.01305	0.0003	0.0	0.19312	0.00059	0.00623	0.16879	0.0	0.0712	0.09938	0.00148	0.0003	0.0	3371
Latin	0.01575	0.04769	0.0	0.2063	0.0059	0.0	0.15707	0.02102	0.02201	8e-05	0.04249	0.00147	0.03379	0.00643	0.00134	0.0	0.00328	0.0	0.0	0.1958	0.00297	0.00084	0.09059	0.00014	0.07411	0.06545	0.00425	0.00112	9e-05	976662
Lithuanian	0.00279	0.03892	0.0	0.16646	0.00041	0.0	0.09963	0.05721	0.00922	0.0001	0.06333	0.00155	0.01316	9e-05	1e-05	0.0	0.00505	0.0	2e-05	0.27425	0.00012	0.00902	0.16278	0.0	0.05489	0.03873	0.00221	2e-05	2e-05	85936
Latvian	0.00174	0.0356	0.0	0.1673	0.0109	0.0	0.11954	0.0217	0.01518	0.00132	0.05016	0.00195	0.02356	0.01943	4e-05	0.0	0.00869	2e-05	0.0	0.20788	0.00165	0.00517	0.15656	3e-05	0.0781	0.06782	0.00496	0.00033	0.00041	248345
ClassicalChinese	0.0	0.01719	0.00345	0.21631	0.01098	0.0	0.19702	0.00352	0.00479	0.00754	0.04765	0.00019	0.01684	0.04581	0.00124	0.0	0.02364	0.0	0.00041	0.2092	2e-05	0.01123	0.0	0.0	0.12831	0.04749	0.00549	0.00023	0.00146	132843
Moksha	0.00459	0.04518	0.0	0.14319	0.0268	0.0	0.09648	0.00613	0.01378	0.00383	0.06049	0.00536	0.01225	0.0023	0.0	0.0	0.00766	0.0	0.0	0.17688	0.00306	0.00306	0.19525	0.0	0.10184	0.08882	0.0023	0.00077	0.0	1306
Marathi	0.00071	0.01531	0.0	0.20306	0.03463	0.0	0.14181	0.00872	0.0179	0.01979	0.02238	0.0	0.02662	0.01343	0.00188	0.0	0.00188	0.00024	0.0	0.09376	0.00024	0.01767	0.17597	0.0	0.11614	0.07845	0.00094	0.00683	0.00165	4245
Maltese	0.00307	0.02771	0.0	0.23522	0.02263	0.0	0.18496	0.00945	0.01818	0.0039	0.03163	0.00105	0.07166	0.00566	0.00018	0.0	0.01323	9e-05	0.00432	0.10806	4e-05	0.00336	0.08581	2e-05	0.04466	0.1024	0.0037	0.00064	0.01838	55109
Erzya	0.00594	0.01917	0.0	0.13733	0.02611	0.0	0.1021	0.00223	0.00688	0.01294	0.05981	0.00206	0.01559	0.00682	0.00053	0.0	0.00188	0.0	0.0	0.15862	0.00153	0.00994	0.23149	6e-05	0.08945	0.09898	0.00565	0.00388	0.001	17003
Dutch	0.01118	0.01893	0.0	0.1906	0.0239	0.0	0.14319	0.00708	0.01642	0.00752	0.02508	0.00032	0.09834	0.0	0.0	0.0	0.03109	0.0	0.0	0.13164	0.00036	0.0092	0.10562	0.0	0.06795	0.09203	0.01954	0.0	2e-05	352976
Norwegian	0.00268	0.0298	0.0	0.22419	0.02574	0.0	0.16746	0.00193	0.02907	0.00834	0.03159	0.00099	0.0366	0.0049	0.0	0.0	0.01556	0.0	0.0	0.13636	0.00054	0.0046	0.09932	0.00166	0.08099	0.08662	0.01041	0.0	0.00064	805499
Livvi	0.00461	0.0409	0.0	0.12961	0.02016	0.0	0.08871	0.00115	0.01959	0.00288	0.06797	0.0023	0.00749	0.0023	0.0	0.0	0.00634	0.00173	0.0	0.18779	0.00864	0.02707	0.20219	0.0	0.0841	0.08871	0.00346	0.00058	0.00173	1736
OldEastSlavic	0.02305	0.08022	0.0	0.20742	0.00439	0.0	0.16747	0.02343	0.01213	0.00026	0.05584	0.00253	0.02669	0.022	0.00245	0.0	0.00798	1e-05	0.0	0.16319	0.00333	0.00226	0.02202	0.0	0.06062	0.09038	0.0155	0.00677	6e-05	205314
Naija	0.00119	0.01303	0.0	0.21121	0.05264	0.00792	0.11481	0.01739	0.01845	0.01886	0.0213	4e-05	0.03095	0.01584	0.0089	0.0	0.00467	1e-05	0.0	0.09433	0.0	0.01207	0.24254	0.0	0.07859	0.01476	0.01359	0.00098	0.00593	150963
Polish	0.00433	0.02477	0.0	0.21266	0.01476	0.0	0.15796	0.03025	0.0097	0.0	0.03384	0.0013	0.01668	0.00025	0.0	0.0	0.0072	0.0	0.00047	0.17481	0.00014	0.00765	0.14793	0.0	0.05631	0.07447	0.0237	0.0008	3e-05	583930
Portuguese	0.01367	0.01988	0.0	0.20688	0.01156	0.0	0.17895	0.0038	0.01258	0.00073	0.02513	0.00042	0.12451	0.00023	1e-05	0.0	0.01901	0.0	0.0	0.10211	2e-05	0.00289	0.1078	0.0	0.04487	0.11639	0.00718	2e-05	0.00135	692067
HindiEnglish	0.00037	0.01501	0.0	0.23843	0.05957	0.0	0.14364	0.00432	0.0309	0.0343	0.01805	0.00027	0.02974	0.01653	0.0	0.0	0.0056	0.0	0.0	0.16504	0.00055	0.00228	0.08638	0.0	0.07567	0.05808	0.00213	0.00609	0.00706	32853
Romanian	0.00451	0.03913	0.0	0.22481	0.02797	0.0	0.16458	0.01502	0.01546	0.00046	0.03969	0.00158	0.03773	0.00091	0.0	0.0	0.00233	0.00037	1e-05	0.14016	0.00026	0.0057	0.1151	0.0	0.05018	0.08119	0.02972	0.00265	0.00049	840347
Russian	0.0086	0.0317	0.0	0.15592	0.00428	0.0	0.13977	0.0072	0.00467	0.00085	0.04249	0.00033	0.02044	0.00109	2e-05	0.0	0.00804	5e-05	0.00025	0.21632	0.00099	0.01784	0.16285	0.0	0.06857	0.09955	0.00782	0.00022	0.00015	1439637
Sanskrit	0.00425	0.02222	0.0	0.17637	0.0007	0.0	0.12672	0.02198	0.02697	0.00136	0.0614	0.00229	0.02667	0.03234	3e-05	0.0	0.00495	0.0	0.0	0.26341	0.00817	0.00711	0.00648	0.0	0.12317	0.0698	0.00096	0.01259	7e-05	30113
Slovak	0.00245	0.02744	0.0	0.20857	0.01777	0.0	0.14966	0.02434	0.01497	4e-05	0.03367	0.00042	0.02162	0.00038	0.0	0.0	0.00082	0.0	0.0	0.17948	0.00106	0.00054	0.15892	0.0	0.06253	0.06652	0.02839	0.00028	0.00012	120376
Slovenian	0.00235	0.02889	0.0	0.22038	0.04102	0.0	0.15725	0.00389	0.01822	0.0	0.03039	0.00038	0.01971	0.01167	0.00028	0.0	0.00505	3e-05	0.0	0.19507	0.0002	0.01439	0.09832	0.00333	0.04618	0.0852	0.01724	0.00039	0.00016	204007
NorthSami	0.00237	0.03531	0.0	0.1721	0.04799	0.0	0.09459	0.0	0.02952	0.00195	0.03043	0.00108	0.00763	0.00941	0.0	0.0	0.0045	0.0	0.0	0.19563	0.0	0.01129	0.1444	0.0	0.11665	0.09456	0.0	0.00056	3e-05	28692
SkoltSami	0.00249	0.06545	0.0	0.16156	0.03645	0.0	0.10108	0.00083	0.0232	0.0	0.11765	0.00829	0.01243	0.01906	0.00083	0.0	0.00166	0.00083	0.0	0.11268	0.0058	0.0058	0.18476	0.00083	0.08948	0.03728	0.00414	0.00663	0.00083	1207
Albanian	0.00094	0.03374	0.0	0.19213	0.01593	0.0	0.1462	0.00187	0.02812	0.00187	0.03936	0.0	0.12933	0.0	0.0	0.0	0.00375	0.0	0.0	0.17526	0.00094	0.0	0.07966	0.0	0.0656	0.07779	0.0075	0.0	0.0	1067
Serbian	0.00617	0.02604	0.0	0.20811	0.038	0.0	0.14799	0.00079	0.02133	3e-05	0.03244	0.00039	0.01608	0.00411	0.0	0.0	0.02444	0.0	9e-05	0.17905	0.00036	0.01038	0.10471	0.0	0.06597	0.09721	0.01628	1e-05	3e-05	117863
Swedish	0.00385	0.03065	0.0	0.21293	0.02183	0.0	0.16702	0.00363	0.02045	0.00872	0.03693	0.00087	0.04312	0.00102	0.00152	0.0	0.00309	0.0	2e-05	0.16634	0.00021	0.00466	0.09041	2e-05	0.08276	0.08356	0.01591	0.00037	0.00011	247503
SwedishSign	0.00181	0.00423	0.01631	0.11057	0.01511	0.0	0.07976	0.00665	0.00906	0.0574	0.2574	0.03927	0.03867	0.02779	0.0	0.0	0.00121	0.0	0.0	0.11118	0.0006	0.0	0.0	0.00967	0.12568	0.07311	0.00967	0.0006	0.00423	1655
Tamil	0.0	0.00938	0.0	0.18186	0.05473	0.0	0.11392	0.0112	0.002	0.00127	0.02149	0.00027	0.01038	0.0	0.0	0.0	0.0	0.0	0.0	0.35288	0.0	0.00046	0.09107	0.0	0.06156	0.08706	9e-05	0.0	0.00036	10981
Telugu	0.00034	0.00239	0.00017	0.12398	0.0	0.0	0.11477	0.00921	0.0	0.03359	0.00921	0.0	0.02643	0.00495	0.00017	0.0	0.00188	0.0	0.00034	0.14086	0.00102	0.00477	0.24864	0.0	0.2002	0.07367	0.00017	0.00222	0.00102	5864
Thai	0.01296	0.02287	0.00884	0.23621	0.03636	0.0	0.17022	0.0126	0.01704	0.069	0.02369	0.00068	0.01478	0.00104	7e-05	0.0	0.01815	0.00014	0.0	0.15697	0.0	0.00018	0.00973	4e-05	0.06227	0.08815	0.01611	4e-05	0.02187	27941
Tagalog	0.0	0.01322	0.0	0.25481	0.0	0.0	0.25	0.0024	0.0024	0.01442	0.01262	0.0	0.04748	0.0024	0.0	0.0	0.00361	0.0	0.0	0.11599	0.0	0.00661	0.11959	0.0	0.08774	0.05709	0.00841	0.0012	0.0	1664
Turkish	0.00213	0.01656	0.00011	0.1339	0.00643	0.0	0.10679	0.00226	0.01841	0.03943	0.04879	0.00133	0.03882	0.00313	9e-05	0.0	0.01395	2e-05	0.0	0.24136	0.00015	0.00084	0.15835	0.0	0.07221	0.09228	0.00153	6e-05	0.00107	95036
Uyghur	0.00299	0.01616	0.0	0.11939	0.01958	0.0	0.08397	0.0005	0.01534	0.04947	0.02379	0.00026	0.022	0.00601	0.00031	0.0	0.00129	2e-05	0.0	0.26702	0.00019	0.00969	0.18696	2e-05	0.09352	0.07525	0.00493	0.00127	5e-05	41779
Ukrainian	0.00618	0.03497	0.0	0.16237	0.00184	0.0	0.1497	0.00259	0.00824	0.0038	0.04588	0.00173	0.02446	0.01673	0.00014	0.0	0.01554	4e-05	0.00013	0.19361	0.00186	0.01194	0.16799	1e-05	0.05983	0.08677	0.00291	0.00074	3e-05	137613
Urdu	0.0	0.01838	0.0	0.26876	0.04826	0.0	0.20644	0.00534	0.00872	0.10003	0.0214	0.00053	0.01338	0.0	0.00189	0.0	0.0	0.0	0.0	0.10995	0.0	0.0	0.03829	0.0	0.04018	0.10543	0.01292	8e-05	1e-05	181942
Vietnamese	0.00167	0.03298	0.0	0.19062	0.01167	0.0	0.14782	0.00968	0.02145	0.07027	0.03062	0.00065	0.03121	0.00607	0.0	0.0	0.0	0.0	0.00014	0.1325	0.0	0.00899	0.12516	0.0	0.07227	0.04657	0.00361	0.0001	0.05594	50393
Warlpiri	0.0	0.0	0.0	0.2981	0.12737	0.0	0.14905	0.02168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0542	0.0	0.0	0.15176	0.0	0.15718	0.04065	0.0	0.0	0.0	369
Wolof	0.00534	0.02452	0.0	0.24329	0.0592	0.0	0.15323	0.00913	0.02174	0.00651	0.03366	0.00079	0.05628	0.00084	0.01686	0.0	0.01103	0.0	0.0	0.116	0.00023	0.00739	0.09539	0.0	0.08481	0.04849	0.00375	0.0	0.00154	55761
Yoruba	0.00206	0.03431	0.0	0.21949	0.03431	0.0	0.1742	0.00539	0.00559	0.03059	0.03872	0.00363	0.02676	0.00078	0.0	0.0	0.00108	0.00059	0.0	0.12371	0.0002	0.00627	0.1092	0.0	0.09685	0.05843	0.0247	0.00088	0.00225	10201
Cantonese	0.00301	0.00507	0.0136	0.16812	0.02707	0.0	0.13098	0.00295	0.00712	0.02547	0.03515	0.00353	0.02854	0.09564	0.00096	0.0	0.00173	0.0	0.0	0.16254	0.0	0.00917	0.17505	0.01052	0.06209	0.01963	0.0	0.00411	0.00795	15590
Chinese	0.00877	0.01154	0.01489	0.2024	0.01179	0.0	0.17211	0.00546	0.01304	0.03925	0.0217	0.00047	0.01192	0.00265	0.00044	0.0	0.00983	0.0	0.0	0.23528	1e-05	0.01439	0.11616	4e-05	0.06892	0.02922	0.0012	0.00015	0.00837	342075
