	clf	comp	det	dislocated	mod	subj	udep	udep+	core	any
OldChurchSlavonic		28.21059159533973	61.50257765697511	7.5959335624284074	40.89972614837517	72.8364267407652	48.307784742042436	35.223323155435025	41.96998153766175	42.611845706294574
OldEastSlavic		29.75464108691179	53.64568497739203	13.655509633519047	62.29101260563682	78.1639322305303	60.06282516262978	46.79718695006606	51.64096927095284	51.73129181790683
OldFrench		19.479428866583355	0.2387092185514214	50.49050287345425	47.703997069503124	51.37595858128789	44.3413277419982	32.4272532435663	35.70075520367398	31.443793150132688
Persian		25.49554027293383	0.17526860729569396	0.0	10.848206037172847	1.184484062237716	14.143908050991108	18.714913599216544	16.56967286576439	16.064444759070557
Polish		17.86487415209744	11.168530885648087		44.23888461472579	56.03089167026315	42.79496340497769	31.39882993045212	35.41694496304849	34.72887720933566
Pomak		31.547168804096415	17.051092206758923		39.1026148408898	61.47382200161738	28.41578316906173	33.13693705550998	35.85854161245203	34.49295707998303
Portuguese		4.6531727428373095	0.5744173699459617	0.0	43.8988674814801	25.444986745056667	11.438126926074	16.37882390298313	17.497289762627467	14.15374142253426
Russian		13.133675379539472	9.692003123408288	8.333333333333334	21.10681006722298	53.98937052309264	48.90970099123603	24.054873965625138	29.530280629316938	28.78832321001586
Sanskrit		35.35413388356503	16.17330317555833	0.0	43.119119391887565	37.01358077338776	32.18542138337915	38.92119261673467	38.45535511885628	37.60597373902439
Serbian		16.77486294210003	0.32060027787912626		13.08079733854246	61.33253886987143	21.55569252330841	16.388560290448336	22.86643441931223	22.26412830179919
SkoltSami		32.33055760112357	7.015053763440861	49.61832061068702	46.13176344427922	19.947532828970765	74.71534653465345	42.552681249506875	35.76090898933811	34.55105017187447
Slovak		31.45611219895356	1.3689194771868824		22.58364192844186	71.54794220481037	52.74067674738605	31.088823207544742	38.22628198846195	36.899244994345565
Slovenian		12.323500860487787	0.09111953773005887	68.97854868443105	27.430110312730193	77.17170620650688	40.37685120947279	22.96360205057155	28.49362572908512	27.575824961220224
Spanish		6.491599722430786	1.2746181827438956		44.86204040110856	38.11576779317491	14.892296263123178	17.859117809878484	20.31135750166152	16.610175291266394
Swedish		6.730321771256234	0.11937039845517436	48.73073236185009	28.727559618836487	49.36273454499135	16.544131215138744	16.303097436876186	22.50888883239442	20.941949290301316
SwissGerman		21.845927718826026	0.0		42.577175932307966	46.388239436863046	20.284445927467104	28.216039487048185	30.614356307616138	27.09532000816578
Tagalog		10.791159251928425	0.0		38.75751465589906	13.207136532252882	9.937589473249142	16.205849215619224	15.6756897578475	15.218776945285292
Tamil		0.841068597987761	2.3816439151902404		7.551355786202497	3.2883056387200016	0.8478610836349383	4.47932486099495	4.265188585064605	4.23238526429672
Tatar		0.7577132486388384	0.0		2.939942441429022	13.602648842398297	3.314771208081275	2.552207477552912	4.390483469575202	4.35280733884873
Tupinambá		36.60639167546441	16.00260204911368	0.0	57.46943914166543	77.78119473873934	68.20206733668661	54.00199349594456	56.65905851658829	56.195904671768325
TurkishGerman		55.02132326858261	0.5959743509459253	27.86893129604127	56.86037164592882	44.904719510653806	45.23227237128557	54.614879570078855	52.90707849667319	49.26914248681442
Ukrainian		15.898121303751639	5.5152389750222355	25.079365079365076	16.23215559601975	49.754814926213726	48.55779077785408	22.22926084680848	26.776625825964395	25.838657231492633
UpperSorbian		19.806717057690197	1.6877409492980857		14.58234042584461	54.316251095303855	56.243841733636046	23.994076405511315	28.904532477304766	28.01337486215069
Urdu		2.524477228339666	0.07427055702917769	5.654424229996203	12.976598636501123	0.5495793020366764	1.492182081396646	4.70542919580061	4.350855481474544	4.232004534844041
Uyghur		3.8515491481887887	0.8831206505973046	0.0	2.706586165503982	8.511568127480341	1.3271498677651161	2.697489101071879	4.0248458138080725	3.914947162540697
Welsh		2.7852729677723795	1.68735879842691		28.09325805868698	15.776062284290859	9.520948202025181	12.190388158438171	12.561383469406966	11.649554041040982
WesternArmenian		43.55878250557819	53.52044635998873	35.95238095238093	17.00550414854125	30.599499412754504	69.59035256245772	36.26120848553201	35.49788030299931	37.046305532524144
Wolof		26.844685441044447	84.6381723662718	8.705991021062632	28.46935552288761	16.59590913407318	20.351430502958877	26.536999121497473	24.17576437613663	30.08527611986659
Yakut		5.651761556297798	10.665792421386225		17.98603566986432	1.3116657695634033	4.168908015061861	11.61688072292067	7.9452291789103455	8.164437750044703
Yoruba		21.24249785331684	59.34488838710127		28.562508210641873	7.3880119726530324	10.789974020959045	21.887367029830163	18.706503925261572	20.651507175375848
Yupik		72.60845700605663	0.0		53.19573679793801	4.8630959777971094	31.901245215891322	56.30593417509752	36.08341323026647	35.86908092406931
Zaar		0.6008121322615393	70.61503416856492	4.611640211640211	23.81636490152944	0.0	56.42477268828272	8.649063354705042	8.099183688859704	9.465531312109285
