name	appos	cc	clf	comp	comp:aff	comp:arg	comp:aux	comp:ben	comp:cleft	comp:goal	comp:loc	comp:m	comp:obj	comp:obj$attitude	comp:obj$concess	comp:obj$desire	comp:obj$know	comp:obj$percep	comp:obj$phase	comp:obj$utter	comp:obl	comp:obl$attitude	comp:obl$cause	comp:obl$desire	comp:obl$know	comp:obl$modal	comp:obl$percep	comp:obl$phase	comp:obl$request	comp:obl$utter	comp:pred	comp:pred$attitude	comp:pred$manner	comp:source	compound	compound:prt	compound:redup	compound:svc	compound:svc$phase	compound:svc$purp	compound:svc$tempo	conj	conj:appos	conj:coord	conj:dicto	conj:m	conj:obj	conj:redup	det	det:num	discourse	dislocated	dislocated:obj	dislocated:subj	flat	flat:foreign	flat:m	flat:name	flat:num	goeswith	list	mod	mod$concess	mod$cond	mod$manner	mod$purp	mod$reason	mod$tempa	mod$tempb	mod$tempo	mod:appos	mod:aux	mod:emph	mod:m	mod:num	mod:obj	mod:periph	mod:periph$concess	mod:periph$cond	mod:periph$manner	mod:periph$purp	mod:periph$reason	mod:periph$tempa	mod:periph$tempb	mod:periph$tempo	mod:poss	mod:pred	orphan	parataxis	parataxis:conj	parataxis:coord	parataxis:discourse	parataxis:dislocated	parataxis:dislocated$tempa	parataxis:dislocated$tempo	parataxis:insert	parataxis:mod	parataxis:mod$cond	parataxis:obj	parataxis:obj$cause	parataxis:obj$know	parataxis:obj$request	parataxis:obj$utter	parataxis:obl	parataxis:parenth	punct	reparandum	subj	subj:aff	udep	unk	unk:aff	vocative	total
Karo	1.6	0	1.32026	1.37765	0	nan	1.37121	nan	0	nan	nan	0	1.34188	nan	nan	nan	nan	nan	nan	nan	2.38462	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.3913	nan	nan	nan	1.22727	nan	nan	0	nan	nan	nan	2.42857	0	0	0	0	nan	0	1.16667	0	1.4918	0	0	0	0	nan	0	nan	nan	0	0	1.36573	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	2.33333	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	1.0	0	1.70608	0	2.08537	2.41667	0	0	1.483364163585952
Belarusian	2.32523	2.00122	0	1.68451	0	nan	1.23593	0	0	0	0	0	1.6666	0	0	0	0	0	0	0	2.04721	0	0	0	0	0	0	0	0	0	1.80594	0	0	0	1.15917	0	0	0	0	0	0	4.54142	0	0	0	0	0	0	1.26418	0	5.52187	5.07143	0	0	1.04568	0	0	0	0	1.0	3.64064	1.69904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	3.03922	5.95175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56788	1.2	2.42261	0	2.51181	1.7045	0	3.57738	2.5193898573735356
Beja	0	1.48	nan	2.06441	1.15854	nan	2.71429	nan	nan	nan	nan	nan	2.33766	nan	nan	nan	nan	nan	nan	nan	2.76471	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.27778	nan	nan	nan	2.75	nan	nan	3.33333	nan	nan	nan	5.31034	6.0	6.76471	3.28571	nan	nan	2.5	1.16935	1.0	5.78261	4.5	4.75	2.0	0	nan	nan	nan	nan	nan	0	3.98291	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.25	nan	0	4.60417	nan	3.5	nan	nan	nan	nan	nan	4.0	nan	4.69767	nan	nan	nan	nan	6.0	nan	1.83626	0	1.70769	1.00641	0	1.83333	1.83333	4.5	2.290524170822943
Bulgarian	3.67647	1.92088	0	1.56098	0	nan	1.25333	nan	0	nan	nan	0	1.66637	nan	nan	nan	nan	nan	nan	nan	1.65586	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.47771	nan	nan	nan	1.5	nan	nan	0	nan	nan	nan	4.64686	0	0	0	0	nan	0	1.17244	0	2.39797	0	0	0	1.00059	nan	0	nan	nan	0	0	2.03197	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	11.25	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	5.71268	0	2.55213	0	2.09498	1.04615	0	3.93103	2.341982218321517
Bhojpuri	2.0	3.96296	3.33333	2.53337	0	nan	1.06731	nan	nan	nan	nan	0	2.42857	nan	nan	nan	nan	nan	nan	nan	10.72414	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.5	nan	nan	nan	2.3457	nan	nan	0	nan	nan	nan	3.29464	0	0	0	0	nan	0	1.54023	0	9.875	0	0	0	1.0	nan	0	nan	nan	1.0	1.4	3.81459	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	0	nan	0	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	3.93669	0	6.37931	0	4.20805	2.27778	0	0	3.0824145114397674
Bambara	1.04762	1.55385	0	1.65013	0	nan	1.89935	nan	nan	nan	nan	0	1.43389	nan	nan	nan	nan	nan	nan	nan	2.54118	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.2	nan	nan	nan	1.58442	nan	nan	0	nan	nan	nan	2.60938	0	0	0	0	nan	0	1.12821	0	2.41774	4.27083	0	0	1.0	nan	0	nan	nan	0	0	2.87063	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	2.42857	5.92725	nan	0	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	6.47382	5.6	1.21413	0	2.21182	1.26829	0	4.3	2.4910376936145284
Bengali	0	0	nan	1.44681	nan	nan	1.0	nan	nan	nan	nan	nan	1.4	nan	nan	nan	nan	nan	nan	nan	3.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.33333	nan	nan	nan	1.05263	nan	nan	nan	nan	nan	nan	2.5	nan	nan	nan	nan	nan	nan	1.16667	nan	4.16667	0	nan	nan	0	nan	nan	nan	nan	nan	0	1.71429	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	3.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.91781	0	1.97143	nan	1.85714	1.0	nan	4.0	1.7331205466237947
Breton	2.66667	1.64563	0	1.56654	0	nan	1.14658	nan	nan	nan	nan	0	1.77316	nan	nan	nan	nan	nan	nan	nan	3.67857	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.37719	nan	nan	nan	1.78947	nan	nan	0	nan	nan	nan	4.18987	0	0	0	0	nan	0	1.058	0	5.0	9.0	0	0	1.2	nan	0	nan	nan	0	1.5	1.85062	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	1.0	7.72973	nan	0	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	6.54033	0	2.61632	0	3.02555	1.79018	0	4.0	2.2530366477832513
Buryat	2.46774	2.17722	0	1.68203	0	nan	1.10145	nan	nan	nan	nan	0	1.7283	nan	nan	nan	nan	nan	nan	nan	2.9322	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.25352	nan	nan	nan	1.40456	nan	nan	0	nan	nan	nan	3.15194	0	0	0	0	nan	0	1.30568	0	1.59459	0	0	0	1.03597	nan	0	nan	nan	0	2.0	2.26419	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	3.25	6.12319	nan	0	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	2.81331	0	4.04021	0	2.75	1.05714	0	7.16667	2.3954064412363145
Catalan	5.29662	1.92304	0	2.00641	0	nan	1.0926	0	0	0	0	0	2.11221	0	0	0	0	0	0	0	2.49042	0	0	0	0	0	0	0	0	0	1.83695	0	0	0	1.33122	0	0	0	0	0	0	7.62573	0	0	0	0	0	0	1.15943	0	2.0	0	0	0	1.29545	0	0	0	0	0	0	2.98891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	9.34662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.83934	0	3.8771	0	2.80226	1.09784	0	2.0	2.926686112178078
Cebuano	1.5	1.22222	nan	1.51804	0	nan	0	nan	nan	nan	nan	nan	1.50781	nan	nan	nan	nan	nan	nan	nan	2.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	1.66667	nan	nan	0	nan	nan	nan	2.6	0	0	0	nan	nan	0	1.36364	0	3.66667	0	0	0	1.0	nan	nan	nan	nan	nan	0	1.86139	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	6.16667	nan	0	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	4.5534	0	1.66667	0	1.88889	1.0	0	2.0	2.042809658862876
Chukot	2.13725	2.11382	0	1.64033	0	nan	1.70213	nan	nan	nan	nan	0	1.73828	nan	nan	nan	nan	nan	nan	nan	2.25	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.13333	nan	nan	nan	0	nan	nan	0	nan	nan	nan	1.96471	0	0	0	0	nan	0	1.51282	0	2.82333	5.5	0	0	1.02222	nan	0	nan	nan	0	0	1.74097	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	2.9	3.08824	nan	0	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	2.88446	1.48475	2.06601	0	1.79734	2.46875	0	2.47222	2.131401813377073
Coptic	3.56863	2.63375	0	1.85025	0	nan	2.09754	nan	0	nan	nan	0	1.68245	nan	nan	nan	nan	nan	nan	nan	3.56052	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.08772	nan	nan	nan	1.53571	nan	nan	0	nan	nan	nan	7.23269	0	0	0	0	nan	0	1.02521	0	4.06667	4.75782	0	0	1.0	nan	0	nan	nan	0	0	3.62598	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	1.2381	9.73997	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	13.20689	3.46154	1.23059	0	2.30927	1.35826	0	5.50292	2.682137444257353
Czech	4.43615	2.07657	0	2.12711	0	nan	2.20814	nan	0	nan	nan	0	2.04122	0	0	0	0	0	0	0	2.45333	0	0	0	0	0	0	0	0	0	2.38415	0	0	nan	1.89012	0	0	0	0	0	0	5.23986	0	0	0	0	0	0	1.34986	0	2.56516	0	0	0	1.39443	0	0	nan	nan	0	0	1.82807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	7.37216	9.21477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83683	0	3.00732	0	2.73161	2.89597	0	4.20574	2.8819188597379233
OldChurchSlavonic	2.28018	3.04152	0	1.49921	0	nan	1.45455	nan	0	nan	nan	0	1.51623	0	0	0	0	0	0	0	1.55878	0	0	0	0	0	0	0	0	0	1.60063	0	0	nan	0	0	0	0	0	0	0	4.63206	0	0	0	0	0	0	1.14328	0	2.64177	6.27737	0	0	1.41935	0	0	nan	nan	0	0	2.19705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	2.25871	5.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25058	0	2.16462	1.20979	0	2.74503	2.051607568195354
Welsh	3.96429	1.457	0	1.63272	0	nan	1.10266	0	0	0	0	0	1.40119	0	0	0	0	0	0	0	2.24803	0	0	0	0	0	0	0	0	0	2.60301	0	0	0	1.01504	0	0	0	0	0	0	6.03326	0	0	0	0	0	0	1.05945	0	2.6	0	0	0	1.04864	0	0	0	0	0	0	1.87073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	2.0	11.9359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.14912	0	1.65015	0	2.48554	1.04778	0	6.0	2.3212010624777673
Danish	2.51811	2.33765	0	2.21437	0	nan	1.91313	nan	0	nan	nan	0	2.19315	nan	nan	nan	nan	nan	nan	nan	4.68992	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.51761	nan	nan	nan	2.78283	nan	nan	0	nan	nan	nan	5.43023	0	0	0	0	nan	0	1.75091	0	6.4375	2.5	0	0	1.09002	nan	0	nan	nan	0	3.87437	2.32873	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	2.14286	7.14286	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	7.33518	4.0	1.90974	0	2.21125	2.75455	0	3.6875	2.8750332921984407
German	2.58225	2.28712	0	3.52878	0	nan	5.70922	0	0	0	0	0	2.94045	0	0	0	0	0	0	0	6.92374	0	0	0	0	0	0	0	0	0	3.68611	0	0	0	6.56131	0	0	0	0	0	0	5.07368	0	0	0	0	0	0	1.38911	0	2.0	0	0	0	1.02918	0	0	0	0	1.5	0	2.39819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	3.27778	12.40103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.36558	1.07317	3.58078	0	3.77302	5.2217	0	6.13636	3.601389284171418
Greek	5.48106	2.06861	0	2.13373	0	nan	1.10826	nan	0	nan	nan	0	2.40225	nan	nan	nan	nan	nan	nan	nan	2.24675	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.91155	nan	nan	nan	1.54545	nan	nan	0	nan	nan	nan	6.29817	0	0	0	0	nan	0	1.31008	0	4.85714	0	0	0	1.11747	nan	0	nan	nan	0	0	2.33274	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	2.73171	9.41593	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	9.54661	0	3.17018	0	3.01822	1.0	0	6.22973	2.9197409177078844
Emerillon	1.28571	1.25	0	1.33333	0	nan	0	nan	0	nan	nan	0	1.37838	0	0	0	0	0	0	0	2.14286	0	0	0	0	0	0	0	0	0	1.14286	0	0	nan	1.0	0	0	0	0	0	0	2.05556	0	0	0	0	0	0	1.06122	0	2.25	1.8	0	0	0	0	0	nan	nan	0	0	1.48544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	2.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76238	0	1.4958	0	1.37681	1.33333	0	4.0	1.5050417140238315
English	3.64587	2.14382	0	1.87556	0	nan	1.37598	nan	0	nan	nan	0	1.99409	0	0	0	0	0	0	0	1.50065	0	0	0	0	0	0	0	0	0	1.95521	0	0	nan	1.27858	0	0	0	0	0	0	5.8272	0	0	0	0	0	0	1.57154	0	3.4778	5.98795	0	0	1.03732	0	0	nan	nan	1.28384	7.09524	2.29867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	2.05298	10.39005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99236	3.05246	1.73905	0	2.33712	2.81639	0	4.39597	2.6614978221830414
Spanish	3.45439	2.04427	0	1.94844	0	0	1.12049	0	0	0	0	0	2.03526	0	0	0	0	0	0	0	1.64591	0	0	0	0	0	0	0	0	0	1.82989	0	0	0	1.25862	0	0	0	0	0	0	6.60473	0	0	0	0	0	0	1.15147	0	6.81818	0	0	0	1.15554	0	0	0	0	1.0	5.85714	2.6806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66667	13.01451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.13239	0	3.63974	0	2.58708	1.2814	0	5.5	2.87841283556944
Yupik	2.85714	2.0	0	2.35032	0	nan	0	0	0	0	0	0	2.42282	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	nan	0	0	0	2.78723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4	0	2.60694	0	3.68116	1.26618	0	0	2.1697013079470198
Estonian	1.92181	1.93281	0	2.35753	0	nan	1.96524	0	0	0	0	0	2.48487	0	0	0	0	0	0	0	3.46499	0	0	0	0	0	0	0	0	0	2.22911	0	0	0	1.79845	0	0	0	0	0	0	4.79976	0	0	0	0	0	0	1.37053	0	3.66349	0	0	0	1.03282	0	0	0	0	1.06211	6.69231	1.87149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	2.35194	6.17019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.88009	1.5	2.13204	0	2.46358	1.50191	0	3.18908	2.8709696895638865
Basque	4.02664	3.63567	0	1.70324	0	nan	1.17158	nan	0	nan	nan	0	2.0755	nan	nan	nan	nan	nan	nan	nan	2.85182	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.69512	nan	nan	nan	1.04277	nan	nan	0	nan	nan	nan	5.46647	0	0	0	0	nan	0	1.14036	0	3.73913	6.0	0	0	1.0083	nan	0	nan	nan	0	0	2.04217	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	2.06494	4.59649	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	4.59003	0	3.62045	0	2.9955	1.28521	0	3.23256	2.601965597121365
Persian	3.14024	3.44435	0	2.86882	0	0	1.8696	0	0	0	0	0	2.75156	0	0	0	0	0	0	0	4.42374	0	0	0	0	0	0	0	0	0	2.42912	0	0	0	1.3109	0	0	0	0	0	0	5.13348	0	0	0	0	0	0	1.0341	0	2.0	11.14286	0	0	1.02966	0	0	0	0	1.0	0	1.93984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.64138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38606	0	7.78233	0	5.8168	1.76115	0	7.0125	3.325288774069532
