name	aff	aff:aux	aff:case	aff:dep	aff:mark	aff:subj	appos	cc	clf	comp	comp:aux	comp:cleft	comp:obj	comp:obl	comp:pred	comp:svc	compound	compound:prt	compound:redup	compound:svc	conj	conj:appos	conj:coord	conj:dicto	conj:emb	conj:obj	conj:redup	det	det:num	discourse	dislocated	dislocated:obj	dislocated:subj	flat	flat:foreign	goeswith	list	mod	mod:appos	mod:aux	mod:emph	mod:focus	mod:num	mod:periph	mod:poss	mod:relcl	orphan	parataxis	parataxis:conj	parataxis:coord	parataxis:dicto	parataxis:discourse	parataxis:dislocated	parataxis:insert	parataxis:mod	parataxis:obj	parataxis:obl	parataxis:parenth	punct	reparandum	subj	subj:obj	udep	unk	unk:scrap	vocative	total
Bulgarian	nan	nan	nan	nan	nan	nan	3.76471	1.92189	nan	1.60442	1.24948	nan	1.66955	1.65665	1.55319	nan	1.5	nan	nan	nan	4.64476	nan	nan	nan	3.82707	nan	nan	1.17244	nan	2.39797	nan	nan	nan	1.00059	nan	1.33333	nan	2.04205	nan	nan	nan	nan	nan	nan	nan	nan	nan	11.24091	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.70963	nan	2.54058	nan	2.09508	1.04457	nan	3.93103	2.3461011821208744
Bhojpuri	nan	nan	nan	nan	nan	nan	2.0	3.85185	3.33333	2.5446	1.10577	nan	2.49753	10.03774	7.5	nan	2.3457	nan	nan	nan	3.29464	nan	nan	nan	1.0	nan	nan	1.54023	nan	9.875	nan	nan	nan	1.0	nan	1.0	1.4	4.20215	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.99712	nan	6.34138	nan	4.21477	2.27778	nan	nan	3.131949916582406
Bambara	nan	nan	nan	nan	nan	nan	1.04762	1.72727	nan	1.65021	1.88968	nan	1.44195	2.52439	1.2	nan	1.6	nan	nan	nan	2.60938	nan	nan	nan	nan	nan	nan	1.12821	nan	2.42214	4.27083	nan	nan	1.0	nan	nan	nan	3.01641	nan	nan	nan	nan	nan	nan	nan	nan	2.46667	5.92593	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.46766	5.6	1.21432	nan	2.20996	1.26829	nan	4.3	2.4980370880440512
Breton	nan	nan	nan	nan	nan	nan	2.66667	1.65049	nan	1.58464	1.16457	nan	1.75158	3.7284	1.71053	nan	1.78947	nan	nan	nan	4.16034	nan	nan	nan	4.5	nan	nan	1.05804	nan	5.0	9.33333	nan	nan	1.2	nan	nan	1.5	1.855	nan	nan	nan	nan	nan	nan	nan	nan	1.0	7.81081	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.52125	nan	2.64125	nan	3.01458	1.81416	nan	4.0	2.263284981522543
Buryat	nan	nan	nan	nan	nan	nan	2.46774	2.22785	nan	1.57542	1.05263	nan	1.62435	2.83929	1.3494	nan	1.40517	nan	nan	nan	3.11111	nan	nan	nan	5.0	nan	nan	1.30568	nan	1.56566	nan	nan	nan	1.03584	nan	nan	2.0	2.37762	nan	nan	nan	nan	nan	nan	nan	nan	6.85714	6.18478	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.73755	nan	4.06032	nan	2.83571	1.05556	nan	7.5	2.4013942045674472
Catalan	nan	nan	nan	nan	nan	nan	5.30771	1.94295	nan	2.02618	1.27097	nan	2.11557	2.40847	1.91167	nan	1.33095	nan	nan	nan	7.63129	nan	nan	nan	7.0354	nan	nan	1.17335	nan	2.0	nan	nan	nan	1.29671	nan	nan	nan	3.14153	nan	nan	nan	nan	nan	nan	nan	nan	8.0	9.36585	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	10.08948	nan	3.86945	nan	2.82307	1.11828	nan	nan	2.9380423278150194
Chukot	nan	nan	nan	nan	nan	nan	2.13725	2.11382	nan	1.64033	1.70213	nan	1.73541	2.66667	1.13333	nan	nan	nan	nan	nan	1.96471	nan	nan	nan	nan	nan	nan	1.51282	nan	2.82333	5.5	nan	nan	1.02222	nan	nan	nan	1.74525	nan	nan	nan	nan	nan	nan	nan	nan	2.72727	3.08824	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.88446	1.48475	2.06601	nan	1.79734	2.51613	nan	2.47222	2.132675722617095
Coptic	nan	nan	nan	nan	nan	nan	3.73011	2.671	nan	1.85307	2.08582	nan	1.69373	3.89715	2.1139	nan	1.57692	nan	nan	nan	7.25218	nan	nan	nan	5.66667	nan	nan	1.02551	nan	4.63793	4.79867	nan	nan	1.0	nan	nan	nan	4.13445	nan	nan	nan	nan	nan	nan	nan	nan	1.2381	9.87858	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	13.09582	4.71429	1.21467	nan	2.21532	1.3986	nan	5.70543	2.692694976229944
Czech	nan	nan	nan	nan	nan	nan	4.43681	2.07716	nan	2.12142	2.18127	nan	2.03945	2.45196	2.42126	nan	1.89012	nan	nan	nan	5.23867	nan	nan	nan	4.92392	nan	nan	1.35071	nan	2.56892	nan	nan	nan	1.39443	nan	nan	nan	1.83761	nan	nan	nan	nan	nan	nan	nan	nan	7.37309	9.22054	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.84037	nan	3.00479	nan	2.73147	2.53909	nan	4.21053	2.887657004908492
OldChurchSlavonic	nan	nan	nan	nan	nan	nan	2.28018	3.0444	nan	1.53605	1.4798	nan	1.51124	1.5584	1.65738	nan	nan	nan	nan	nan	4.6362	nan	nan	nan	4.29885	nan	nan	1.14622	nan	2.64668	6.27737	nan	nan	1.41935	nan	nan	nan	2.20936	nan	nan	nan	nan	nan	nan	nan	nan	2.25871	5.09722	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.26248	nan	2.16371	1.09242	nan	2.77318	2.0599429787202403
Welsh	nan	nan	nan	nan	nan	nan	4.02732	1.44651	nan	1.71314	1.09625	nan	1.43594	2.31799	2.7975	nan	1.01724	nan	nan	nan	6.03726	nan	nan	nan	5.78723	nan	nan	1.06186	nan	2.6	nan	nan	nan	1.04941	nan	nan	nan	1.92751	nan	nan	nan	nan	nan	nan	nan	nan	nan	12.05085	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.89974	nan	1.65698	nan	2.52075	1.06366	nan	6.0	2.361043491490236
Danish	nan	nan	nan	nan	nan	nan	2.50279	2.38615	nan	2.28201	2.31432	nan	2.21958	4.26757	2.48876	nan	2.92405	nan	nan	nan	5.41192	nan	nan	nan	6.46269	nan	nan	1.75146	nan	6.625	nan	nan	nan	1.08942	nan	1.25	3.83417	2.33846	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.84526	4.0	1.93957	nan	2.2254	2.41865	nan	3.6875	2.966995522617298
German	nan	nan	nan	nan	nan	nan	2.57309	2.2777	nan	3.42174	5.65817	nan	2.84075	6.69318	3.70569	nan	6.44627	nan	nan	nan	5.02816	nan	nan	nan	4.05956	nan	nan	1.40248	nan	1.93548	nan	nan	nan	1.02912	nan	1.5	nan	2.40659	nan	nan	nan	nan	nan	nan	nan	nan	3.26966	12.3522	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.22578	1.0	3.53591	nan	3.67278	4.59335	nan	6.33333	3.568736144031547
Greek	nan	nan	nan	nan	nan	nan	5.4697	2.06861	nan	2.1426	1.11322	nan	2.40518	2.24675	1.98403	nan	1.54545	nan	nan	nan	6.29301	nan	nan	nan	5.77778	nan	nan	1.31008	nan	4.85714	nan	nan	nan	1.11747	nan	nan	nan	2.34322	nan	nan	nan	nan	nan	nan	nan	nan	2.73171	9.41593	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.54898	nan	3.17203	nan	3.02144	1.01818	nan	6.22973	2.9258673161146174
English	nan	nan	nan	nan	nan	nan	3.78827	2.19493	nan	1.94224	1.36232	nan	2.06342	1.68572	2.01688	nan	1.28508	nan	nan	nan	5.89557	nan	nan	nan	5.44113	nan	nan	1.56855	nan	3.73614	5.33908	nan	nan	1.04923	nan	2.08673	7.47436	2.28025	nan	nan	nan	nan	nan	nan	nan	nan	1.98261	10.40848	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.10606	2.91875	1.73631	nan	2.28669	2.38432	nan	4.51106	2.750539895580142
Spanish	nan	nan	nan	nan	nan	nan	3.45853	2.04697	nan	1.97149	1.22907	nan	2.04246	1.67548	1.88049	nan	1.2558	nan	nan	nan	6.61559	nan	nan	nan	5.8133	nan	nan	1.14706	nan	6.88073	nan	nan	nan	1.15642	nan	1.21739	3.3125	2.6896	nan	nan	nan	nan	nan	nan	nan	nan	4.28571	13.05091	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.23359	nan	3.63643	nan	2.58814	1.25917	nan	8.0	2.895693785725431
Yupik	nan	nan	nan	nan	nan	nan	2.85714	2.0	nan	2.35032	nan	nan	2.42282	1.0	nan	nan	nan	nan	nan	nan	3.0	nan	nan	nan	nan	nan	nan	2.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.78723	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.4	nan	2.60694	nan	3.68116	1.26618	nan	nan	2.1697013079470198
Estonian	nan	nan	nan	nan	nan	nan	1.80085	1.92013	nan	2.34578	1.9638	nan	2.4516	3.29577	2.2925	nan	1.77536	nan	nan	nan	4.77327	nan	nan	nan	4.90672	nan	nan	1.37128	nan	3.47139	nan	nan	nan	1.03235	nan	1.22881	6.69231	1.92104	nan	nan	nan	nan	nan	nan	nan	nan	2.32779	6.35649	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.93598	1.5	2.13596	nan	2.46987	1.53333	nan	3.16972	2.890920791869845
Basque	nan	nan	nan	nan	nan	nan	4.06486	3.74198	nan	1.68053	1.13588	nan	2.04205	2.82862	1.78841	nan	1.01367	nan	nan	nan	5.43985	nan	nan	nan	4.01124	nan	nan	1.1504	nan	3.68182	nan	nan	nan	1.00972	nan	nan	nan	2.18681	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.63265	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.7603	nan	3.62436	nan	3.01381	1.29688	nan	3.2619	2.788121087976328
Persian	nan	nan	nan	nan	nan	nan	3.14512	3.50138	nan	2.85166	1.85188	nan	2.72831	4.44121	2.43191	nan	1.28914	nan	nan	nan	5.10509	nan	nan	nan	4.92332	nan	nan	1.03163	nan	nan	11.32857	nan	nan	1.02916	nan	1.0	nan	2.04606	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.6931	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.30805	nan	7.94496	nan	5.81572	1.77134	nan	7.06667	3.33901552894925
Finnish	nan	nan	nan	nan	nan	nan	2.85087	1.85221	nan	1.93754	1.46643	nan	2.05611	2.45015	2.06483	nan	1.44717	nan	nan	nan	4.29622	nan	nan	nan	4.07277	nan	nan	1.31739	nan	4.59357	nan	nan	nan	1.02158	nan	1.0	nan	1.88856	nan	nan	nan	nan	nan	nan	nan	nan	2.83073	9.17111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.27418	1.82353	1.65447	nan	2.63032	1.96559	nan	3.4878	2.36264382796197
Faroese	nan	nan	nan	nan	nan	nan	3.41102	2.5807	nan	1.94501	1.77945	nan	1.97404	1.7485	1.98417	nan	1.73628	nan	nan	nan	7.45368	nan	nan	nan	4.21875	nan	nan	1.32558	nan	4.79167	nan	nan	nan	1.07207	nan	nan	nan	1.98675	nan	nan	nan	nan	nan	nan	nan	nan	2.0	4.04167	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.02818	nan	1.51964	nan	2.80822	2.3366	nan	4.61165	2.2233396413577053
French	nan	nan	nan	nan	nan	nan	3.21302	2.27318	nan	1.99607	1.29426	6.24316	2.05406	2.16733	1.97092	nan	1.10833	nan	nan	nan	6.35301	4.60563	4.31892	2.40275	6.29913	nan	nan	1.14527	nan	2.54931	4.24952	nan	nan	1.02273	nan	1.02439	nan	3.03154	nan	nan	nan	nan	nan	nan	nan	nan	4.49555	13.88745	nan	nan	nan	nan	nan	6.73333	nan	4.02439	nan	6.70455	9.73211	1.5	3.29697	nan	2.77325	1.13912	nan	8.37572	2.9779194768973776
OldFrench	nan	nan	nan	nan	nan	nan	2.53395	2.97933	nan	1.90423	1.62749	nan	1.98893	1.68388	1.72952	nan	1.0	nan	nan	nan	3.78559	nan	nan	nan	4.82759	nan	nan	1.10807	nan	5.62143	5.5748	nan	nan	1.07818	nan	nan	nan	2.5581	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.66876	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.05566	nan	2.38532	1.41371	nan	4.2528	2.109678694270039
Irish	nan	nan	nan	nan	nan	nan	4.06897	1.42809	nan	2.27228	1.5	nan	1.82232	4.87415	3.8176	nan	1.05929	nan	nan	nan	5.463	nan	nan	nan	3.79412	nan	nan	1.0607	nan	5.32143	13.16364	nan	nan	1.07707	nan	1.0	11.0479	2.37056	nan	nan	nan	nan	nan	nan	nan	nan	8.0	11.40355	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.44348	nan	2.00629	nan	3.35678	1.05103	nan	4.21429	3.0899668961691784
Gaelic	nan	nan	nan	nan	nan	nan	4.38017	1.92955	nan	2.07473	nan	nan	1.6956	3.71914	2.7315	nan	1.07778	nan	nan	nan	8.84305	nan	nan	nan	9.88957	nan	nan	1.08243	nan	2.34625	3.58824	nan	nan	1.01778	nan	nan	nan	2.37543	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.2097	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	10.07111	2.55263	1.62654	nan	2.88601	1.09337	nan	5.52083	2.6703380679216764
Galician	nan	nan	nan	nan	nan	nan	4.45679	4.21245	nan	2.66787	2.19582	nan	2.32751	4.75999	2.42162	nan	1.17391	nan	nan	nan	6.25744	nan	nan	nan	5.85	nan	nan	1.19222	nan	5.33333	nan	nan	nan	3.16917	nan	nan	5.25	2.12352	nan	nan	nan	nan	nan	nan	nan	nan	3.0	11.67742	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	10.22591	nan	4.09927	nan	2.39988	3.26097	nan	8.0	3.08262407820699
Gothic	nan	nan	nan	nan	nan	nan	3.11367	3.02492	nan	1.63423	nan	nan	1.63031	1.74676	1.53885	nan	nan	nan	nan	nan	4.38049	nan	nan	nan	3.61983	nan	nan	1.2258	nan	3.04228	6.13889	nan	nan	1.08333	nan	nan	nan	2.28582	nan	nan	nan	nan	nan	nan	nan	nan	2.2924	7.93902	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.28466	nan	2.298	1.0625	nan	3.08393	2.1375085985788225
AncientGreek	nan	nan	nan	nan	nan	nan	3.89007	3.09378	nan	2.20146	2.86957	nan	2.163	2.28813	2.36424	nan	nan	nan	nan	nan	5.19253	nan	nan	nan	3.9407	nan	nan	1.38577	nan	4.13794	7.5495	nan	nan	1.33451	nan	nan	nan	3.13136	nan	nan	nan	nan	nan	nan	nan	nan	3.10757	8.28771	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.76564	nan	3.26552	nan	2.85733	1.94828	nan	3.91475	2.8581943018666447
SwissGerman	nan	nan	nan	nan	nan	nan	2.4	2.71429	nan	2.76978	3.90566	nan	2.33462	3.27273	2.13793	nan	2.71429	nan	nan	nan	5.87805	nan	nan	nan	nan	nan	nan	1.29268	nan	nan	nan	nan	nan	1.0	nan	nan	nan	1.94677	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.66667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.11236	nan	2.40351	nan	3.02899	2.9	nan	nan	3.048268415672913
Guajajára	nan	nan	nan	nan	nan	nan	4.4	nan	nan	1.36667	nan	nan	1.18966	6.5	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.2	nan	3.25	nan	nan	nan	nan	nan	nan	nan	1.26984	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.72289	nan	1.72581	nan	2.83529	2.25	nan	nan	2.1259977990430623
MbyáGuaraní	nan	nan	nan	nan	nan	nan	2.17241	4.05085	nan	1.38976	2.5	nan	1.38862	3.0	1.0	nan	1.62783	nan	nan	nan	4.66142	nan	nan	nan	2.0	nan	nan	1.13514	nan	3.23077	4.72	nan	nan	1.0	nan	1.0	6.0	2.85775	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.25586	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.6698	2.2	2.16104	nan	3.62012	1.83867	nan	3.375	2.3594446735418657
Manx	nan	nan	nan	nan	nan	nan	3.23404	1.31138	nan	1.84549	nan	nan	1.54235	2.67568	2.60718	nan	2.0	nan	nan	nan	6.5	nan	nan	nan	2.0	nan	nan	1.07094	nan	2.0	nan	nan	nan	1.0	nan	nan	nan	1.73266	nan	nan	nan	nan	nan	nan	nan	nan	1.5	8.63793	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.5588	2.0	1.20312	nan	2.49197	1.02778	nan	5.31818	2.436574353061643
Hebrew	nan	nan	nan	nan	nan	nan	4.80785	2.36212	nan	1.88919	2.71766	nan	1.85795	4.05385	1.95054	nan	1.51198	nan	nan	nan	6.90956	nan	nan	nan	7.07595	nan	nan	1.06922	nan	1.0	8.25	nan	nan	1.23453	nan	nan	nan	2.43874	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.21639	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.86575	nan	3.58296	nan	3.20767	2.29541	nan	nan	2.952674229436469
Hindi	nan	nan	nan	nan	nan	nan	3.02703	5.43074	nan	1.95678	1.15826	nan	2.07949	5.07668	1.40522	nan	1.33431	nan	nan	nan	5.73235	nan	nan	nan	5.65476	nan	nan	1.23174	nan	1.50303	4.60632	nan	nan	1.12919	nan	nan	5.0	3.20151	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.96809	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.58297	nan	6.29568	nan	4.39381	1.49789	nan	3.28571	2.85262321550271
Croatian	nan	nan	nan	nan	nan	nan	3.48528	1.95976	nan	1.86541	2.04362	nan	1.71964	2.30451	2.50682	nan	1.3	nan	nan	nan	5.36456	nan	nan	nan	5.42308	nan	nan	1.35652	nan	2.59665	6.85714	nan	nan	1.30699	nan	nan	5.29167	1.79104	nan	nan	nan	nan	nan	nan	nan	nan	4.08333	10.09652	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.07035	nan	2.8045	nan	2.65669	1.76659	nan	3.625	2.8149960511375482
UpperSorbian	nan	nan	nan	nan	nan	nan	3.95597	1.9821	nan	2.59797	6.83673	nan	2.27553	2.4	3.2126	nan	2.01887	nan	nan	nan	4.70044	nan	nan	nan	5.0	nan	nan	1.53165	nan	1.0	nan	nan	nan	1.23741	nan	nan	6.18182	2.04434	nan	nan	nan	nan	nan	nan	nan	nan	2.66667	5.91525	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.51311	nan	3.27703	nan	3.62689	2.24211	nan	nan	3.1566141719110976
Hungarian	nan	nan	nan	nan	nan	nan	4.32056	3.52305	nan	3.26597	1.09677	nan	3.33557	3.59532	1.65054	nan	1.1296	nan	nan	nan	7.03673	nan	nan	nan	6.97436	nan	nan	1.74439	nan	3.0	8.0	nan	nan	1.0321	nan	1.0	5.0	2.39807	nan	nan	nan	nan	nan	nan	nan	nan	6.63855	7.77966	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.42604	nan	4.14425	nan	3.36148	2.13953	nan	3.0	3.578054444295152
Armenian	nan	nan	nan	nan	nan	nan	4.17228	3.27922	nan	2.0796	1.09694	nan	2.73088	2.72047	1.29511	nan	1.49804	nan	nan	nan	5.79596	nan	nan	nan	4.79	nan	nan	1.3511	nan	3.91169	6.36364	nan	nan	1.12811	nan	2.98529	2.77778	2.29787	nan	nan	nan	nan	nan	nan	nan	nan	2.87129	8.65379	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.85735	nan	3.40366	nan	3.29149	1.42357	nan	6.14286	3.2647035525199253
WesternArmenian	nan	nan	nan	nan	nan	nan	4.21637	2.97659	nan	1.82813	1.04898	nan	2.30092	2.10345	1.45848	nan	1.32642	nan	nan	nan	5.75457	nan	nan	nan	6.59756	nan	nan	1.39603	nan	4.55862	5.77193	nan	nan	1.11321	nan	1.0	3.5	2.55799	nan	nan	nan	nan	nan	nan	nan	nan	2.07463	7.07229	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.95658	1.0	3.70557	nan	3.30596	1.325	nan	5.95238	3.1468861315789476
Indonesian	nan	nan	nan	nan	nan	nan	3.93848	1.85103	1.0	1.58537	1.11142	nan	1.51751	3.56401	1.629	nan	1.30367	nan	nan	nan	4.75012	nan	nan	nan	3.80769	nan	nan	1.35787	nan	4.0	5.66667	nan	nan	1.13715	nan	1.0	nan	2.13237	nan	nan	nan	nan	nan	nan	nan	nan	4.30769	13.1487	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.88859	nan	2.86547	nan	3.1673	9.23964	nan	8.0	2.7474874713389688
Icelandic	nan	nan	nan	nan	nan	nan	2.18331	2.12782	nan	2.00946	2.18963	nan	1.90391	2.55267	2.2525	nan	1.80903	nan	nan	nan	7.66448	nan	nan	nan	6.26035	nan	nan	1.26892	nan	4.72344	11.33333	nan	nan	1.09555	nan	nan	nan	1.95891	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.24136	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.80241	nan	1.43623	nan	3.15269	3.08871	nan	4.84227	2.294811893187138
