name	aff	aff:aux	aff:case	aff:dep	aff:mark	aff:subj	appos	cc	clf	comp	comp:aux	comp:cleft	comp:obj	comp:obl	comp:pred	comp:svc	compound	compound:prt	compound:redup	compound:svc	conj	conj:appos	conj:coord	conj:dicto	conj:emb	conj:obj	conj:redup	det	det:num	discourse	dislocated	dislocated:obj	dislocated:subj	flat	flat:foreign	goeswith	list	mod	mod:appos	mod:aux	mod:emph	mod:focus	mod:num	mod:periph	mod:poss	mod:relcl	orphan	parataxis	parataxis:conj	parataxis:coord	parataxis:dicto	parataxis:discourse	parataxis:dislocated	parataxis:insert	parataxis:mod	parataxis:obj	parataxis:obl	parataxis:parenth	punct	reparandum	subj	subj:obj	udep	unk	unk:scrap	vocative	total
Bulgarian	nan	nan	nan	nan	nan	nan	3.76471	-1.91367	nan	1.27364	1.1653	nan	1.40452	0.70382	0.67758	nan	1.5	nan	nan	nan	4.64476	nan	nan	nan	3.82707	nan	nan	-0.3342	nan	-0.23589	nan	nan	nan	1.00059	nan	1.33333	nan	-0.18615	nan	nan	nan	nan	nan	nan	nan	nan	nan	-10.97727	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.39781	nan	-1.4375	nan	0.74103	-0.43169	nan	-0.34483	1.1255910952040837
Bhojpuri	nan	nan	nan	nan	nan	nan	2.0	-3.25926	2.0	-0.39863	-0.91346	nan	-0.21957	0.79245	-5.86364	nan	-2.19357	nan	nan	nan	3.27679	nan	nan	nan	1.0	nan	nan	-1.47126	nan	-9.875	nan	nan	nan	1.0	nan	1.0	1.2	-3.86483	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.87338	nan	-6.14138	nan	-3.97315	1.05556	nan	nan	-1.5270471625379172
Bambara	nan	nan	nan	nan	nan	nan	1.04762	-1.33333	nan	0.53182	1.87536	nan	-0.36696	2.52439	-0.4	nan	1.6	nan	nan	nan	2.60938	nan	nan	nan	nan	nan	nan	0.80079	nan	-1.25869	-3.60417	nan	nan	1.0	nan	nan	nan	-1.89332	nan	nan	nan	nan	nan	nan	nan	nan	2.46667	5.92593	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.79723	-4.8	-1.18632	nan	1.43448	0.4878	nan	-1.91818	0.925429174037842
Breton	nan	nan	nan	nan	nan	nan	2.66667	-1.47573	nan	1.09711	0.46493	nan	1.62295	2.39506	0.0614	nan	1.68421	nan	nan	nan	4.13502	nan	nan	nan	4.5	nan	nan	-1.04312	nan	-2.0	-4.0	nan	nan	1.2	nan	nan	1.5	1.17125	nan	nan	nan	nan	nan	nan	nan	nan	1.0	6.02703	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.90373	nan	0.35702	nan	1.90644	0.17699	nan	4.0	1.3891769442391397
Buryat	nan	nan	nan	nan	nan	nan	2.46774	-0.05063	nan	-1.25512	-1.00585	nan	-1.2788	-1.58929	-1.3253	nan	-1.25	nan	nan	nan	3.10394	nan	nan	nan	5.0	nan	nan	-1.17467	nan	0.19697	nan	nan	nan	1.03584	nan	nan	2.0	-2.08692	nan	nan	nan	nan	nan	nan	nan	nan	-1.14286	5.41667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.68128	nan	-4.02279	nan	-2.63571	0.66667	nan	-7.5	-0.94890673795239
Catalan	nan	nan	nan	nan	nan	nan	5.30641	-1.91126	nan	1.47317	1.01411	nan	1.5553	1.09279	1.40942	nan	1.32736	nan	nan	nan	7.62477	nan	nan	nan	7.0236	nan	nan	-1.06983	nan	-2.0	nan	nan	nan	1.2956	nan	nan	nan	1.38808	nan	nan	nan	nan	nan	nan	nan	nan	8.0	-1.67944	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.36567	nan	-2.78993	nan	1.3191	1.08812	nan	nan	1.5978107338385692
Chukot	nan	nan	nan	nan	nan	nan	2.13725	-2.09756	nan	-0.28338	1.3617	nan	-0.46693	2.0	-0.9	nan	nan	nan	nan	nan	1.96471	nan	nan	nan	nan	nan	nan	-0.89744	nan	-1.81667	-3.625	nan	nan	1.02222	nan	nan	nan	-0.50092	nan	nan	nan	nan	nan	nan	nan	nan	0.72727	3.01872	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.88446	-1.2678	-1.33741	nan	-0.92027	-0.58065	nan	-1.97222	0.20885567523236745
Coptic	nan	nan	nan	nan	nan	nan	3.73011	-2.64227	nan	1.74929	2.08311	nan	1.68916	3.89715	-1.78588	nan	-1.19231	nan	nan	nan	7.24695	nan	nan	nan	5.66667	nan	nan	-0.85861	nan	1.08621	-2.20133	nan	nan	1.0	nan	nan	nan	0.97785	nan	nan	nan	nan	nan	nan	nan	nan	0.85714	9.83811	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	12.00097	-4.71429	0.24485	nan	1.80943	1.2028	nan	1.28682	1.8775402861789634
Czech	nan	nan	nan	nan	nan	nan	4.43681	-1.90652	nan	1.30149	1.93158	nan	1.45511	0.15377	1.49479	nan	0.69316	nan	nan	nan	5.23836	nan	nan	nan	4.92392	nan	nan	-1.28112	nan	-1.47368	nan	nan	nan	1.39413	nan	nan	nan	-0.02651	nan	nan	nan	nan	nan	nan	nan	nan	7.3625	3.57874	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.839	nan	-0.88885	nan	0.07573	0.08136	nan	-1.39234	1.2535743888818551
OldChurchSlavonic	nan	nan	nan	nan	nan	nan	2.28018	0.87256	nan	0.98193	0.39899	nan	1.07589	1.14695	0.26169	nan	nan	nan	nan	nan	4.63088	nan	nan	nan	4.29885	nan	nan	0.16899	nan	-1.9774	-5.9562	nan	nan	1.41935	nan	nan	nan	-0.1136	nan	nan	nan	nan	nan	nan	nan	nan	1.54229	0.29167	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.92262	nan	0.70867	0.94614	nan	-1.46854	0.6830491685874462
Welsh	nan	nan	nan	nan	nan	nan	4.02732	-1.44651	nan	1.52261	1.06794	nan	1.25308	2.15481	2.47953	nan	0.98276	nan	nan	nan	6.03726	nan	nan	nan	5.78723	nan	nan	-0.965	nan	-2.6	nan	nan	nan	1.04941	nan	nan	nan	0.83572	nan	nan	nan	nan	nan	nan	nan	nan	nan	12.05085	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.67027	nan	0.62538	nan	1.84783	-0.61704	nan	6.0	1.677882254276508
Danish	nan	nan	nan	nan	nan	nan	2.43575	-1.76249	nan	1.58446	2.08745	nan	1.52882	0.7	1.51711	nan	0.47342	nan	nan	nan	5.35262	nan	nan	nan	6.40299	nan	nan	-1.7416	nan	-0.9375	nan	nan	nan	1.0809	nan	1.25	3.73367	0.44929	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.5014	-4.0	-1.11976	nan	1.18641	0.73562	nan	0.6875	1.5884371977341416
German	nan	nan	nan	nan	nan	nan	2.57245	-2.26338	nan	1.86237	4.80691	nan	1.27805	2.64919	1.57697	nan	6.06131	nan	nan	nan	5.02483	nan	nan	nan	4.05269	nan	nan	-1.40049	nan	-0.64516	nan	nan	nan	1.02826	nan	1.5	nan	0.13132	nan	nan	nan	nan	nan	nan	nan	nan	1.7191	12.11204	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.42063	-1.0	-1.67906	nan	-1.29453	-2.54159	nan	2.52381	1.1157278685067955
Greek	nan	nan	nan	nan	nan	nan	5.4697	-2.03998	nan	1.9627	1.0719	nan	2.25407	1.32035	1.2543	nan	0.72727	nan	nan	nan	6.29301	nan	nan	nan	5.77778	nan	nan	-1.27677	nan	0.28571	nan	nan	nan	1.11747	nan	nan	nan	0.55272	nan	nan	nan	nan	nan	nan	nan	nan	0.43902	6.72566	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.62146	nan	-1.31609	nan	0.97476	0.63636	nan	-4.63514	1.4194409710763263
English	nan	nan	nan	nan	nan	nan	3.78027	-2.17509	nan	1.78413	1.33659	nan	1.87607	1.59541	1.84899	nan	-0.96488	nan	nan	nan	5.89016	nan	nan	nan	5.44113	nan	nan	-1.56338	nan	-0.65382	-0.24713	nan	nan	0.97762	nan	2.08163	7.46737	-0.17537	nan	nan	nan	nan	nan	nan	nan	nan	1.2	9.77329	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.53814	-2.56875	-1.41609	nan	1.10875	0.95337	nan	-1.1941	1.4550148585385179
Spanish	nan	nan	nan	nan	nan	nan	3.45805	-1.95234	nan	1.53311	0.9564	nan	1.67824	0.15248	1.33607	nan	0.75925	nan	nan	nan	6.58799	nan	nan	nan	5.71529	nan	nan	-1.11399	nan	-6.42202	nan	nan	nan	1.14935	nan	1.21739	3.3125	1.03632	nan	nan	nan	nan	nan	nan	nan	nan	4.04762	10.28727	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.55918	nan	-2.66259	nan	1.20755	0.6635	nan	1.0	1.6048034014829937
Yupik	nan	nan	nan	nan	nan	nan	2.85714	2.0	nan	0.69427	nan	nan	0.75839	-0.5	nan	nan	nan	nan	nan	nan	3.0	nan	nan	nan	nan	nan	nan	-2.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.64539	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.3871	nan	-2.36416	nan	2.98551	1.24676	nan	nan	1.3087737127483445
Estonian	nan	nan	nan	nan	nan	nan	1.80085	-1.91207	nan	1.37361	1.8938	nan	1.21085	2.86519	1.42146	nan	0.71975	nan	nan	nan	4.77164	nan	nan	nan	4.89925	nan	nan	-1.3249	nan	-0.64055	nan	nan	nan	1.03235	nan	1.22881	6.69231	-0.58905	nan	nan	nan	nan	nan	nan	nan	nan	0.74043	4.69453	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.15508	0.0	-0.02525	nan	0.64905	1.048	nan	-0.57339	1.1849670968678176
Basque	nan	nan	nan	nan	nan	nan	3.93514	-3.10496	nan	-0.75812	-0.74405	nan	-0.79802	-0.44758	-0.77056	nan	-1.01367	nan	nan	nan	5.40757	nan	nan	nan	3.78652	nan	nan	0.25792	nan	-1.28788	nan	nan	nan	1.00972	nan	nan	nan	-0.92023	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.18367	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.93094	nan	-2.67114	nan	-1.11764	1.09201	nan	0.35714	-0.32979168172632783
Persian	nan	nan	nan	nan	nan	nan	2.99512	-3.46049	nan	0.11187	0.78279	nan	0.79005	-2.42035	-2.35241	nan	-1.27767	nan	nan	nan	5.08343	nan	nan	nan	4.88711	nan	nan	-1.02659	nan	nan	-11.12857	nan	nan	1.02916	nan	1.0	nan	0.03959	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.83103	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.41725	nan	-7.73296	nan	-4.39058	1.33185	nan	-6.69167	-0.2813435250350054
Finnish	nan	nan	nan	nan	nan	nan	2.85087	-1.81571	nan	1.21911	1.42387	nan	1.02628	2.40584	1.59545	nan	-0.67485	nan	nan	nan	4.28075	nan	nan	nan	4.07277	nan	nan	-1.29759	nan	2.13662	nan	nan	nan	1.02158	nan	1.0	nan	-0.11045	nan	nan	nan	nan	nan	nan	nan	nan	-0.53675	9.14129	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.15735	-1.82353	-0.64199	nan	0.96233	-0.14797	nan	-0.97832	0.9526924675691636
Faroese	nan	nan	nan	nan	nan	nan	3.41102	-2.4176	nan	1.57574	0.94466	nan	1.79899	1.4994	0.91271	nan	1.23717	nan	nan	nan	7.45368	nan	nan	nan	4.21875	nan	nan	-1.25814	nan	-4.45833	nan	nan	nan	1.0	nan	nan	nan	0.1274	nan	nan	nan	nan	nan	nan	nan	nan	2.0	3.98611	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.77668	nan	-0.80072	nan	1.72005	0.80065	nan	-3.27184	1.2183337624337944
French	nan	nan	nan	nan	nan	nan	3.20478	-2.22374	nan	1.80672	1.29123	6.24316	1.94694	1.18295	1.7951	nan	1.09167	nan	nan	nan	6.35279	4.60563	4.31892	2.40275	6.29913	nan	nan	-1.14318	nan	-1.06903	-2.22667	nan	nan	1.02273	nan	1.02439	nan	0.93586	nan	nan	nan	nan	nan	nan	nan	nan	4.06627	11.84194	nan	nan	nan	nan	nan	4.06667	nan	4.02439	nan	1.79545	7.4772	-0.5	-2.94593	nan	1.45927	0.83006	nan	-6.49133	1.6167401252128226
OldFrench	nan	nan	nan	nan	nan	nan	2.53395	-2.9734	nan	0.97587	1.23947	nan	1.12207	-0.49289	0.96184	nan	1.0	nan	nan	nan	3.78559	nan	nan	nan	4.82759	nan	nan	-1.10493	nan	-5.59286	-2.6063	nan	nan	1.07818	nan	nan	nan	-0.15473	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.81971	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.19412	nan	-0.11181	-1.297	nan	-3.51213	0.1561409099011666
Irish	nan	nan	nan	nan	nan	nan	4.06897	-1.4064	nan	1.688	1.16667	nan	1.12329	4.5	3.64522	nan	0.75889	nan	nan	nan	5.463	nan	nan	nan	3.79412	nan	nan	-0.66351	nan	3.60714	12.0	nan	nan	1.05267	nan	1.0	7.14371	1.66119	nan	nan	nan	nan	nan	nan	nan	nan	8.0	10.08376	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.18667	nan	1.71613	nan	2.77047	-0.34647	nan	0.71429	2.2819731540978254
Gaelic	nan	nan	nan	nan	nan	nan	4.38017	-1.92955	nan	1.86395	nan	nan	1.43648	3.50805	2.62222	nan	1.07778	nan	nan	nan	8.84305	nan	nan	nan	9.88957	nan	nan	-0.94293	nan	-1.27119	-3.58824	nan	nan	1.01778	nan	nan	nan	1.28002	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.05849	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.7638	-2.55263	1.57195	nan	2.36332	-0.38825	nan	3.72917	1.9748970356499898
Galician	nan	nan	nan	nan	nan	nan	4.45679	3.13046	nan	2.04928	0.53295	nan	1.78771	4.16994	1.08607	nan	1.17391	nan	nan	nan	6.25744	nan	nan	nan	5.85	nan	nan	-1.14475	nan	-4.66667	nan	nan	nan	3.16917	nan	nan	5.25	1.36546	nan	nan	nan	nan	nan	nan	nan	nan	-3.0	10.16129	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.97391	nan	-2.64723	nan	1.13263	1.72739	nan	-8.0	1.84167320623037
Gothic	nan	nan	nan	nan	nan	nan	3.11367	0.16105	nan	0.99009	nan	nan	1.17607	1.02018	-0.08221	nan	nan	nan	nan	nan	4.38049	nan	nan	nan	3.61983	nan	nan	-0.76817	nan	-2.28128	-4.52778	nan	nan	1.08333	nan	nan	nan	0.04316	nan	nan	nan	nan	nan	nan	nan	nan	1.4269	5.0122	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.96507	nan	0.67808	1.00893	nan	-1.07914	0.641810951790254
AncientGreek	nan	nan	nan	nan	nan	nan	3.89007	1.32568	nan	0.86177	2.05217	nan	1.01656	0.51658	0.163	nan	nan	nan	nan	nan	5.19054	nan	nan	nan	3.93531	nan	nan	-1.08084	nan	-3.60052	-5.65842	nan	nan	1.33451	nan	nan	nan	-0.95301	nan	nan	nan	nan	nan	nan	nan	nan	1.1421	3.32123	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.56195	nan	-1.58239	nan	-0.35336	1.52586	nan	-2.18295	0.3489081092557503
SwissGerman	nan	nan	nan	nan	nan	nan	2.4	-2.71429	nan	1.61871	3.58491	nan	0.99615	0.63636	0.75862	nan	1.85714	nan	nan	nan	5.87805	nan	nan	nan	nan	nan	nan	-1.29268	nan	nan	nan	nan	nan	1.0	nan	nan	nan	-0.09125	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.66667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.13483	nan	-1.05263	nan	-1.42029	-2.5	nan	nan	1.204998767745599
Guajajára	nan	nan	nan	nan	nan	nan	4.4	nan	nan	-0.38333	nan	nan	-0.62069	6.5	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.2	nan	3.21875	nan	nan	nan	nan	nan	nan	nan	0.63492	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.43373	nan	0.04839	nan	2.55294	-1.5	nan	nan	1.0414672886762362
MbyáGuaraní	nan	nan	nan	nan	nan	nan	2.17241	-3.84746	nan	-0.93244	-1.5	nan	-0.93343	3.0	-1.0	nan	1.55663	nan	nan	nan	4.66142	nan	nan	nan	2.0	nan	nan	-1.13514	nan	-2.46154	-2.96	nan	nan	1.0	nan	1.0	6.0	-1.46272	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.02132	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.93603	-1.8	-1.54286	nan	-1.88843	1.7357	nan	-1.625	0.011680338751536595
Manx	nan	nan	nan	nan	nan	nan	3.23404	-1.31138	nan	1.80682	nan	nan	1.49382	2.67568	2.59305	nan	2.0	nan	nan	nan	6.5	nan	nan	nan	2.0	nan	nan	-0.99161	nan	-2.0	nan	nan	nan	1.0	nan	nan	nan	0.85714	nan	nan	nan	nan	nan	nan	nan	nan	1.5	8.51724	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.09313	-2.0	1.19671	nan	2.22663	0.97222	nan	4.5	2.1012081642432925
Hebrew	nan	nan	nan	nan	nan	nan	4.76942	-2.26688	nan	1.80886	2.65369	nan	1.79103	2.62308	1.66859	nan	1.42607	nan	nan	nan	6.90956	nan	nan	nan	7.07595	nan	nan	-0.97693	nan	0.0	-8.25	nan	nan	1.23453	nan	nan	nan	1.38268	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.56721	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.1883	nan	-2.29159	nan	1.42542	0.31446	nan	nan	1.729767902314911
Hindi	nan	nan	nan	nan	nan	nan	2.97297	-5.41612	nan	-0.49928	-0.85853	nan	-0.26117	-4.98782	-1.36692	nan	-1.30437	nan	nan	nan	5.70152	nan	nan	nan	5.63095	nan	nan	-1.22924	nan	0.5697	3.37644	nan	nan	1.12919	nan	nan	5.0	-2.4429	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.96809	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.12812	nan	-6.25696	nan	-4.23536	0.91232	nan	-3.0	-1.1115510062694782
Croatian	nan	nan	nan	nan	nan	nan	3.48528	-1.89972	nan	1.38675	1.42041	nan	1.3673	0.9671	1.58785	nan	-0.1	nan	nan	nan	5.36118	nan	nan	nan	5.42308	nan	nan	-1.34366	nan	-2.15286	-6.85714	nan	nan	1.30205	nan	nan	4.45833	-0.0553	nan	nan	nan	nan	nan	nan	nan	nan	-2.29167	7.4687	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.08823	nan	-1.18298	nan	0.47089	-0.65541	nan	-1.04167	1.3620686233545363
UpperSorbian	nan	nan	nan	nan	nan	nan	3.95597	-1.95078	nan	1.58736	6.83673	nan	1.63263	-0.53333	2.53543	nan	-0.13208	nan	nan	nan	4.6975	nan	nan	nan	5.0	nan	nan	-1.4135	nan	1.0	nan	nan	nan	1.23741	nan	nan	6.18182	-0.46749	nan	nan	nan	nan	nan	nan	nan	nan	0.5	5.81356	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.74864	nan	-1.76351	nan	-1.19886	-0.34737	nan	nan	1.1215666932207444
Hungarian	nan	nan	nan	nan	nan	nan	3.56794	-2.76894	nan	0.99453	-0.32258	nan	1.00414	1.76923	-0.23118	nan	0.1728	nan	nan	nan	7.03561	nan	nan	nan	6.97436	nan	nan	-1.74249	nan	-3.0	8.0	nan	nan	1.0321	nan	1.0	5.0	-1.46275	nan	nan	nan	nan	nan	nan	nan	nan	-2.95181	4.52542	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.16704	nan	-2.1493	nan	-1.41315	1.2093	nan	-3.0	-0.015137854215653359
Armenian	nan	nan	nan	nan	nan	nan	4.17228	-3.25974	nan	0.42283	-0.15315	nan	1.05427	-0.66535	-0.75018	nan	-0.49935	nan	nan	nan	5.7933	nan	nan	nan	4.79	nan	nan	-1.35	nan	-2.89351	3.04545	nan	nan	1.12811	nan	2.98529	2.77778	-1.41974	nan	nan	nan	nan	nan	nan	nan	nan	1.0495	1.56652	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.9216	nan	-2.2512	nan	-0.46557	1.29936	nan	-4.48571	0.2975666561288498
WesternArmenian	nan	nan	nan	nan	nan	nan	4.21637	-2.93962	nan	0.26498	0.48883	nan	0.43637	0.17241	-1.11673	nan	-0.6434	nan	nan	nan	5.7506	nan	nan	nan	6.59756	nan	nan	-0.74978	nan	-3.35172	1.35088	nan	nan	1.11321	nan	1.0	3.5	-1.00074	nan	nan	nan	nan	nan	nan	nan	nan	2.04478	1.8012	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.82246	1.0	-2.84642	nan	-0.59789	1.16667	nan	-2.19048	0.2557219850313858
Indonesian	nan	nan	nan	nan	nan	nan	3.80481	-1.4619	-1.0	1.36975	1.10867	nan	1.33775	2.44136	1.30361	nan	1.18563	nan	nan	nan	4.74724	nan	nan	nan	3.80769	nan	nan	0.32225	nan	-2.8	-2.33333	nan	nan	1.13715	nan	1.0	nan	0.93049	nan	nan	nan	nan	nan	nan	nan	nan	4.30769	11.26022	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.43263	nan	-2.63411	nan	1.31192	8.69675	nan	8.0	1.6352516894431868
