name	aff	aff:aux	aff:case	aff:dep	aff:mark	aff:subj	appos	cc	clf	comp	comp:aux	comp:cleft	comp:obj	comp:obl	comp:pred	comp:svc	compound	compound:prt	compound:redup	compound:svc	conj	conj:appos	conj:coord	conj:dicto	conj:emb	conj:obj	conj:redup	det	det:num	discourse	dislocated	dislocated:obj	dislocated:subj	flat	flat:foreign	goeswith	list	mod	mod:appos	mod:aux	mod:emph	mod:focus	mod:num	mod:periph	mod:poss	mod:relcl	orphan	parataxis	parataxis:conj	parataxis:coord	parataxis:dicto	parataxis:discourse	parataxis:dislocated	parataxis:insert	parataxis:mod	parataxis:obj	parataxis:obl	parataxis:parenth	punct	reparandum	subj	subj:obj	udep	unk	unk:scrap	vocative	total
Faroese	nan	nan	nan	nan	nan	nan	0.00381	0.04752	nan	0.22993	0.02043	nan	0.16235	0.01348	0.03367	nan	0.00912	nan	nan	nan	0.03381	nan	nan	nan	0.00052	nan	nan	0.01389	nan	0.00039	nan	nan	nan	0.00179	nan	nan	nan	0.1109	nan	nan	nan	nan	nan	nan	nan	nan	3e-05	0.00233	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.13753	nan	0.08508	nan	0.08681	0.00494	nan	0.00166	61928
French	nan	nan	nan	nan	nan	nan	0.0052	0.01912	nan	0.20622	0.01648	0.00023	0.16	0.01654	0.01144	nan	9e-05	nan	nan	nan	0.02513	0.0001	0.00053	0.00083	0.00049	nan	nan	0.12503	nan	0.00145	0.00037	nan	nan	0.01033	nan	3e-05	nan	0.12791	nan	nan	nan	nan	nan	nan	nan	nan	0.00072	0.00292	nan	nan	nan	nan	nan	1e-05	nan	3e-05	nan	3e-05	0.09187	2e-05	0.04782	nan	0.08449	0.04446	nan	0.00012	1400815
OldFrench	nan	nan	nan	nan	nan	nan	0.00321	0.05008	nan	0.24196	0.0281	nan	0.17799	0.02263	0.01324	nan	1e-05	nan	nan	nan	0.02536	nan	nan	nan	0.00014	nan	nan	0.08197	nan	0.00069	0.00126	nan	nan	0.00545	nan	nan	nan	0.15025	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00236	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08229	nan	0.08972	0.01799	nan	0.00531	201956
Irish	nan	nan	nan	nan	nan	nan	0.00327	0.02427	nan	0.21206	8e-05	nan	0.16512	0.00184	0.04501	nan	0.00159	nan	nan	nan	0.0304	nan	nan	nan	0.00043	nan	nan	0.06423	nan	0.0014	0.00034	nan	nan	0.00976	nan	0.00016	0.00105	0.14688	nan	nan	nan	nan	nan	nan	nan	nan	7e-05	0.01482	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08273	nan	0.05279	nan	0.10068	0.03452	nan	0.00649	159548
Gaelic	nan	nan	nan	nan	nan	nan	0.00269	0.02997	nan	0.23377	nan	nan	0.15414	0.00621	0.07342	nan	0.001	nan	nan	nan	0.02974	nan	nan	nan	0.00362	nan	nan	0.04907	nan	0.00459	0.00057	nan	nan	0.0125	nan	nan	nan	0.11263	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00779	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04954	0.00127	0.07329	nan	0.07029	0.08284	nan	0.00107	89986
Galician	nan	nan	nan	nan	nan	nan	0.00038	0.02477	nan	0.24368	0.00749	nan	0.19073	0.03406	0.01141	nan	0.00011	nan	nan	nan	0.00494	nan	nan	nan	9e-05	nan	nan	0.13792	nan	3e-05	nan	nan	nan	0.00252	nan	nan	4e-05	0.09756	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.00029	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07602	nan	0.03685	nan	0.10989	0.0212	nan	0.0	210774
Gothic	nan	nan	nan	nan	nan	nan	0.01064	0.07683	nan	0.23342	nan	nan	0.171	0.03187	0.03055	nan	nan	nan	nan	nan	0.05055	nan	nan	nan	0.00185	nan	nan	0.04571	nan	0.01775	0.00221	nan	nan	0.00202	nan	nan	nan	0.17103	nan	nan	nan	nan	nan	nan	nan	nan	0.00262	0.00126	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07279	nan	0.06979	0.00172	nan	0.00639	65298
AncientGreek	nan	nan	nan	nan	nan	nan	0.00571	0.05072	nan	0.19103	0.00024	nan	0.14746	0.02027	0.02306	nan	nan	nan	nan	nan	0.04204	nan	nan	nan	0.00078	nan	nan	0.09919	nan	0.02395	0.00085	nan	nan	0.00059	nan	nan	nan	0.21949	nan	nan	nan	nan	nan	nan	nan	nan	0.00158	0.00075	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05228	nan	0.06304	nan	0.05192	0.00049	nan	0.00454	477595
SwissGerman	nan	nan	nan	nan	nan	nan	0.00284	0.01988	nan	0.2368	0.06019	nan	0.14764	0.01249	0.01647	nan	0.00398	nan	nan	nan	0.02328	nan	nan	nan	nan	nan	nan	0.06985	nan	nan	nan	nan	nan	0.00568	nan	nan	nan	0.14935	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0017	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10108	nan	0.06474	nan	0.07836	0.00568	nan	nan	1761
Guajajára	nan	nan	nan	nan	nan	nan	0.00797	nan	nan	0.19139	nan	nan	0.18501	0.00638	nan	nan	0.00319	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02392	nan	0.10207	nan	nan	nan	nan	nan	nan	nan	0.10048	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.13238	nan	0.09888	nan	0.13557	0.01276	nan	nan	627
MbyáGuaraní	nan	nan	nan	nan	nan	nan	0.00198	0.00403	nan	0.18399	0.00014	nan	0.18365	7e-05	0.00014	nan	0.0211	nan	nan	nan	0.00867	nan	nan	nan	0.0002	nan	nan	0.00253	nan	0.00089	0.00171	nan	nan	0.00082	nan	0.00034	0.00014	0.0797	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03203	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.1452	0.00068	0.05259	nan	0.09978	0.17907	nan	0.00055	14642
Manx	nan	nan	nan	nan	nan	nan	0.00193	0.01368	nan	0.24997	nan	nan	0.17891	0.00152	0.06955	nan	0.00025	nan	nan	nan	0.01245	nan	nan	nan	4e-05	nan	nan	0.0537	nan	0.00049	nan	nan	nan	0.00123	nan	nan	nan	0.09805	nan	nan	nan	nan	nan	nan	nan	nan	8e-05	0.00475	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.1205	8e-05	0.10223	nan	0.08675	0.00295	nan	0.0009	24415
Hebrew	nan	nan	nan	nan	nan	nan	0.00665	0.02515	nan	0.17308	0.00383	nan	0.1621	0.00069	0.00646	nan	0.04734	nan	nan	nan	0.0289	nan	nan	nan	0.00084	nan	nan	0.09919	nan	1e-05	9e-05	nan	nan	0.01437	nan	nan	nan	0.13407	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00162	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0973	nan	0.04786	nan	0.09235	0.05811	nan	nan	187869
Hindi	nan	nan	nan	nan	nan	nan	0.00022	0.01437	nan	0.2765	0.04839	nan	0.21319	0.00564	0.00929	nan	0.07628	nan	nan	nan	0.01626	nan	nan	nan	0.00017	nan	nan	0.01616	nan	0.00033	0.0007	nan	nan	0.00042	nan	nan	0.0	0.09419	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00019	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05223	nan	0.04636	nan	0.11712	0.01196	nan	1e-05	494778
Croatian	nan	nan	nan	nan	nan	nan	0.00411	0.0318	nan	0.20559	0.03517	nan	0.14542	0.00545	0.01955	nan	4e-05	nan	nan	nan	0.03956	nan	nan	nan	0.00076	nan	nan	0.01426	nan	0.00845	3e-05	nan	nan	0.02194	nan	nan	0.0001	0.199	nan	nan	nan	nan	nan	nan	nan	nan	0.0006	0.00959	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10073	nan	0.0606	nan	0.08283	0.01432	nan	0.0001	239902
UpperSorbian	nan	nan	nan	nan	nan	nan	0.01267	0.03561	nan	0.16506	0.0039	nan	0.13184	0.00119	0.02023	nan	0.00422	nan	nan	nan	0.05425	nan	nan	nan	0.00239	nan	nan	0.01888	nan	8e-05	nan	nan	nan	0.01107	nan	nan	0.00175	0.21198	nan	nan	nan	nan	nan	nan	nan	nan	0.00096	0.0047	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.161	nan	0.05895	nan	0.08412	0.01514	nan	nan	12553
Hungarian	nan	nan	nan	nan	nan	nan	0.00643	0.0408	nan	0.09817	0.00069	nan	0.08662	0.0067	0.00417	nan	0.014	nan	nan	nan	0.04024	nan	nan	nan	0.00087	nan	nan	0.11784	nan	2e-05	2e-05	nan	nan	0.02233	nan	0.00011	0.00045	0.26452	nan	nan	nan	nan	nan	nan	nan	nan	0.00186	0.00396	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.13004	nan	0.0621	nan	0.09708	0.00096	nan	2e-05	44655
Armenian	nan	nan	nan	nan	nan	nan	0.00444	0.03587	nan	0.16095	0.04411	nan	0.08983	0.00423	0.02278	nan	0.01273	nan	nan	nan	0.06254	nan	nan	nan	0.00499	nan	nan	0.03028	nan	0.00641	0.00073	nan	nan	0.0087	nan	0.00113	0.00015	0.1955	nan	nan	nan	nan	nan	nan	nan	nan	0.00168	0.01163	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.16936	nan	0.05544	nan	0.06547	0.01045	nan	0.00058	60101
WesternArmenian	nan	nan	nan	nan	nan	nan	0.00413	0.03918	nan	0.17166	0.05077	nan	0.09732	0.0035	0.02006	nan	0.0128	nan	nan	nan	0.06079	nan	nan	nan	0.00396	nan	nan	0.05596	nan	0.007	0.00138	nan	nan	0.00384	nan	0.0001	0.0001	0.16403	nan	nan	nan	nan	nan	nan	nan	nan	0.00162	0.00802	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.15734	2e-05	0.05502	nan	0.06881	0.01159	nan	0.00101	41420
Indonesian	nan	nan	nan	nan	nan	nan	0.01663	0.02562	1e-05	0.16486	0.00377	nan	0.14766	0.0058	0.00763	nan	0.0388	nan	nan	nan	0.03248	nan	nan	nan	0.00094	nan	nan	0.03061	nan	5e-05	3e-05	nan	nan	0.07299	nan	2e-05	nan	0.17032	nan	nan	nan	nan	nan	nan	nan	nan	7e-05	0.00419	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.12327	nan	0.06804	nan	0.0792	0.00702	nan	1e-05	192596
Icelandic	nan	nan	nan	nan	nan	nan	0.0071	0.04367	nan	0.22537	0.01636	nan	0.16613	0.01388	0.029	nan	0.0104	nan	nan	nan	0.04018	nan	nan	nan	0.00104	nan	nan	0.01592	nan	0.00083	0.0	nan	nan	0.00395	nan	nan	nan	0.15191	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00161	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08947	nan	0.07652	nan	0.09862	0.00647	nan	0.00156	1434977
Italian	nan	nan	nan	nan	nan	nan	0.00381	0.0226	nan	0.20543	0.02107	nan	0.16257	0.00924	0.01208	nan	0.00221	nan	nan	nan	0.02764	nan	nan	nan	0.00049	nan	nan	0.12679	nan	0.00272	0.00032	nan	nan	0.01351	nan	2e-05	0.00028	0.11726	nan	nan	nan	nan	nan	nan	nan	nan	0.00014	0.01198	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09513	nan	0.0395	nan	0.10704	0.0141	nan	0.00406	985075
