name	acl	acl:adv	acl:attr	acl:cleft	acl:fixed	acl:inf	acl:relat	acl:relcl	advcl	advcl:abs	advcl:cau	advcl:cleft	advcl:cmpr	advcl:cond	advcl:coverb	advcl:eval	advcl:lcl	advcl:lto	advcl:mcl	advcl:pred	advcl:relcl	advcl:sp	advcl:svc	advcl:tcl	advmod	advmod:arg	advmod:cau	advmod:comp	advmod:deg	advmod:det	advmod:df	advmod:emph	advmod:eval	advmod:fixed	advmod:foc	advmod:freq	advmod:lfrom	advmod:lmod	advmod:lmp	advmod:locy	advmod:lto	advmod:mmod	advmod:mode	advmod:neg	advmod:obl	advmod:que	advmod:tfrom	advmod:tlocy	advmod:tmod	advmod:to	advmod:tto	amod	amod:att	amod:attlvc	amod:flat	appos	appos:trans	aux	aux:aff	aux:aspect	aux:caus	aux:clitic	aux:cnd	aux:ex	aux:imp	aux:nec	aux:neg	aux:opt	aux:part	aux:pass	aux:pot	aux:q	aux:tense	case	case:acc	case:adv	case:aff	case:det	case:gen	case:loc	case:pred	case:voc	cc	cc:nc	cc:preconj	ccomp	ccomp:cleft	ccomp:obj	ccomp:obl	ccomp:pmod	ccomp:pred	clf	compound	compound:a	compound:affix	compound:dir	compound:ext	compound:lvc	compound:nn	compound:preverb	compound:prt	compound:quant	compound:redup	compound:smixut	compound:svc	compound:vo	compound:vv	conj	conj:expl	conj:extend	conj:svc	cop	cop:expl	cop:locat	cop:own	csubj	csubj:cleft	csubj:cop	csubj:pass	dep	dep:aff	dep:agr	dep:alt	dep:ana	dep:aux	dep:comp	dep:conj	dep:cop	dep:emo	dep:infl	dep:mark	dep:mod	dep:pos	dep:redup	dep:ss	det	det:adj	det:noun	det:numgov	det:nummod	det:poss	det:predet	det:pron	det:rel	discourse	discourse:emo	discourse:filler	discourse:intj	discourse:sp	dislocated	dislocated:cleft	dislocated:csubj	dislocated:nsubj	dislocated:obj	dislocated:subj	expl	expl:comp	expl:impers	expl:pass	expl:poss	expl:pv	expl:subj	fixed	flat	flat:abs	flat:dist	flat:foreign	flat:name	flat:num	flat:range	flat:repeat	flat:sibl	flat:title	flat:vv	goeswith	iobj	iobj:agent	iobj:appl	iobj:patient	list	mark	mark:adv	mark:advmod	mark:aff	mark:prt	mark:q	mark:rel	nmod	nmod:agent	nmod:appos	nmod:arg	nmod:att	nmod:attlvc	nmod:attr	nmod:bahuv	nmod:cau	nmod:comp	nmod:flat	nmod:gen	nmod:gobj	nmod:gsubj	nmod:lfrom	nmod:lmod	nmod:npmod	nmod:obj	nmod:obl	nmod:part	nmod:poss	nmod:pred	nmod:prp	nmod:redup	nmod:relat	nmod:subj	nmod:tmod	nsubj	nsubj:advmod	nsubj:aff	nsubj:bfoc	nsubj:caus	nsubj:cleft	nsubj:cop	nsubj:ifoc	nsubj:lfoc	nsubj:lvc	nsubj:nc	nsubj:obj	nsubj:pass	nsubj:periph	nummod	nummod:det	nummod:entity	nummod:flat	nummod:gov	obj	obj:advmod	obj:advneg	obj:agent	obj:appl	obj:caus	obj:lvc	obj:obl	obj:periph	obl	obl:advmod	obl:agent	obl:appl	obl:arg	obl:cau	obl:cmp	obl:cmpr	obl:comp	obl:dat	obl:freq	obl:inst	obl:lfrom	obl:lmod	obl:lmp	obl:lto	obl:lvc	obl:mcl	obl:mod	obl:npmod	obl:orphan	obl:own	obl:patient	obl:pmod	obl:poss	obl:prep	obl:sentcon	obl:smod	obl:tmod	orphan	orphan:missing	parataxis	parataxis:appos	parataxis:conj	parataxis:coord	parataxis:deletion	parataxis:discourse	parataxis:dislocated	parataxis:hashtag	parataxis:insert	parataxis:mod	parataxis:newsent	parataxis:nsubj	parataxis:obj	parataxis:parenth	parataxis:rel	parataxis:rep	parataxis:restart	parataxis:rt	parataxis:sentence	parataxis:trans	parataxis:url	punct	reparandum	vocative	vocative:cl	vocative:mention	xcomp	xcomp:cleft	xcomp:ds	xcomp:obj	xcomp:pred	xcomp:sp	xcomp:subj	total
Bulgarian	0.01078	nan	nan	nan	nan	nan	nan	0.00724	0.01086	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04793	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07967	nan	nan	nan	0.00023	nan	0.04191	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00626	nan	nan	nan	0.14554	nan	nan	nan	nan	nan	nan	nan	nan	0.03275	nan	nan	0.01474	nan	nan	nan	nan	nan	nan	1e-05	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03748	nan	nan	nan	0.01605	nan	nan	nan	0.00304	nan	nan	0.00061	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02331	nan	nan	nan	nan	nan	nan	nan	nan	0.00465	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02279	nan	nan	nan	nan	nan	nan	0.00497	0.01141	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2e-05	0.02399	nan	nan	nan	nan	0.01238	nan	nan	nan	nan	nan	nan	0.09702	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07743	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00966	nan	0.01163	nan	nan	nan	nan	0.04525	nan	nan	nan	nan	nan	nan	nan	nan	0.04361	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00296	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.1485	nan	0.00039	nan	nan	0.00493	nan	nan	nan	nan	nan	nan	148541
Bhojpuri	0.01646	nan	nan	nan	nan	nan	nan	nan	0.01329	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00459	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03213	nan	nan	nan	0.00016	nan	0.04937	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00174	nan	nan	nan	0.14338	nan	nan	nan	nan	nan	nan	nan	nan	0.00427	nan	nan	0.00902	nan	nan	nan	nan	nan	0.00047	0.25589	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01772	nan	nan	nan	0.00142	nan	nan	nan	0.00158	nan	nan	nan	0.00317	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02754	nan	nan	nan	nan	nan	nan	nan	nan	0.00127	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00158	0.00016	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00016	0.00269	nan	nan	nan	0.00158	0.01931	nan	nan	nan	nan	nan	nan	0.14401	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04431	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00839	nan	nan	nan	nan	0.01899	nan	nan	nan	nan	nan	nan	nan	nan	0.05491	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10999	nan	nan	nan	nan	0.01044	nan	nan	nan	nan	nan	nan	6319
Bambara	0.00498	nan	nan	nan	nan	nan	nan	nan	0.01183	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00166	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00527	nan	nan	nan	0.00151	nan	0.1007	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0743	nan	nan	nan	nan	nan	nan	nan	nan	0.00476	nan	nan	0.0057	nan	nan	nan	nan	nan	nan	0.00541	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00534	nan	nan	nan	nan	0.00462	nan	nan	nan	nan	nan	nan	nan	0.00014	nan	nan	nan	0.00065	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03657	nan	nan	nan	nan	nan	nan	nan	0.00433	0.05605	nan	nan	nan	nan	0.00346	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00216	0.00541	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01298	nan	nan	nan	nan	nan	nan	0.04653	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04638	nan	nan	nan	nan	nan	nan	0.13381	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00454	nan	nan	nan	nan	0.07516	nan	nan	nan	nan	nan	nan	nan	nan	0.08086	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00108	nan	0.05453	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02085	nan	nan	nan	nan	nan	nan	nan	nan	0.14052	0.00036	0.00793	nan	nan	0.0396	nan	nan	nan	nan	nan	nan	13863
Breton	0.01308	nan	nan	nan	nan	nan	nan	0.0001	0.01543	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05468	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02974	nan	nan	nan	0.00399	nan	0.11365	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01462	nan	nan	nan	0.09955	nan	nan	nan	nan	nan	nan	nan	nan	0.02105	nan	nan	0.00286	nan	nan	nan	nan	nan	nan	0.00194	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02422	nan	nan	nan	0.02249	nan	nan	nan	0.00276	nan	nan	nan	0.01594	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.12326	nan	nan	nan	nan	nan	nan	nan	nan	0.0002	nan	nan	nan	nan	0.00031	nan	nan	nan	nan	nan	0.0002	nan	nan	nan	nan	nan	nan	0.00644	0.00256	nan	nan	nan	0.00256	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0002	0.01646	nan	nan	nan	nan	nan	nan	0.06163	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03863	nan	nan	nan	nan	nan	nan	nan	nan	0.00041	nan	nan	nan	nan	nan	nan	0.05621	nan	nan	nan	nan	nan	0.0001	nan	nan	nan	nan	nan	nan	nan	0.00991	nan	nan	nan	nan	0.04017	nan	nan	nan	nan	nan	nan	nan	nan	0.06991	nan	0.00675	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0002	nan	0.00378	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.11785	nan	0.0002	nan	nan	0.00593	nan	nan	nan	nan	nan	nan	9784
Buryat	0.01839	nan	nan	nan	nan	nan	nan	nan	0.01516	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07077	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00215	nan	nan	nan	nan	nan	nan	nan	0.07529	nan	nan	nan	0.00667	nan	0.01839	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00022	nan	nan	nan	0.01592	nan	nan	nan	nan	nan	nan	nan	nan	0.0085	nan	nan	0.00237	nan	nan	nan	nan	nan	nan	0.03743	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03001	nan	nan	nan	0.00839	nan	nan	nan	0.00086	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02463	nan	nan	nan	nan	nan	nan	nan	nan	0.04259	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00301	0.03001	nan	nan	0.00022	nan	nan	nan	nan	nan	nan	nan	nan	0.00409	nan	nan	nan	0.0014	0.00194	nan	nan	nan	nan	nan	nan	0.18197	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07937	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00172	nan	0.01957	nan	nan	nan	nan	0.04797	nan	nan	nan	nan	nan	nan	nan	nan	0.00387	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00075	nan	0.02968	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.19875	nan	0.00065	nan	nan	0.01732	nan	nan	nan	nan	nan	nan	9298
Catalan	0.01801	nan	nan	nan	nan	nan	nan	nan	0.01304	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02904	nan	nan	nan	nan	nan	nan	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04707	nan	nan	nan	0.01447	nan	0.0322	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.1481	nan	nan	nan	nan	nan	nan	nan	nan	0.02772	nan	nan	0.00814	nan	nan	nan	nan	nan	nan	0.00632	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03119	nan	nan	nan	0.00881	nan	nan	nan	0.00206	nan	nan	0.0	0.00017	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.16374	nan	nan	nan	nan	nan	nan	nan	nan	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00097	nan	nan	0.00097	nan	nan	nan	0.01725	0.03399	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0029	nan	nan	nan	nan	0.02886	nan	nan	nan	nan	nan	nan	0.08311	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05176	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5e-05	nan	0.01074	nan	nan	nan	nan	0.0699	nan	nan	nan	nan	nan	nan	nan	nan	0.04072	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3e-05	nan	0.00108	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10072	nan	nan	nan	nan	0.00687	nan	nan	nan	nan	nan	nan	530500
Chukot	0.00516	nan	0.0025	nan	nan	nan	0.00017	nan	0.01015	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.22653	nan	nan	nan	nan	nan	nan	0.11185	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00632	nan	nan	nan	0.00849	nan	0.00782	nan	nan	nan	nan	nan	nan	nan	nan	0.00117	nan	nan	nan	nan	nan	nan	0.00383	nan	nan	nan	nan	nan	nan	nan	nan	0.02047	nan	nan	0.001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01415	nan	nan	nan	0.00832	nan	nan	nan	nan	nan	nan	nan	0.00516	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00649	nan	nan	nan	nan	nan	nan	nan	nan	0.04993	nan	nan	nan	nan	0.00266	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00749	nan	nan	0.00632	0.00067	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0005	nan	nan	nan	nan	nan	nan	0.02164	nan	nan	nan	nan	nan	0.00183	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01298	nan	nan	nan	0.002	nan	nan	0.06808	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00233	nan	nan	nan	nan	0.03545	nan	nan	nan	nan	nan	nan	nan	nan	0.04977	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00183	nan	0.06225	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00832	nan	nan	nan	nan	nan	0.16711	0.0491	0.00599	nan	nan	0.00416	nan	nan	nan	nan	nan	nan	6008
Coptic	0.02541	nan	nan	nan	nan	nan	nan	nan	0.02711	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05235	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00068	nan	nan	nan	0.00751	nan	0.06294	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.14887	nan	nan	nan	nan	nan	nan	nan	nan	0.03121	nan	nan	0.01386	nan	nan	nan	nan	nan	nan	0.00056	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02447	nan	nan	nan	0.00884	nan	nan	nan	0.00239	nan	nan	nan	0.00047	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.12639	nan	nan	nan	nan	nan	nan	nan	nan	0.00124	nan	nan	nan	nan	0.01601	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00564	0.00105	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00143	nan	nan	nan	nan	0.07558	nan	nan	nan	nan	nan	nan	0.0348	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10442	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00222	nan	nan	nan	nan	0.04398	nan	nan	nan	nan	nan	nan	nan	nan	0.08623	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00173	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00045	nan	0.01266	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.06595	0.00015	0.00275	nan	nan	0.01067	nan	nan	nan	nan	nan	nan	46840
Czech	0.0139	nan	nan	nan	nan	nan	nan	0.01003	0.00756	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05542	nan	nan	nan	nan	nan	nan	0.01468	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10363	nan	nan	nan	0.00467	nan	0.01397	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00393	nan	nan	nan	0.09296	nan	nan	nan	nan	nan	nan	nan	nan	0.03809	nan	nan	0.00674	nan	nan	nan	nan	nan	nan	0.00127	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04837	nan	nan	nan	0.01393	nan	nan	nan	0.00414	nan	nan	0.0003	0.00718	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02116	nan	nan	0.00071	0.00036	nan	nan	nan	nan	0.00035	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01579	nan	nan	0.00341	nan	0.01239	nan	0.0036	0.01156	nan	nan	0.00142	nan	nan	nan	nan	nan	nan	nan	nan	0.00071	nan	nan	nan	nan	0.01866	nan	nan	nan	nan	nan	nan	0.09396	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05913	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00526	nan	0.01508	nan	nan	nan	0.00393	0.03478	nan	nan	nan	nan	nan	nan	nan	nan	0.07766	nan	1e-05	nan	0.02228	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00282	nan	0.00122	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.14075	nan	0.00018	nan	nan	0.01207	nan	nan	nan	nan	nan	nan	2274728
OldChurchSlavonic	0.01432	nan	nan	nan	nan	nan	nan	nan	0.05822	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07275	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02654	nan	nan	nan	0.00853	nan	0.00385	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2e-05	nan	nan	nan	0.09043	nan	nan	nan	nan	nan	nan	nan	nan	0.09453	nan	nan	0.01432	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0657	nan	nan	nan	0.02983	nan	nan	nan	0.00023	nan	nan	0.00023	0.00208	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02645	nan	nan	nan	nan	nan	nan	nan	nan	0.03954	nan	nan	nan	nan	0.00266	nan	nan	nan	nan	nan	0.02367	nan	nan	nan	nan	nan	nan	0.00342	0.0006	nan	nan	nan	0.0006	nan	nan	nan	nan	nan	nan	nan	0.0457	nan	nan	nan	nan	0.02613	nan	nan	nan	nan	nan	nan	0.04391	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10096	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00233	nan	0.00507	nan	nan	nan	nan	0.08064	nan	nan	nan	nan	nan	nan	nan	nan	0.08089	nan	0.00146	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00391	nan	0.0014	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01174	nan	nan	0.01733	nan	nan	nan	nan	nan	nan	51464
Welsh	0.02815	nan	nan	nan	nan	nan	nan	0.0112	0.01502	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05179	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04682	nan	nan	nan	0.00492	nan	0.03796	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.1349	nan	nan	nan	nan	nan	nan	0.02154	nan	0.03038	nan	nan	0.01571	nan	nan	nan	nan	nan	nan	0.00312	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00295	nan	nan	nan	nan	0.03532	nan	nan	nan	0.0191	nan	nan	nan	0.00078	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.066	nan	nan	nan	nan	nan	nan	nan	nan	0.00013	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00011	nan	nan	nan	nan	nan	nan	0.00559	0.01142	nan	nan	nan	0.00672	nan	nan	nan	nan	nan	nan	nan	3e-05	nan	nan	nan	nan	0.01985	nan	nan	nan	nan	nan	nan	0.10659	0.00073	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01357	nan	nan	0.00228	nan	nan	nan	0.05192	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00637	nan	nan	nan	nan	0.04999	nan	nan	nan	nan	nan	nan	nan	nan	0.06076	nan	0.00073	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00158	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0919	nan	3e-05	nan	nan	0.04405	nan	nan	nan	nan	nan	nan	37227
Danish	0.01831	nan	nan	nan	nan	nan	nan	0.01831	0.01116	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07856	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00564	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05806	nan	nan	nan	0.00361	nan	0.03181	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09993	nan	nan	nan	nan	nan	nan	nan	nan	0.03187	nan	nan	0.00602	nan	nan	nan	nan	nan	nan	0.00398	nan	nan	nan	nan	nan	nan	nan	0.00398	nan	nan	nan	nan	nan	nan	0.03536	nan	nan	nan	0.01774	nan	nan	nan	nan	nan	nan	nan	0.00496	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0552	nan	nan	nan	nan	nan	nan	nan	nan	0.00032	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00445	nan	nan	nan	nan	nan	nan	0.00497	0.01657	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8e-05	0.00156	nan	nan	nan	0.00201	0.04685	nan	nan	nan	nan	nan	nan	0.06191	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01038	nan	nan	nan	nan	nan	nan	0.09158	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01264	nan	nan	nan	nan	0.05051	nan	nan	nan	nan	nan	nan	nan	nan	0.06392	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00133	nan	nan	1e-05	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.14045	2e-05	0.00032	nan	nan	0.00511	nan	nan	nan	nan	nan	nan	99204
