name	acl	acl:adv	acl:attr	acl:cleft	acl:fixed	acl:inf	acl:relat	acl:relcl	advcl	advcl:abs	advcl:cau	advcl:cleft	advcl:cmpr	advcl:cond	advcl:coverb	advcl:eval	advcl:lcl	advcl:lto	advcl:mcl	advcl:pred	advcl:relcl	advcl:sp	advcl:svc	advcl:tcl	advmod	advmod:arg	advmod:cau	advmod:comp	advmod:deg	advmod:det	advmod:df	advmod:emph	advmod:eval	advmod:fixed	advmod:foc	advmod:freq	advmod:lfrom	advmod:lmod	advmod:lmp	advmod:locy	advmod:lto	advmod:mmod	advmod:mode	advmod:neg	advmod:obl	advmod:que	advmod:tfrom	advmod:tlocy	advmod:tmod	advmod:to	advmod:tto	amod	amod:att	amod:attlvc	amod:flat	appos	appos:trans	aux	aux:aff	aux:aspect	aux:caus	aux:clitic	aux:cnd	aux:ex	aux:imp	aux:nec	aux:neg	aux:opt	aux:part	aux:pass	aux:pot	aux:q	aux:tense	case	case:acc	case:adv	case:aff	case:det	case:gen	case:loc	case:pred	case:voc	cc	cc:nc	cc:preconj	ccomp	ccomp:cleft	ccomp:obj	ccomp:obl	ccomp:pmod	ccomp:pred	clf	compound	compound:a	compound:affix	compound:dir	compound:ext	compound:lvc	compound:nn	compound:preverb	compound:prt	compound:quant	compound:redup	compound:smixut	compound:svc	compound:vo	compound:vv	conj	conj:expl	conj:extend	conj:svc	cop	cop:expl	cop:locat	cop:own	csubj	csubj:cleft	csubj:cop	csubj:pass	dep	dep:aff	dep:agr	dep:alt	dep:ana	dep:aux	dep:comp	dep:conj	dep:cop	dep:emo	dep:infl	dep:mark	dep:mod	dep:pos	dep:redup	dep:ss	det	det:adj	det:noun	det:numgov	det:nummod	det:poss	det:predet	det:pron	det:rel	discourse	discourse:emo	discourse:filler	discourse:intj	discourse:sp	dislocated	dislocated:cleft	dislocated:csubj	dislocated:nsubj	dislocated:obj	dislocated:subj	expl	expl:comp	expl:impers	expl:pass	expl:poss	expl:pv	expl:subj	fixed	flat	flat:abs	flat:dist	flat:foreign	flat:name	flat:num	flat:range	flat:repeat	flat:sibl	flat:title	flat:vv	goeswith	iobj	iobj:agent	iobj:appl	iobj:patient	list	mark	mark:adv	mark:advmod	mark:aff	mark:prt	mark:q	mark:rel	nmod	nmod:agent	nmod:appos	nmod:arg	nmod:att	nmod:attlvc	nmod:attr	nmod:bahuv	nmod:cau	nmod:comp	nmod:flat	nmod:gen	nmod:gobj	nmod:gsubj	nmod:lfrom	nmod:lmod	nmod:npmod	nmod:obj	nmod:obl	nmod:part	nmod:poss	nmod:pred	nmod:prp	nmod:redup	nmod:relat	nmod:subj	nmod:tmod	nsubj	nsubj:advmod	nsubj:aff	nsubj:bfoc	nsubj:caus	nsubj:cleft	nsubj:cop	nsubj:ifoc	nsubj:lfoc	nsubj:lvc	nsubj:nc	nsubj:obj	nsubj:pass	nsubj:periph	nummod	nummod:det	nummod:entity	nummod:flat	nummod:gov	obj	obj:advmod	obj:advneg	obj:agent	obj:appl	obj:caus	obj:lvc	obj:obl	obj:periph	obl	obl:advmod	obl:agent	obl:appl	obl:arg	obl:cau	obl:cmp	obl:cmpr	obl:comp	obl:dat	obl:freq	obl:inst	obl:lfrom	obl:lmod	obl:lmp	obl:lto	obl:lvc	obl:mcl	obl:mod	obl:npmod	obl:orphan	obl:own	obl:patient	obl:pmod	obl:poss	obl:prep	obl:sentcon	obl:smod	obl:tmod	orphan	orphan:missing	parataxis	parataxis:appos	parataxis:conj	parataxis:coord	parataxis:deletion	parataxis:discourse	parataxis:dislocated	parataxis:hashtag	parataxis:insert	parataxis:mod	parataxis:newsent	parataxis:nsubj	parataxis:obj	parataxis:parenth	parataxis:rel	parataxis:rep	parataxis:restart	parataxis:rt	parataxis:sentence	parataxis:trans	parataxis:url	punct	reparandum	vocative	vocative:cl	vocative:mention	xcomp	xcomp:cleft	xcomp:ds	xcomp:obj	xcomp:pred	xcomp:sp	xcomp:subj	total
Bulgarian	5.10175	nan	nan	nan	nan	nan	nan	5.3414	2.81401	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.34218	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.08787	nan	nan	nan	4.02941	nan	-1.32016	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.99462	nan	nan	nan	-1.46443	nan	nan	nan	nan	nan	nan	nan	nan	-2.23124	nan	nan	2.93562	nan	nan	nan	nan	nan	nan	1.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.99569	nan	nan	nan	-0.96015	nan	nan	nan	2.98226	nan	nan	4.81111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.32265	nan	nan	nan	nan	nan	nan	nan	nan	-0.65702	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.74771	nan	nan	nan	nan	nan	nan	1.15989	1.059	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.33333	1.84479	nan	nan	nan	nan	-3.51169	nan	nan	nan	nan	nan	nan	2.64856	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.00783	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.90174	nan	-0.94444	nan	nan	nan	nan	1.03958	nan	nan	nan	nan	nan	nan	nan	nan	1.1326	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-10.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.8581	nan	-0.51724	nan	nan	2.4543	nan	nan	nan	nan	nan	nan	0.6043518602271426
Bhojpuri	-3.76923	nan	nan	nan	nan	nan	nan	nan	-6.67857	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.27586	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.58128	nan	nan	nan	2.0	nan	1.27885	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.81818	nan	nan	nan	1.06402	nan	nan	nan	nan	nan	nan	nan	nan	-3.37037	nan	nan	10.01754	nan	nan	nan	nan	nan	-1.0	-2.2282	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.28571	nan	nan	nan	1.0	nan	nan	nan	-7.1	nan	nan	nan	0.55	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.55172	nan	nan	nan	nan	nan	nan	nan	nan	-10.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.2	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	-4.11765	nan	nan	nan	1.2	-8.03279	nan	nan	nan	nan	nan	nan	-3.97253	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-6.30714	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.24528	nan	nan	nan	nan	-2.7	nan	nan	nan	nan	nan	nan	nan	nan	-6.59078	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.26619	nan	nan	nan	nan	-3.01515	nan	nan	nan	nan	nan	nan	-1.720524755499288
Bambara	-4.88406	nan	nan	nan	nan	nan	nan	nan	-3.56098	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.30435	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.06849	nan	nan	nan	1.04762	nan	-1.89327	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.99223	nan	nan	nan	nan	nan	nan	nan	nan	-1.24242	nan	nan	6.59494	nan	nan	nan	nan	nan	nan	1.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.56757	nan	nan	nan	nan	2.57812	nan	nan	nan	nan	nan	nan	nan	3.0	nan	nan	nan	-1.66667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.80473	nan	nan	nan	nan	nan	nan	nan	1.03333	-2.10296	nan	nan	nan	nan	-4.8125	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.36667	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.01111	nan	nan	nan	nan	nan	nan	-1.37829	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.37636	nan	nan	nan	nan	nan	nan	-2.2221	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.04762	nan	nan	nan	nan	-1.17562	nan	nan	nan	nan	nan	nan	nan	nan	1.11418	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.53333	nan	6.18519	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.47059	nan	nan	nan	nan	nan	nan	nan	nan	3.84086	-5.4	-2.51818	nan	nan	3.13297	nan	nan	nan	nan	nan	nan	0.4279735555074659
Breton	2.1875	nan	nan	nan	nan	nan	nan	3.0	3.80132	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.49159	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.8488	nan	nan	nan	2.82051	nan	-0.61061	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.35664	nan	nan	nan	-1.5616	nan	nan	nan	nan	nan	nan	nan	nan	-1.79126	nan	nan	5.35714	nan	nan	nan	nan	nan	nan	1.68421	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.18143	nan	nan	nan	-0.36364	nan	nan	nan	2.92593	nan	nan	nan	-0.08333	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.03731	nan	nan	nan	nan	nan	nan	nan	nan	-2.0	nan	nan	nan	nan	-4.0	nan	nan	nan	nan	nan	4.0	nan	nan	nan	nan	nan	nan	1.03175	1.44	nan	nan	nan	1.44	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.5	-1.36025	nan	nan	nan	nan	nan	nan	2.1476	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.63757	nan	nan	nan	nan	nan	nan	nan	nan	1.75	nan	nan	nan	nan	nan	nan	-0.60545	nan	nan	nan	nan	nan	-3.0	nan	nan	nan	nan	nan	nan	nan	-1.02062	nan	nan	nan	nan	1.90331	nan	nan	nan	nan	nan	nan	nan	nan	3.28509	nan	4.10606	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.0	nan	6.24324	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.48222	nan	3.0	nan	nan	2.25862	nan	nan	nan	nan	nan	nan	1.05887327473426
Buryat	-1.52047	nan	nan	nan	nan	nan	nan	nan	-2.40426	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.58359	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	-1.26571	nan	nan	nan	2.56452	nan	1.03509	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	0.80405	nan	nan	nan	nan	nan	nan	nan	nan	0.96203	nan	nan	0.22727	nan	nan	nan	nan	nan	nan	-1.25	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.26165	nan	nan	nan	1.34615	nan	nan	nan	-1.875	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.17467	nan	nan	nan	nan	nan	nan	nan	nan	0.32828	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.14286	1.05376	nan	nan	1.5	nan	nan	nan	nan	nan	nan	nan	nan	-2.81579	nan	nan	nan	2.0	-0.66667	nan	nan	nan	nan	nan	nan	-2.29728	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.82656	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.25	nan	-1.03846	nan	nan	nan	nan	-1.66592	nan	nan	nan	nan	nan	nan	nan	nan	-2.75	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.28571	nan	5.42029	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.79167	nan	-7.0	nan	nan	-0.86957	nan	nan	nan	nan	nan	nan	-0.7218751333620131
Catalan	5.60779	nan	nan	nan	nan	nan	nan	nan	7.13462	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.29486	nan	nan	nan	nan	nan	nan	-3.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.89489	nan	nan	nan	5.46157	nan	-1.16098	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.69526	nan	nan	nan	nan	nan	nan	nan	nan	-2.37835	nan	nan	4.20375	nan	nan	nan	nan	nan	nan	1.96658	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.4819	nan	nan	nan	-1.71682	nan	nan	nan	1.86618	nan	nan	27.0	3.12088	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.06887	nan	nan	nan	nan	nan	nan	nan	nan	-3.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.4971	nan	nan	-1.50586	nan	nan	nan	1.44476	2.31368	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.28971	nan	nan	nan	nan	-3.41996	nan	nan	nan	nan	nan	nan	3.24259	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.55964	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.84	nan	-0.48701	nan	nan	nan	nan	1.49257	nan	nan	nan	nan	nan	nan	nan	nan	2.20244	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.92857	nan	-1.14983	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.61917	nan	nan	nan	nan	2.91964	nan	nan	nan	nan	nan	nan	1.1118637477662583
Chukot	-0.41935	nan	-0.6	nan	nan	nan	-1.0	nan	-1.13115	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.42395	nan	nan	nan	nan	nan	nan	1.01935	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.5	nan	nan	nan	2.15686	nan	-1.51064	nan	nan	nan	nan	nan	nan	nan	nan	-1.85714	nan	nan	nan	nan	nan	nan	1.08696	nan	nan	nan	nan	nan	nan	nan	nan	-2.07317	nan	nan	3.33333	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.36471	nan	nan	nan	0.92	nan	nan	nan	nan	nan	nan	nan	-0.70968	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.87179	nan	nan	nan	nan	nan	nan	nan	nan	-1.84	nan	nan	nan	nan	-3.625	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.55556	nan	nan	1.63158	1.25	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.0	nan	nan	nan	nan	nan	nan	-0.55385	nan	nan	nan	nan	nan	-0.18182	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.79487	nan	nan	nan	0.91667	nan	nan	-1.36919	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.85714	nan	nan	nan	nan	-0.62441	nan	nan	nan	nan	nan	nan	nan	nan	-0.99666	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.72727	nan	3.06684	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.6	nan	nan	nan	nan	nan	2.86255	-1.2678	-2.19444	nan	nan	0.36	nan	nan	nan	nan	nan	nan	0.3457066760985353
Coptic	3.83109	nan	nan	nan	nan	nan	nan	nan	4.07087	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.38132	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.75	nan	nan	nan	4.0	nan	-2.1055	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.52789	nan	nan	nan	nan	nan	nan	nan	nan	-3.63201	nan	nan	8.30971	nan	nan	nan	nan	nan	nan	-1.07692	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.0096	nan	nan	nan	1.9686	nan	nan	nan	5.34821	nan	nan	nan	3.27273	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.85794	nan	nan	nan	nan	nan	nan	nan	nan	0.27586	nan	nan	nan	nan	-3.12667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.04924	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.14925	nan	nan	nan	nan	-2.57175	nan	nan	nan	nan	nan	nan	2.87362	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.95788	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.44231	nan	nan	nan	nan	1.97136	nan	nan	nan	nan	nan	nan	nan	nan	3.42411	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08642	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.80952	nan	9.99831	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	10.66947	-5.28571	0.93023	nan	nan	3.664	nan	nan	nan	nan	nan	nan	1.0185524632792486
Czech	5.55184	nan	nan	nan	nan	nan	nan	5.69877	1.82144	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.20886	nan	nan	nan	nan	nan	nan	-1.80045	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.95812	nan	nan	nan	4.82846	nan	-2.03147	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.10654	nan	nan	nan	-1.51992	nan	nan	nan	nan	nan	nan	nan	nan	-2.16947	nan	nan	3.50235	nan	nan	nan	nan	nan	nan	0.7982	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.62062	nan	nan	nan	-1.48873	nan	nan	nan	3.38191	nan	nan	5.12427	3.32437	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.26544	nan	nan	-1.02242	-1.29865	nan	nan	nan	nan	-2.36967	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.72147	nan	nan	-1.6993	nan	-1.72757	nan	1.16304	1.99604	nan	nan	1.77661	nan	nan	nan	nan	nan	nan	nan	nan	0.3884	nan	nan	nan	nan	-3.65667	nan	nan	nan	nan	nan	nan	1.94694	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.63881	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.80628	nan	-0.45549	nan	nan	nan	-1.1757	0.72913	nan	nan	nan	nan	nan	nan	nan	nan	0.57921	nan	0.85714	nan	0.91608	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.53177	nan	3.54703	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.10391	nan	-1.64115	nan	nan	2.06408	nan	nan	nan	nan	nan	nan	0.7431765765269518
OldChurchSlavonic	3.04071	nan	nan	nan	nan	nan	nan	nan	0.00801	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.05128	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.63836	nan	nan	nan	2.54442	nan	-0.26263	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.0	nan	nan	nan	-1.05479	nan	nan	nan	nan	nan	nan	nan	nan	1.60123	nan	nan	3.98507	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.91571	nan	nan	nan	-0.14788	nan	nan	nan	4.5	nan	nan	4.5	0.31776	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.18442	nan	nan	nan	nan	nan	nan	nan	nan	-2.08206	nan	nan	nan	nan	-5.76642	nan	nan	nan	nan	nan	0.99589	nan	nan	nan	nan	nan	nan	1.00568	1.77419	nan	nan	nan	1.77419	nan	nan	nan	nan	nan	nan	nan	0.93537	nan	nan	nan	nan	-2.45204	nan	nan	nan	nan	nan	nan	1.12035	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.0179	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.84167	nan	-0.2682	nan	nan	nan	nan	0.4	nan	nan	nan	nan	nan	nan	nan	nan	1.56954	nan	1.50667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.9204	nan	0.375	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.45033	nan	nan	1.76009	nan	nan	nan	nan	nan	nan	0.543875111728587
Welsh	3.03244	nan	nan	nan	nan	nan	nan	2.73621	2.25403	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.2168	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.7619	nan	nan	nan	4.38798	nan	-1.12597	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.32278	nan	nan	nan	nan	nan	nan	-1.06608	nan	-1.66401	nan	nan	2.7265	nan	nan	nan	nan	nan	nan	0.98276	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan	6.60989	nan	nan	nan	-2.19972	nan	nan	nan	-2.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.965	nan	nan	nan	nan	nan	nan	nan	nan	-4.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.25	nan	nan	nan	nan	nan	nan	1.08654	1.14824	nan	nan	nan	1.22	nan	nan	nan	nan	nan	nan	nan	4.0	nan	nan	nan	nan	-1.45467	nan	nan	nan	nan	nan	nan	1.72404	4.11111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.03168	nan	nan	0.51765	nan	nan	nan	0.17951	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.827	nan	nan	nan	nan	0.97528	nan	nan	nan	nan	nan	nan	nan	nan	3.24094	nan	3.92593	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	12.50847	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.16954	nan	6.0	nan	nan	3.62622	nan	nan	nan	nan	nan	nan	1.2474279917801594
