name	acl	acl:adv	acl:attr	acl:cleft	acl:inf	acl:relat	acl:relcl	acl:subj	acl:tmod	acl:tonp	advcl	advcl:abs	advcl:cau	advcl:cleft	advcl:cmp	advcl:cmpr	advcl:cond	advcl:coverb	advcl:eval	advcl:lcl	advcl:mcl	advcl:objective	advcl:pred	advcl:relcl	advcl:svc	advcl:tcl	advmod	advmod:adj	advmod:arg	advmod:cau	advmod:cmp	advmod:deg	advmod:det	advmod:df	advmod:dir	advmod:emph	advmod:eval	advmod:foc	advmod:freq	advmod:lfrom	advmod:lmod	advmod:loc	advmod:locy	advmod:lto	advmod:mmod	advmod:mode	advmod:neg	advmod:obl	advmod:que	advmod:tfrom	advmod:tlocy	advmod:tmod	advmod:to	advmod:tto	amod	amod:att	amod:attlvc	amod:flat	appos	appos:nmod	appos:trans	aux	aux:aspect	aux:caus	aux:clitic	aux:cnd	aux:ex	aux:exhort	aux:imp	aux:nec	aux:neg	aux:opt	aux:part	aux:pass	aux:pot	aux:q	aux:tense	case	case:acc	case:adv	case:det	case:gen	case:loc	case:pred	case:voc	cc	cc:nc	cc:preconj	ccomp	ccomp:cleft	ccomp:obj	ccomp:obl	ccomp:pmod	ccomp:pred	ccomp:relcl	ccomp:reported	clf	clf:det	compound	compound:a	compound:adj	compound:affix	compound:amod	compound:apr	compound:atov	compound:dir	compound:ext	compound:lvc	compound:nn	compound:preverb	compound:pron	compound:prt	compound:quant	compound:redup	compound:smixut	compound:svc	compound:verbnoun	compound:vmod	compound:vo	compound:vv	compound:z	conj	conj:expl	conj:extend	conj:svc	cop	cop:expl	cop:locat	cop:outer	cop:own	csubj	csubj:asubj	csubj:cleft	csubj:cop	csubj:outer	csubj:pass	csubj:relcl	csubj:reported	csubj:vsubj	dep	dep:agr	dep:alt	dep:ana	dep:aux	dep:comp	dep:conj	dep:cop	dep:der	dep:emo	dep:infl	dep:mark	dep:mod	dep:pos	dep:redup	dep:repeat	dep:ss	det	det:adj	det:noun	det:numgov	det:nummod	det:pmod	det:poss	det:predet	det:pron	det:rel	discourse	discourse:conn	discourse:emo	discourse:filler	discourse:intj	discourse:q	discourse:sp	dislocated	dislocated:advcl	dislocated:ccomp	dislocated:cleft	dislocated:csubj	dislocated:nsubj	dislocated:obj	dislocated:obl	dislocated:subj	expl	expl:comp	expl:impers	expl:pass	expl:poss	expl:pv	expl:subj	fixed	flat	flat:abs	flat:date	flat:dist	flat:foreign	flat:frac	flat:gov	flat:name	flat:num	flat:number	flat:range	flat:redup	flat:repeat	flat:sibl	flat:time	flat:title	flat:vv	goeswith	iobj	iobj:agent	iobj:appl	iobj:patient	list	mark	mark:adv	mark:advmod	mark:pcomp	mark:plur	mark:prt	mark:q	mark:rel	nmod	nmod:agent	nmod:appos	nmod:arg	nmod:att	nmod:attlvc	nmod:attr	nmod:bahuv	nmod:cau	nmod:comp	nmod:det	nmod:flat	nmod:gen	nmod:gobj	nmod:gsubj	nmod:lmod	nmod:npmod	nmod:obj	nmod:obl	nmod:part	nmod:poss	nmod:pred	nmod:prp	nmod:redup	nmod:relat	nmod:subj	nmod:tmod	nsubj	nsubj:advmod	nsubj:bfoc	nsubj:caus	nsubj:cleft	nsubj:cop	nsubj:ifoc	nsubj:lfoc	nsubj:lvc	nsubj:nc	nsubj:nn	nsubj:obj	nsubj:outer	nsubj:pass	nsubj:periph	nsubj:xsubj	nummod	nummod:det	nummod:entity	nummod:flat	nummod:gov	obj	obj:advmod	obj:advneg	obj:agent	obj:appl	obj:caus	obj:lvc	obj:obl	obj:periph	obl	obl:about	obl:adj	obl:adv	obl:advmod	obl:agent	obl:appl	obl:arg	obl:cau	obl:cmp	obl:cmpr	obl:comp	obl:dat	obl:freq	obl:inst	obl:iobj	obl:lmod	obl:lmp	obl:lto	obl:lvc	obl:mcl	obl:mod	obl:npmod	obl:obj	obl:orphan	obl:own	obl:patient	obl:pmod	obl:poss	obl:prep	obl:sentcon	obl:smod	obl:subj	obl:tmod	obl:with	orphan	orphan:missing	parataxis	parataxis:appos	parataxis:conj	parataxis:coord	parataxis:deletion	parataxis:discourse	parataxis:dislocated	parataxis:hashtag	parataxis:insert	parataxis:mod	parataxis:newsent	parataxis:nsubj	parataxis:obj	parataxis:parenth	parataxis:rel	parataxis:rep	parataxis:reporting	parataxis:restart	parataxis:rt	parataxis:sentence	parataxis:trans	parataxis:url	punct	reparandum	vocative	vocative:cl	vocative:mention	xcomp	xcomp:adj	xcomp:cleft	xcomp:ds	xcomp:obj	xcomp:pred	xcomp:relcl	xcomp:subj	xcomp:vcomp	total
Karo	2.75	nan	0	nan	nan	0	0	nan	nan	nan	1.66667	nan	nan	0	0	nan	nan	0	0	nan	nan	nan	nan	0	nan	0	0.29189	nan	nan	0	0	0	nan	0	nan	0	0	0	nan	nan	0	0	0	nan	0	0	0	nan	0	0	0	0	0	0	1.10448	0	0	nan	1.4	nan	nan	0.53788	0	0	nan	0	0	0	0	0	0	0	0	0	nan	0	0	1.13095	0	0	nan	0	0	nan	0	0	nan	0	2.75	nan	0	0	nan	0	nan	nan	1.32026	0	-0.59091	0	nan	0	nan	nan	nan	0	0	0	0	0	nan	0	0	0	0	0	nan	nan	0	0	nan	2.14286	nan	nan	nan	1.42857	nan	nan	nan	0	0	nan	0	0	0	0	nan	nan	nan	1.35821	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	-1.16667	0	0	0	0	nan	0	0	0	0	1.19672	0	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	nan	0	0	0	0	nan	nan	0	0	nan	nan	0	nan	nan	0	nan	nan	nan	nan	nan	0	0	0	0	nan	nan	0	0.97248	0	nan	nan	nan	0	0	0	-1.00725	nan	0	nan	0	0	0	nan	nan	nan	0	nan	0	0	0	0	0	nan	0	nan	0	nan	nan	nan	0	nan	0	-1.48986	nan	nan	0	nan	0	nan	nan	0	nan	nan	nan	0	0	0	nan	1.5	0	nan	nan	0	-1.03311	nan	nan	0	nan	nan	0	nan	0	0.47222	nan	nan	nan	nan	0	nan	0	0	0	nan	nan	nan	nan	0	nan	0	nan	nan	0	nan	0	0	0	nan	0	0	nan	nan	0	nan	nan	0	0	nan	0	nan	0.83333	0	nan	0	nan	0	nan	0	0	0	nan	0	0	0	nan	0	nan	nan	0	0	nan	0	1.0	0	0	nan	0	0.15789	nan	nan	0	nan	0	nan	nan	nan	0.08389110030395135
Belarusian	4.29125	0	0	0	0	0	5.06353	0	0	0	1.56022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.30291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.14455	0	0	0	2.45045	0	0	-0.84755	0	0	0	0	0	0	0	0	0	0	0	-1.10078	0	0	0	-1.38512	0	0	0	0	0	0	0	-2.09482	0	0	5.57598	0	0	0	0	0	0	0	0	0	-1.12111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13959	0	0	0	-0.75028	0	0	0	0	1.20066	0	0	0	4.0	1.0	0	0	0	0.30275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.16307	0	0	0	0	0	0	0	0	0	3.31875	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	-1.71981	0	0	0	0	0	0	1.19029	1.1816	0	0	0	1.72407	0	0	1.04987	0	0	0	0	0	0	0	0	0	1.0	0.41024	0	0	0	3.64673	-3.29053	0	0	0	0	0	0	0	1.997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.44806	0	0	0	0	0	0	0	0	0	0	0	-5.375	-1.70541	0	0	-1.15619	0	0	0	-1.16471	0.83912	0	0	0	0	0	0	0	0	0.79683	0	0	0	0	1.40278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86667	nan	4.27823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48088	-1.2	-0.58929	0	0	1.29696	0	0	0	0	0	0	0	0	0.8882479314304574
Beja	1.05556	nan	nan	nan	nan	nan	1.9375	nan	nan	nan	-5.14286	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.55	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	-1.0	nan	nan	nan	5.0	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0.40909	nan	nan	nan	nan	nan	nan	nan	0.88	nan	nan	-2.88889	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.5	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	-1.66667	nan	nan	nan	nan	nan	0	nan	nan	nan	1.16667	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	-5.28	nan	nan	nan	nan	-1.0	-7.23529	nan	nan	nan	nan	nan	nan	nan	-1.0	0	nan	-0.30769	0	0	nan	nan	nan	nan	nan	0	nan	-3.17391	nan	nan	nan	nan	nan	nan	2.16667	nan	nan	nan	nan	nan	nan	nan	4.0	0	nan	nan	nan	nan	nan	nan	1.64286	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.2	nan	nan	nan	nan	1.3125	nan	nan	nan	nan	nan	nan	nan	0.34375	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.25	nan	nan	nan	nan	nan	nan	-3.5641	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	-1.0	-1.0	nan	nan	nan	-1.12	nan	nan	nan	nan	nan	nan	nan	nan	-4.47619	nan	nan	nan	nan	nan	nan	-3.58333	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-5.66667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	-2.58333	nan	nan	-2.0	nan	nan	nan	nan	nan	-3.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.7929	-6.14286	-4.5	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	-0.7378521468926554
Bulgarian	5.10175	nan	0	nan	nan	0	5.3414	nan	nan	nan	2.81401	nan	nan	0	0	nan	nan	0	0	0	0	nan	nan	0	nan	0	-1.34218	nan	nan	0	0	0	nan	0	nan	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0	0	-1.08787	0	0	nan	4.02941	nan	nan	-1.32016	0	0	nan	0	0	0	0	0	0	0	0	-0.99462	0	0	0	-1.46445	0	0	nan	0	0	nan	0	-2.23099	nan	0	2.93056	nan	0	0	nan	0	nan	nan	0	0	1.5	0	nan	0	nan	nan	nan	0	0	0	0	0	nan	0	0	0	0	0	nan	nan	0	0	nan	5.99443	nan	nan	nan	-0.96562	nan	nan	nan	0	2.98226	nan	0	0	0	4.81111	nan	nan	nan	0	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	0	-0.32265	0	0	0	0	nan	0	0	0	0	-0.65702	0	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	-0.74771	0	0	0	nan	0	0	1.15968	1.059	nan	nan	0	0	nan	nan	0	0	nan	0	nan	nan	nan	nan	nan	0	0	1.84479	0	nan	nan	0	-3.51169	0	nan	nan	nan	0	0	0	2.64892	nan	0	nan	0	0	0	nan	nan	nan	0	nan	0	0	0	0	0	0	0	nan	0	nan	0	nan	0	0	0	-2.00904	nan	nan	0	nan	0	nan	nan	0	nan	nan	nan	-17.5	-1.90174	0	nan	-0.94563	0	nan	nan	0	1.03958	nan	nan	0	nan	nan	0	nan	0	1.1326	nan	nan	nan	nan	0	nan	0	0	0	nan	nan	nan	nan	0	nan	0	0	0	0	0	0	0	0	nan	0	0	nan	nan	0	nan	nan	0	0	nan	0	nan	-10.5	0	nan	0	nan	0	nan	0	0	0	nan	0	0	0	nan	0	nan	nan	0	0	nan	0	3.85725	0	-0.51724	nan	0	2.4543	nan	nan	0	nan	0	nan	nan	nan	0.6037180285843157
Bhojpuri	-3.76923	nan	nan	nan	nan	nan	0	nan	nan	nan	-6.67857	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	-3.27586	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	-1.58128	nan	nan	nan	2.0	nan	nan	1.27885	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	1.81818	nan	nan	nan	1.06402	nan	nan	nan	nan	0	nan	nan	-3.37037	nan	nan	10.01754	nan	nan	nan	nan	nan	nan	nan	-1.0	nan	-2.2282	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	0	nan	0	nan	0	nan	nan	0	0	nan	9.28571	nan	nan	nan	1.0	nan	nan	nan	nan	-7.1	nan	nan	nan	nan	0	nan	nan	nan	0.55	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	-1.55172	0	0	nan	nan	nan	0	nan	0	nan	-10.0	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	1.2	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	-4.11765	0	nan	nan	1.2	-8.03279	0	nan	nan	nan	nan	nan	0	-3.97253	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	-6.30714	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	-1.24528	0	nan	nan	nan	-2.7	nan	nan	0	nan	nan	nan	nan	nan	-6.59078	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	0	nan	0	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.26619	0	0	nan	nan	-3.01515	nan	nan	nan	nan	nan	nan	nan	nan	-1.720524755499288
Bambara	-4.88406	nan	0	nan	nan	0	0	nan	nan	nan	-3.56098	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	-0.30435	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	1.04054	nan	nan	nan	1.04762	nan	nan	-1.89573	nan	nan	nan	nan	0	0	nan	nan	0	nan	nan	0	nan	nan	nan	0.99415	nan	nan	nan	nan	0	nan	nan	-1.46154	nan	nan	6.59494	nan	nan	nan	nan	nan	nan	nan	0	nan	1.5974	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	0	nan	1.57333	0	0	nan	nan	0	0	nan	2.57812	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	-1.66667	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	0.80473	0	0	0	0	nan	0	nan	0	1.03333	-2.1054	nan	nan	nan	nan	nan	0	-4.8125	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	0	nan	0	nan	1.36667	1.0	nan	nan	0	0	nan	nan	0	nan	nan	0	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	0	-2.90769	0	nan	nan	nan	nan	nan	0	-1.36378	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	-1.3717	nan	nan	nan	0	nan	0	-2.23571	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	0	0	nan	nan	1.04762	0	nan	nan	0	-1.17625	nan	nan	0	nan	nan	nan	nan	0	1.11408	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	0	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	1.57143	nan	6.18519	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	5.47059	nan	nan	0	nan	nan	nan	nan	nan	nan	3.84086	-5.4	-2.51818	nan	nan	3.13249	nan	nan	nan	nan	nan	nan	nan	nan	0.4257053844489327
Bengali	-3.33333	nan	nan	nan	nan	nan	-3.0	nan	nan	nan	-4.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.05	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	-1.0	nan	nan	nan	0	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	-3.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.63158	nan	nan	nan	nan	nan	nan	nan	nan	-1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.75	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	-4.0	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.0	nan	nan	nan	nan	-2.0	nan	nan	nan	nan	nan	nan	nan	-1.18182	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.33333	nan	nan	nan	nan	nan	nan	-1.74286	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.0	nan	nan	0	nan	nan	nan	nan	-0.93103	nan	nan	nan	nan	nan	nan	nan	nan	-2.14286	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	-1.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.24658	0	-4.0	nan	nan	1.33333	nan	nan	nan	nan	nan	nan	nan	nan	-0.48083487804878045
Breton	2.1875	nan	0	nan	nan	0	3.0	nan	nan	nan	3.80132	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0.49159	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	0.8488	nan	nan	nan	2.82051	nan	nan	-0.61061	nan	nan	nan	nan	0	0	nan	nan	0	nan	nan	-0.35664	nan	nan	nan	-1.56468	nan	nan	nan	nan	0	nan	nan	-1.79126	nan	nan	5.35714	nan	nan	nan	nan	nan	nan	nan	0	nan	1.68421	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	0	nan	0	nan	0	nan	nan	0	0	nan	5.18143	nan	nan	nan	-0.36364	nan	nan	nan	nan	2.92593	nan	nan	nan	nan	0	nan	nan	nan	-0.08974	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	-1.03728	0	0	nan	nan	nan	0	nan	0	nan	-2.0	nan	nan	nan	nan	nan	0	-4.0	nan	nan	nan	nan	nan	nan	nan	0	4.0	nan	nan	nan	nan	nan	nan	1.06061	1.44	nan	nan	nan	0	nan	nan	1.44	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	1.5	-1.36025	0	nan	nan	nan	nan	nan	0	2.15282	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	1.63757	nan	nan	nan	0	nan	nan	nan	1.75	nan	nan	nan	0	nan	nan	-0.60474	nan	nan	0	nan	-3.0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	-1.02062	0	nan	nan	nan	1.90102	nan	nan	0	nan	nan	nan	nan	nan	3.28801	nan	nan	nan	nan	4.10606	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	2.0	nan	6.27027	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	5.48395	0	3.0	nan	nan	2.25862	nan	nan	nan	nan	nan	nan	nan	nan	1.0593642954940226
Buryat	-1.52047	nan	0	nan	nan	0	0	nan	nan	nan	-2.41892	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	-2.4019	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	1.15789	nan	nan	nan	nan	0	nan	nan	-1.26571	nan	nan	nan	2.56452	nan	nan	1.11594	nan	nan	nan	nan	0	0	nan	nan	0	nan	nan	1.0	nan	nan	nan	0.69935	nan	nan	nan	nan	0	nan	nan	0.81013	nan	nan	0.27273	nan	nan	nan	nan	nan	nan	nan	0	nan	-1.22792	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	0	nan	0	nan	0	nan	nan	0	0	nan	4.29329	nan	nan	nan	1.2963	nan	nan	nan	nan	-1.875	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	-1.17467	0	0	nan	nan	nan	0	nan	0	nan	0.34889	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	1.14286	1.05396	nan	nan	nan	1.5	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	-2.81579	0	nan	nan	2.0	-3.71795	0	nan	nan	nan	nan	nan	0	-2.30633	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	0	nan	nan	-3.85095	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	-3.25	nan	nan	-1.03846	0	nan	nan	nan	-1.66592	nan	nan	0	nan	nan	nan	nan	nan	-1.59259	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	3.0	nan	5.42391	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0.77543	0	-7.0	nan	nan	-0.74444	nan	nan	nan	nan	nan	nan	nan	nan	-0.7249657921910292
Catalan	5.58947	0	0	0	0	0	5.38095	0	0	0	7.09752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.305	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89301	0	0	0	5.45406	0	0	-1.1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.7308	0	0	0	0	0	0	0	-2.37051	0	0	4.07701	0	0	0	0	0	0	0	0	0	1.96833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46814	0	0	0	-1.70469	0	0	0	0	1.81702	0	0	0	0	27.0	0	0	0	3.19101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.10629	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.50386	0	0	-1.50781	0	0	0	1.45482	2.31143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27018	0	0	0	0	-3.37884	0	0	0	0	0	0	0	3.23863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.54281	0	0	0	0	0	0	0	0	0	0	0	0	-2.16	0	0	-0.4867	0	0	0	0	1.4923	0	0	0	0	0	0	0	0	2.20172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	-1.08492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32273	0	-2.0	nan	0	2.9896	0	0	0	0	0	0	0	0	1.1089331055813991
Cebuano	3.0	nan	nan	nan	nan	nan	0	nan	nan	nan	3.55556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0.11852	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	1.61905	nan	nan	nan	2.5	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	-1.47253	nan	nan	nan	nan	nan	nan	nan	-1.55556	nan	nan	3.56522	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.33333	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	-2.0	nan	0	nan	nan	nan	nan	nan	2.6	nan	nan	nan	0	nan	nan	nan	nan	-0.5	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	-1.36364	0	0	nan	nan	nan	nan	nan	0	nan	3.66667	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	1.0	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.0	nan	nan	nan	0	0.28571	nan	nan	nan	nan	nan	nan	nan	-0.36585	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	1.36364	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	-1.54545	0	nan	nan	nan	2.57143	nan	nan	0	nan	nan	nan	nan	nan	4.26471	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	6.33333	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.42233	0	-2.0	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	1.2630635225225224
