name	acl	acl:adv	acl:attr	acl:cleft	acl:inf	acl:relat	acl:relcl	acl:subj	acl:tmod	acl:tonp	advcl	advcl:abs	advcl:cau	advcl:cleft	advcl:cmp	advcl:cmpr	advcl:cond	advcl:coverb	advcl:eval	advcl:lcl	advcl:mcl	advcl:objective	advcl:pred	advcl:relcl	advcl:svc	advcl:tcl	advmod	advmod:adj	advmod:arg	advmod:cau	advmod:cmp	advmod:deg	advmod:det	advmod:df	advmod:dir	advmod:emph	advmod:eval	advmod:foc	advmod:freq	advmod:lfrom	advmod:lmod	advmod:loc	advmod:locy	advmod:lto	advmod:mmod	advmod:mode	advmod:neg	advmod:obl	advmod:que	advmod:tfrom	advmod:tlocy	advmod:tmod	advmod:to	advmod:tto	amod	amod:att	amod:attlvc	amod:flat	appos	appos:nmod	appos:trans	aux	aux:aspect	aux:caus	aux:clitic	aux:cnd	aux:ex	aux:exhort	aux:imp	aux:nec	aux:neg	aux:opt	aux:part	aux:pass	aux:pot	aux:q	aux:tense	case	case:acc	case:adv	case:det	case:gen	case:loc	case:pred	case:voc	cc	cc:nc	cc:preconj	ccomp	ccomp:cleft	ccomp:obj	ccomp:obl	ccomp:pmod	ccomp:pred	ccomp:relcl	ccomp:reported	clf	clf:det	compound	compound:a	compound:adj	compound:affix	compound:amod	compound:apr	compound:atov	compound:dir	compound:ext	compound:lvc	compound:nn	compound:preverb	compound:pron	compound:prt	compound:quant	compound:redup	compound:smixut	compound:svc	compound:verbnoun	compound:vmod	compound:vo	compound:vv	compound:z	conj	conj:expl	conj:extend	conj:svc	cop	cop:expl	cop:locat	cop:outer	cop:own	csubj	csubj:asubj	csubj:cleft	csubj:cop	csubj:outer	csubj:pass	csubj:relcl	csubj:reported	csubj:vsubj	dep	dep:agr	dep:alt	dep:ana	dep:aux	dep:comp	dep:conj	dep:cop	dep:der	dep:emo	dep:infl	dep:mark	dep:mod	dep:pos	dep:redup	dep:repeat	dep:ss	det	det:adj	det:noun	det:numgov	det:nummod	det:pmod	det:poss	det:predet	det:pron	det:rel	discourse	discourse:conn	discourse:emo	discourse:filler	discourse:intj	discourse:q	discourse:sp	dislocated	dislocated:advcl	dislocated:ccomp	dislocated:cleft	dislocated:csubj	dislocated:nsubj	dislocated:obj	dislocated:obl	dislocated:subj	expl	expl:comp	expl:impers	expl:pass	expl:poss	expl:pv	expl:subj	fixed	flat	flat:abs	flat:date	flat:dist	flat:foreign	flat:frac	flat:gov	flat:name	flat:num	flat:number	flat:range	flat:redup	flat:repeat	flat:sibl	flat:time	flat:title	flat:vv	goeswith	iobj	iobj:agent	iobj:appl	iobj:patient	list	mark	mark:adv	mark:advmod	mark:pcomp	mark:plur	mark:prt	mark:q	mark:rel	nmod	nmod:agent	nmod:appos	nmod:arg	nmod:att	nmod:attlvc	nmod:attr	nmod:bahuv	nmod:cau	nmod:comp	nmod:det	nmod:flat	nmod:gen	nmod:gobj	nmod:gsubj	nmod:lmod	nmod:npmod	nmod:obj	nmod:obl	nmod:part	nmod:poss	nmod:pred	nmod:prp	nmod:redup	nmod:relat	nmod:subj	nmod:tmod	nsubj	nsubj:advmod	nsubj:bfoc	nsubj:caus	nsubj:cleft	nsubj:cop	nsubj:ifoc	nsubj:lfoc	nsubj:lvc	nsubj:nc	nsubj:nn	nsubj:obj	nsubj:outer	nsubj:pass	nsubj:periph	nsubj:xsubj	nummod	nummod:det	nummod:entity	nummod:flat	nummod:gov	obj	obj:advmod	obj:advneg	obj:agent	obj:appl	obj:caus	obj:lvc	obj:obl	obj:periph	obl	obl:about	obl:adj	obl:adv	obl:advmod	obl:agent	obl:appl	obl:arg	obl:cau	obl:cmp	obl:cmpr	obl:comp	obl:dat	obl:freq	obl:inst	obl:iobj	obl:lmod	obl:lmp	obl:lto	obl:lvc	obl:mcl	obl:mod	obl:npmod	obl:obj	obl:orphan	obl:own	obl:patient	obl:pmod	obl:poss	obl:prep	obl:sentcon	obl:smod	obl:subj	obl:tmod	obl:with	orphan	orphan:missing	parataxis	parataxis:appos	parataxis:conj	parataxis:coord	parataxis:deletion	parataxis:discourse	parataxis:dislocated	parataxis:hashtag	parataxis:insert	parataxis:mod	parataxis:newsent	parataxis:nsubj	parataxis:obj	parataxis:parenth	parataxis:rel	parataxis:rep	parataxis:reporting	parataxis:restart	parataxis:rt	parataxis:sentence	parataxis:trans	parataxis:url	punct	reparandum	vocative	vocative:cl	vocative:mention	xcomp	xcomp:adj	xcomp:cleft	xcomp:ds	xcomp:obj	xcomp:pred	xcomp:relcl	xcomp:subj	xcomp:vcomp	total
Karo	2.75	nan	0	nan	nan	0	0	nan	nan	nan	2.33333	nan	nan	0	0	nan	nan	0	0	nan	nan	nan	nan	0	nan	0	1.82703	nan	nan	0	0	0	nan	0	nan	0	0	0	nan	nan	0	0	0	nan	0	0	0	nan	0	0	0	0	0	0	1.40299	0	0	nan	1.4	nan	nan	1.44697	0	0	nan	0	0	0	0	0	0	0	0	0	nan	0	0	1.29762	0	0	nan	0	0	nan	0	0	nan	0	3.0	nan	0	0	nan	0	nan	nan	1.32026	0	1.22727	0	nan	0	nan	nan	nan	0	0	0	0	0	nan	0	0	0	0	0	nan	nan	0	0	nan	2.14286	nan	nan	nan	1.42857	nan	nan	nan	0	0	nan	0	0	0	0	nan	nan	nan	2.25373	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	1.16667	0	0	0	0	nan	0	0	0	0	1.65574	0	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	nan	0	0	0	0	nan	nan	0	0	nan	nan	0	nan	nan	0	nan	nan	nan	nan	nan	0	0	0	0	nan	nan	0	1.3211	0	nan	nan	nan	0	0	0	1.13768	nan	0	nan	0	0	0	nan	nan	nan	0	nan	0	0	0	0	0	nan	0	nan	0	nan	nan	nan	0	nan	0	1.73986	nan	nan	0	nan	0	nan	nan	0	nan	nan	nan	0	0	0	nan	2.5	0	nan	nan	0	1.39073	nan	nan	0	nan	nan	0	nan	0	2.11111	nan	nan	nan	nan	0	nan	0	0	0	nan	nan	nan	nan	0	nan	0	nan	nan	0	nan	0	0	0	nan	0	0	nan	nan	0	nan	nan	0	0	nan	0	nan	2.5	0	nan	0	nan	0	nan	0	0	0	nan	0	0	0	nan	0	nan	nan	0	0	nan	0	1.0	0	0	nan	0	1.94737	nan	nan	0	nan	0	nan	nan	nan	1.5708201762917935
Belarusian	4.79291	0	0	0	0	0	5.06701	0	0	0	6.85574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20189	0	0	0	2.45045	0	0	1.25408	0	0	0	0	0	0	0	0	0	0	0	1.11628	0	0	0	1.39089	0	0	0	0	0	0	0	2.11474	0	0	5.86975	0	0	0	0	0	0	0	0	0	1.15571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13959	0	0	0	1.76471	0	0	0	0	2.55458	0	0	0	4.0	1.0	0	0	0	1.8586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26784	0	0	0	0	0	0	0	0	0	5.4	0	0	0	0	0	0	5.42857	0	0	0	0	0	0	0	0	2.05797	0	0	0	0	0	0	1.19029	1.1816	0	0	0	1.72407	0	0	1.04987	0	0	0	0	0	0	0	0	0	1.0	1.90252	0	0	0	3.6722	3.29386	0	0	0	0	0	0	0	2.05761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51843	0	0	0	0	0	0	0	0	0	0	0	5.875	3.18437	0	0	1.27911	0	0	0	1.23223	1.91063	0	0	0	0	0	0	0	0	3.3502	0	0	0	0	2.15278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43922	nan	6.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.66991	1.2	3.64881	0	0	1.7763	0	0	0	0	0	0	0	0	2.883357448823825
Beja	5.27778	nan	nan	nan	nan	nan	5.1875	nan	nan	nan	6.28571	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.55	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	5.0	nan	nan	1.57143	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	1.59091	nan	nan	nan	nan	nan	nan	nan	1.2	nan	nan	2.88889	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.5	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	1.66667	nan	nan	nan	nan	nan	0	nan	nan	nan	2.72222	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	5.28	nan	nan	nan	nan	1.0	7.23529	nan	nan	nan	nan	nan	nan	nan	1.0	0	nan	1.11111	0	0	nan	nan	nan	nan	nan	0	nan	4.65217	nan	nan	nan	nan	nan	nan	4.16667	nan	nan	nan	nan	nan	nan	nan	4.0	0	nan	nan	nan	nan	nan	nan	1.64286	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.2	nan	nan	nan	nan	1.89583	nan	nan	nan	nan	nan	nan	nan	1.71875	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.25	nan	nan	nan	nan	nan	nan	3.66667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	1.0	1.0	nan	nan	nan	2.32	nan	nan	nan	nan	nan	nan	nan	nan	4.7619	nan	nan	nan	nan	nan	nan	4.08333	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.66667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	3.125	nan	nan	2.0	nan	nan	nan	nan	nan	3.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.13609	6.42857	4.5	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	2.7175127231638414
Bulgarian	5.19164	nan	0	nan	nan	0	5.3786	nan	nan	nan	7.35958	nan	nan	0	0	nan	nan	0	0	0	0	nan	nan	0	nan	0	2.03891	nan	nan	0	0	0	nan	0	nan	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0	0	1.3008	0	0	nan	4.02941	nan	nan	1.37992	0	0	nan	0	0	0	0	0	0	0	0	1.0914	0	0	0	1.46445	0	0	nan	0	0	nan	0	2.24003	nan	0	4.68113	nan	0	0	nan	0	nan	nan	0	0	1.5	0	nan	0	nan	nan	nan	0	0	0	0	0	nan	0	0	0	0	0	nan	nan	0	0	nan	5.99443	nan	nan	nan	1.74382	nan	nan	nan	0	5.94013	nan	0	0	0	6.67778	nan	nan	nan	0	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	0	1.184	0	0	0	0	nan	0	0	0	0	2.58177	0	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	1.05199	0	0	0	nan	0	0	1.15968	1.059	nan	nan	0	0	nan	nan	0	0	nan	0	nan	nan	nan	nan	nan	0	0	2.62728	0	nan	nan	0	3.51169	0	nan	nan	nan	0	0	0	2.76607	nan	0	nan	0	0	0	nan	nan	nan	0	nan	0	0	0	0	0	0	0	nan	0	nan	0	nan	0	0	0	2.94827	nan	nan	0	nan	0	nan	nan	0	nan	nan	nan	17.5	3.24111	0	nan	1.18161	0	nan	nan	0	1.71835	nan	nan	0	nan	nan	0	nan	0	3.99583	nan	nan	nan	nan	0	nan	0	0	0	nan	nan	nan	nan	0	nan	0	0	0	0	0	0	0	0	nan	0	0	nan	nan	0	nan	nan	0	0	nan	0	nan	10.74545	0	nan	0	nan	0	nan	0	0	0	nan	0	0	0	nan	0	nan	nan	0	0	nan	0	5.79043	0	4.03448	nan	0	2.59345	nan	nan	0	nan	0	nan	nan	nan	2.9600599612906704
Bhojpuri	6.69231	nan	nan	nan	nan	nan	0	nan	nan	nan	7.27381	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	3.27586	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	1.77833	nan	nan	nan	2.0	nan	nan	1.375	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	1.81818	nan	nan	nan	1.10817	nan	nan	nan	nan	0	nan	nan	3.96296	nan	nan	11.98246	nan	nan	nan	nan	nan	nan	nan	1.66667	nan	2.35931	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	0	nan	0	nan	0	nan	nan	0	0	nan	9.28571	nan	nan	nan	1.0	nan	nan	nan	nan	7.9	nan	nan	nan	nan	0	nan	nan	nan	2.15	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	1.5977	0	0	nan	nan	nan	0	nan	0	nan	10.25	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	1.2	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	5.64706	0	nan	nan	1.4	8.55738	0	nan	nan	nan	nan	nan	0	4.15714	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	6.48571	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	1.73585	0	nan	nan	nan	4.61667	nan	nan	0	nan	nan	nan	nan	nan	6.88473	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	0	nan	0	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.27482	0	0	nan	nan	12.95455	nan	nan	nan	nan	nan	nan	nan	nan	3.527774250672574
Bambara	7.11594	nan	0	nan	nan	0	0	nan	nan	nan	7.40244	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	1.78261	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	1.06757	nan	nan	nan	1.04762	nan	nan	1.90876	nan	nan	nan	nan	0	0	nan	nan	0	nan	nan	0	nan	nan	nan	1.17756	nan	nan	nan	nan	0	nan	nan	1.46154	nan	nan	6.59494	nan	nan	nan	nan	nan	nan	nan	0	nan	1.5974	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	0	nan	1.57333	0	0	nan	nan	0	0	nan	2.57812	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	1.88889	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	1.14004	0	0	0	0	nan	0	nan	0	1.03333	3.0437	nan	nan	nan	nan	nan	0	5.3125	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	0	nan	0	nan	1.36667	1.0	nan	nan	0	0	nan	nan	0	nan	nan	0	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	0	3.12308	0	nan	nan	nan	nan	nan	0	1.38545	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	1.37792	nan	nan	nan	0	nan	0	2.23571	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	0	0	nan	nan	1.04762	0	nan	nan	0	1.17816	nan	nan	0	nan	nan	nan	nan	0	1.82888	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	0	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	1.57143	nan	6.18519	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	5.47059	nan	nan	0	nan	nan	nan	nan	nan	nan	6.14887	6.2	4.86364	nan	nan	3.14701	nan	nan	nan	nan	nan	nan	nan	nan	2.9246980445758792
Bengali	3.33333	nan	nan	nan	nan	nan	3.0	nan	nan	nan	4.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.85	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	0	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	3.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.05263	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.75	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	1.16667	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.0	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.0	nan	nan	nan	nan	2.0	nan	nan	nan	nan	nan	nan	nan	1.27273	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.33333	nan	nan	nan	nan	nan	nan	1.85714	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	0	nan	nan	nan	nan	1.27586	nan	nan	nan	nan	nan	nan	nan	nan	2.14286	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	3.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.90411	0	4.0	nan	nan	1.33333	nan	nan	nan	nan	nan	nan	nan	nan	1.7630657839721258
Breton	2.51562	nan	0	nan	nan	0	3.0	nan	nan	nan	5.49669	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	2.12897	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	1.11684	nan	nan	nan	2.82051	nan	nan	1.61421	nan	nan	nan	nan	0	0	nan	nan	0	nan	nan	1.32168	nan	nan	nan	1.56879	nan	nan	nan	nan	0	nan	nan	1.95631	nan	nan	5.35714	nan	nan	nan	nan	nan	nan	nan	0	nan	1.78947	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	0	nan	0	nan	0	nan	nan	0	0	nan	5.18143	nan	nan	nan	1.89091	nan	nan	nan	nan	3.66667	nan	nan	nan	nan	0	nan	nan	nan	2.24359	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	1.0522	0	0	nan	nan	nan	0	nan	0	nan	5.0	nan	nan	nan	nan	nan	0	10.66667	nan	nan	nan	nan	nan	nan	nan	0	4.0	nan	nan	nan	nan	nan	nan	1.06061	1.44	nan	nan	nan	0	nan	nan	1.44	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	1.5	1.36025	0	nan	nan	nan	nan	nan	0	2.17276	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	1.64286	nan	nan	nan	0	nan	nan	nan	1.75	nan	nan	nan	0	nan	nan	3.36976	nan	nan	0	nan	3.0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	1.06186	0	nan	nan	nan	2.36802	nan	nan	0	nan	nan	nan	nan	nan	4.78509	nan	nan	nan	nan	5.34848	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	2.0	nan	7.72973	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	6.24545	0	3.0	nan	nan	2.32759	nan	nan	nan	nan	nan	nan	nan	nan	2.7268839664861555
Buryat	2.14035	nan	0	nan	nan	0	0	nan	nan	nan	6.09459	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	2.60127	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	1.26316	nan	nan	nan	nan	0	nan	nan	1.32857	nan	nan	nan	2.56452	nan	nan	1.11594	nan	nan	nan	nan	0	0	nan	nan	0	nan	nan	1.0	nan	nan	nan	1.18301	nan	nan	nan	nan	0	nan	nan	3.13924	nan	nan	3.81818	nan	nan	nan	nan	nan	nan	nan	0	nan	1.40456	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	0	nan	0	nan	0	nan	nan	0	0	nan	4.29329	nan	nan	nan	1.33333	nan	nan	nan	nan	1.875	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	1.30568	0	0	nan	nan	nan	0	nan	0	nan	1.61671	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	1.14286	1.05396	nan	nan	nan	1.5	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	2.81579	0	nan	nan	2.0	4.94872	0	nan	nan	nan	nan	nan	0	2.41869	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	0	nan	nan	3.87534	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	3.25	nan	nan	1.22527	0	nan	nan	nan	1.71525	nan	nan	0	nan	nan	nan	nan	nan	2.18519	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0	nan	3.0	nan	6.17029	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	2.79708	0	7.0	nan	nan	1.42222	nan	nan	nan	nan	nan	nan	nan	nan	2.5158670054856405
Catalan	5.60472	0	0	0	0	0	5.38095	0	0	0	10.56877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9589	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37145	0	0	0	5.45406	0	0	1.28591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78705	0	0	0	0	0	0	0	2.38997	0	0	7.92391	0	0	0	0	0	0	0	0	0	1.97134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46814	0	0	0	1.94864	0	0	0	0	5.00274	0	0	0	0	27.0	0	0	0	5.77528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16029	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57336	0	0	1.57422	0	0	0	1.45482	2.31143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69596	0	0	0	0	3.48287	0	0	0	0	0	0	0	3.34391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44	0	0	0	0	0	0	0	0	0	0	0	0	5.04	0	0	1.23348	0	0	0	0	2.62817	0	0	0	0	0	0	0	0	5.89517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	9.38648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.68362	0	2.0	nan	0	4.18747	0	0	0	0	0	0	0	0	3.6223483409229704
Cebuano	3.88889	nan	nan	nan	nan	nan	0	nan	nan	nan	4.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	1.92593	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	2.47619	nan	nan	nan	2.5	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	1.47253	nan	nan	nan	nan	nan	nan	nan	1.55556	nan	nan	3.56522	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.66667	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	2.0	nan	0	nan	nan	nan	nan	nan	2.6	nan	nan	nan	0	nan	nan	nan	nan	2.5	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	1.36364	0	0	nan	nan	nan	nan	nan	0	nan	3.66667	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	1.0	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.0	nan	nan	nan	0	1.12381	nan	nan	nan	nan	nan	nan	nan	2.46341	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	2.03896	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	2.27273	0	nan	nan	nan	2.64935	nan	nan	0	nan	nan	nan	nan	nan	4.5	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	6.33333	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.49029	0	2.0	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	2.529730081081081
