name	acl	acl:adv	acl:attr	acl:cleft	acl:inf	acl:relat	acl:relcl	acl:subj	acl:tmod	acl:tonp	advcl	advcl:abs	advcl:cau	advcl:cleft	advcl:cmp	advcl:cmpr	advcl:cond	advcl:coverb	advcl:eval	advcl:lcl	advcl:mcl	advcl:objective	advcl:pred	advcl:relcl	advcl:svc	advcl:tcl	advmod	advmod:adj	advmod:arg	advmod:cau	advmod:cmp	advmod:deg	advmod:det	advmod:df	advmod:dir	advmod:emph	advmod:eval	advmod:foc	advmod:freq	advmod:lfrom	advmod:lmod	advmod:loc	advmod:locy	advmod:lto	advmod:mmod	advmod:mode	advmod:neg	advmod:obl	advmod:que	advmod:tfrom	advmod:tlocy	advmod:tmod	advmod:to	advmod:tto	amod	amod:att	amod:attlvc	amod:flat	appos	appos:nmod	appos:trans	aux	aux:aspect	aux:caus	aux:clitic	aux:cnd	aux:ex	aux:exhort	aux:imp	aux:nec	aux:neg	aux:opt	aux:part	aux:pass	aux:pot	aux:q	aux:tense	case	case:acc	case:adv	case:det	case:gen	case:loc	case:pred	case:voc	cc	cc:nc	cc:preconj	ccomp	ccomp:cleft	ccomp:obj	ccomp:obl	ccomp:pmod	ccomp:pred	ccomp:relcl	ccomp:reported	clf	clf:det	compound	compound:a	compound:adj	compound:affix	compound:amod	compound:apr	compound:atov	compound:dir	compound:ext	compound:lvc	compound:nn	compound:preverb	compound:pron	compound:prt	compound:quant	compound:redup	compound:smixut	compound:svc	compound:verbnoun	compound:vmod	compound:vo	compound:vv	compound:z	conj	conj:expl	conj:extend	conj:svc	cop	cop:expl	cop:locat	cop:outer	cop:own	csubj	csubj:asubj	csubj:cleft	csubj:cop	csubj:outer	csubj:pass	csubj:relcl	csubj:reported	csubj:vsubj	dep	dep:agr	dep:alt	dep:ana	dep:aux	dep:comp	dep:conj	dep:cop	dep:der	dep:emo	dep:infl	dep:mark	dep:mod	dep:pos	dep:redup	dep:repeat	dep:ss	det	det:adj	det:noun	det:numgov	det:nummod	det:pmod	det:poss	det:predet	det:pron	det:rel	discourse	discourse:conn	discourse:emo	discourse:filler	discourse:intj	discourse:q	discourse:sp	dislocated	dislocated:advcl	dislocated:ccomp	dislocated:cleft	dislocated:csubj	dislocated:nsubj	dislocated:obj	dislocated:obl	dislocated:subj	expl	expl:comp	expl:impers	expl:pass	expl:poss	expl:pv	expl:subj	fixed	flat	flat:abs	flat:date	flat:dist	flat:foreign	flat:frac	flat:gov	flat:name	flat:num	flat:number	flat:range	flat:redup	flat:repeat	flat:sibl	flat:time	flat:title	flat:vv	goeswith	iobj	iobj:agent	iobj:appl	iobj:patient	list	mark	mark:adv	mark:advmod	mark:pcomp	mark:plur	mark:prt	mark:q	mark:rel	nmod	nmod:agent	nmod:appos	nmod:arg	nmod:att	nmod:attlvc	nmod:attr	nmod:bahuv	nmod:cau	nmod:comp	nmod:det	nmod:flat	nmod:gen	nmod:gobj	nmod:gsubj	nmod:lmod	nmod:npmod	nmod:obj	nmod:obl	nmod:part	nmod:poss	nmod:pred	nmod:prp	nmod:redup	nmod:relat	nmod:subj	nmod:tmod	nsubj	nsubj:advmod	nsubj:bfoc	nsubj:caus	nsubj:cleft	nsubj:cop	nsubj:ifoc	nsubj:lfoc	nsubj:lvc	nsubj:nc	nsubj:nn	nsubj:obj	nsubj:outer	nsubj:pass	nsubj:periph	nsubj:xsubj	nummod	nummod:det	nummod:entity	nummod:flat	nummod:gov	obj	obj:advmod	obj:advneg	obj:agent	obj:appl	obj:caus	obj:lvc	obj:obl	obj:periph	obl	obl:about	obl:adj	obl:adv	obl:advmod	obl:agent	obl:appl	obl:arg	obl:cau	obl:cmp	obl:cmpr	obl:comp	obl:dat	obl:freq	obl:inst	obl:iobj	obl:lmod	obl:lmp	obl:lto	obl:lvc	obl:mcl	obl:mod	obl:npmod	obl:obj	obl:orphan	obl:own	obl:patient	obl:pmod	obl:poss	obl:prep	obl:sentcon	obl:smod	obl:subj	obl:tmod	obl:with	orphan	orphan:missing	parataxis	parataxis:appos	parataxis:conj	parataxis:coord	parataxis:deletion	parataxis:discourse	parataxis:dislocated	parataxis:hashtag	parataxis:insert	parataxis:mod	parataxis:newsent	parataxis:nsubj	parataxis:obj	parataxis:parenth	parataxis:rel	parataxis:rep	parataxis:reporting	parataxis:restart	parataxis:rt	parataxis:sentence	parataxis:trans	parataxis:url	punct	reparandum	vocative	vocative:cl	vocative:mention	xcomp	xcomp:adj	xcomp:cleft	xcomp:ds	xcomp:obj	xcomp:pred	xcomp:relcl	xcomp:subj	xcomp:vcomp	total
Spanish	0.0192	nan	nan	nan	nan	nan	0.00558	nan	nan	nan	0.01634	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03108	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05509	nan	nan	nan	0.01669	nan	nan	0.01297	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00197	nan	nan	nan	0.14831	nan	nan	nan	nan	nan	nan	nan	0.02905	nan	1e-05	0.00787	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0032	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00031	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03447	nan	nan	nan	0.01143	nan	nan	nan	nan	0.00196	nan	nan	nan	nan	2e-05	nan	nan	nan	0.00147	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.15008	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00011	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00583	nan	0.00036	0.00224	nan	0.00323	nan	0.01136	0.02216	nan	nan	nan	nan	nan	nan	0.00021	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.00967	nan	nan	nan	2e-05	0.03133	nan	nan	nan	nan	nan	nan	nan	0.07997	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04826	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.00141	nan	nan	0.01215	nan	nan	nan	nan	0.04668	nan	nan	nan	nan	nan	nan	nan	nan	0.05138	nan	nan	nan	nan	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7e-05	nan	1e-05	nan	0.00249	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.11598	nan	0.0	nan	nan	0.00796	nan	nan	nan	nan	nan	nan	nan	nan	995321
Yupik	0.0048	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02062	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02146	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00593	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00113	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00056	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.34877	nan	nan	0.00198	0.03389	nan	nan	0.00339	nan	0.00028	0.30698	0.00141	nan	0.00085	nan	nan	nan	0.00141	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00085	nan	nan	nan	nan	nan	nan	nan	0.02005	nan	nan	0.00085	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04886	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00028	nan	nan	nan	nan	0.03417	nan	nan	nan	nan	nan	nan	nan	nan	0.03191	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01243	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08755	nan	nan	nan	nan	0.0096	nan	nan	nan	nan	nan	nan	nan	nan	3541
Estonian	0.02649	nan	nan	nan	nan	nan	0.00756	nan	nan	nan	0.01758	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08419	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04938	nan	nan	nan	0.00757	nan	nan	0.02911	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02075	nan	nan	nan	nan	nan	nan	nan	0.03889	nan	0.00092	0.00761	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01184	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01091	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05257	nan	nan	nan	0.02602	nan	nan	nan	nan	0.00481	nan	nan	0.00227	nan	nan	nan	nan	nan	0.00019	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01758	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00184	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00096	0.01174	nan	nan	nan	0.00073	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00063	nan	nan	nan	nan	3e-05	0.0253	nan	nan	nan	nan	nan	nan	nan	0.08445	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08287	nan	nan	nan	nan	0.02361	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01332	nan	nan	nan	nan	0.04984	nan	nan	nan	nan	nan	nan	nan	nan	0.08975	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00126	nan	0.01492	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.16812	2e-05	0.00046	nan	nan	0.01391	nan	nan	nan	nan	nan	nan	nan	nan	513872
Basque	0.01002	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04777	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05955	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04048	nan	nan	nan	0.00501	nan	nan	0.08961	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01674	nan	nan	nan	nan	nan	nan	nan	0.04179	nan	nan	0.0106	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01684	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0472	nan	nan	nan	0.02152	nan	nan	nan	nan	0.00273	nan	nan	nan	nan	nan	nan	nan	nan	0.0021	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01983	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00061	nan	nan	nan	nan	nan	nan	1e-05	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0026	0.01822	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00908	nan	nan	nan	nan	0.00162	nan	nan	nan	nan	nan	nan	nan	0.09464	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07648	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5e-05	nan	nan	nan	0.02187	nan	nan	nan	nan	0.06676	nan	nan	nan	nan	nan	nan	nan	nan	0.08583	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00068	nan	0.00051	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.17617	nan	0.00038	nan	nan	0.0127	nan	nan	nan	nan	nan	nan	nan	nan	112456
Persian	0.01617	nan	nan	nan	nan	nan	0.00201	nan	nan	nan	0.00732	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01741	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04493	nan	nan	nan	0.00231	nan	nan	0.02294	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00154	nan	nan	nan	0.12748	nan	nan	nan	nan	nan	nan	nan	0.04092	nan	7e-05	0.0156	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05693	nan	nan	nan	nan	nan	nan	nan	nan	0.05397	nan	nan	nan	0.00015	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04586	nan	nan	nan	0.01247	nan	nan	nan	nan	0.00096	nan	nan	nan	nan	nan	nan	nan	nan	0.00341	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01994	nan	nan	nan	nan	nan	nan	7e-05	nan	nan	0.0	nan	nan	nan	nan	nan	nan	0.0001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00257	0.01698	nan	nan	nan	0.00024	nan	nan	0.01114	0.00086	nan	nan	nan	nan	nan	nan	nan	nan	0.0	1e-05	nan	nan	nan	nan	0.0244	nan	nan	nan	nan	nan	nan	nan	0.12191	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02449	nan	nan	nan	nan	nan	nan	0.05181	nan	nan	nan	nan	nan	nan	nan	nan	3e-05	nan	nan	nan	0.00096	nan	nan	0.01165	nan	nan	nan	nan	0.03367	nan	nan	nan	nan	nan	nan	nan	nan	0.08578	nan	nan	nan	nan	nan	nan	0.03035	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00041	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08151	nan	0.00034	nan	nan	0.00834	nan	nan	nan	nan	nan	nan	nan	nan	708811
Finnish	0.02395	nan	nan	nan	nan	nan	0.00631	nan	nan	nan	0.01901	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07837	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04814	nan	nan	nan	0.00392	nan	nan	0.03835	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00213	nan	nan	nan	0.01591	nan	nan	nan	nan	nan	nan	nan	0.03643	nan	0.00046	0.01038	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00688	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0046	nan	nan	0.00175	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04772	nan	nan	nan	0.02504	nan	nan	nan	0.00108	0.00205	nan	nan	0.00119	nan	nan	nan	nan	nan	0.00075	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01992	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00221	nan	nan	nan	nan	nan	nan	5e-05	nan	nan	nan	nan	nan	nan	nan	nan	0.00132	nan	nan	nan	nan	nan	nan	0.00285	0.01336	nan	nan	nan	0.00033	nan	nan	0.00849	nan	nan	nan	nan	nan	nan	nan	nan	nan	8e-05	nan	nan	nan	nan	nan	0.02301	nan	nan	nan	nan	nan	nan	nan	0.11088	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00504	0.00186	nan	nan	nan	nan	nan	0.03149	nan	nan	nan	nan	nan	nan	0.08948	nan	nan	nan	nan	0.02138	nan	nan	nan	nan	nan	nan	6e-05	nan	nan	nan	0.01413	nan	nan	nan	nan	0.05533	nan	nan	nan	nan	nan	nan	nan	nan	0.05435	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00114	nan	0.00323	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.14579	4e-05	0.00093	nan	nan	0.0148	nan	nan	0.00404	nan	nan	nan	nan	nan	395710
Faroese	0.02286	nan	nan	nan	nan	nan	0.01662	nan	nan	nan	0.00943	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05203	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02864	nan	nan	nan	0.0047	nan	nan	0.02519	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00076	nan	nan	nan	0.09751	nan	nan	nan	nan	nan	nan	nan	0.05865	nan	6e-05	0.02672	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01126	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0108	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04177	nan	nan	nan	0.03533	nan	nan	nan	nan	0.00036	nan	nan	nan	nan	nan	nan	nan	nan	0.00488	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01718	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00048	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00068	nan	nan	nan	nan	nan	nan	0.00024	0.00221	nan	nan	nan	2e-05	nan	nan	0.00122	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00664	nan	nan	nan	nan	0.04257	nan	nan	nan	nan	nan	nan	nan	0.02886	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02071	nan	nan	nan	nan	nan	nan	0.10463	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6e-05	nan	nan	0.0047	nan	nan	nan	nan	0.04227	nan	nan	nan	nan	nan	nan	nan	nan	0.09743	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4e-05	nan	0.00287	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.16974	nan	0.00205	nan	nan	0.00783	nan	nan	nan	nan	nan	nan	nan	nan	50178
French	0.01986	nan	nan	nan	nan	nan	0.00837	nan	nan	nan	0.00822	nan	nan	0.00029	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03918	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0431	nan	nan	nan	0.006	nan	nan	0.01916	nan	0.00049	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00677	nan	nan	0.0059	0.12459	nan	nan	nan	nan	nan	nan	nan	0.02262	nan	nan	0.00398	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00011	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02777	nan	nan	nan	0.01035	nan	nan	nan	nan	0.00037	nan	nan	nan	nan	3e-05	nan	nan	nan	0.00184	nan	nan	nan	nan	0.0001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.14014	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00422	nan	nan	nan	nan	nan	nan	0.00071	nan	nan	nan	nan	nan	nan	nan	nan	0.00783	0.00039	nan	0.00064	nan	0.00084	0.00187	0.04539	0.01171	nan	nan	nan	0.00107	nan	nan	0.01043	nan	nan	nan	nan	nan	nan	nan	nan	nan	3e-05	0.00384	2e-05	nan	nan	nan	0.01981	nan	nan	nan	nan	nan	nan	nan	0.07758	nan	0.0001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05544	nan	nan	0.00015	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00409	nan	nan	0.01263	nan	nan	nan	nan	0.03202	nan	nan	0.00011	nan	nan	0.00057	nan	nan	0.05587	nan	nan	nan	nan	0.00156	nan	0.00933	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01662	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00081	nan	0.00327	nan	nan	nan	nan	nan	nan	nan	1e-05	nan	nan	nan	nan	5e-05	nan	nan	nan	nan	nan	nan	nan	nan	0.11682	0.00182	0.00015	nan	nan	0.01294	nan	nan	nan	nan	nan	nan	nan	nan	1247289
OldFrench	0.02361	nan	nan	nan	nan	nan	0.01437	nan	nan	nan	0.01978	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08421	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2e-05	nan	nan	nan	nan	nan	nan	0.02281	nan	nan	nan	0.00338	nan	nan	0.02914	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00528	nan	nan	nan	0.07982	nan	nan	0.01116	nan	nan	nan	nan	0.05227	0.0285	nan	0.00819	nan	nan	nan	nan	nan	nan	nan	nan	nan	1e-05	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02647	nan	nan	nan	0.01001	nan	nan	nan	nan	0.00132	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08609	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00086	nan	nan	nan	nan	nan	nan	0.00131	nan	nan	nan	nan	nan	nan	nan	nan	0.00758	nan	nan	nan	nan	nan	nan	0.00013	0.00564	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01763	nan	nan	nan	nan	0.03594	nan	4e-05	nan	nan	nan	nan	nan	0.0175	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08466	2e-05	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00045	nan	nan	nan	nan	0.00385	nan	nan	nan	nan	0.07096	5e-05	0.00017	nan	nan	nan	nan	1e-05	nan	0.07903	nan	nan	nan	0.0063	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4e-05	nan	0.00263	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.14041	nan	0.00593	nan	nan	0.01243	nan	nan	nan	nan	nan	nan	nan	nan	194585
Irish	0.01657	nan	nan	nan	nan	nan	0.01584	nan	nan	nan	0.0102	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02114	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03199	nan	nan	nan	0.00378	nan	nan	8e-05	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.11944	nan	nan	nan	nan	nan	nan	0.0006	0.02739	nan	nan	0.00664	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00172	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00037	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03413	nan	nan	nan	0.01201	nan	nan	nan	nan	0.00743	nan	0.00287	0.00454	nan	nan	nan	nan	nan	1e-05	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07147	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00152	nan	0.00088	nan	nan	nan	nan	0.00037	nan	nan	nan	nan	nan	nan	nan	nan	1e-05	nan	nan	nan	nan	nan	nan	0.01247	0.01073	nan	nan	nan	0.00194	nan	nan	0.0065	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00018	1e-05	nan	nan	nan	0.00113	0.05089	nan	nan	nan	nan	0.02549	nan	nan	0.10637	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00874	nan	nan	nan	nan	nan	nan	0.05168	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00506	nan	nan	nan	nan	0.03447	nan	nan	nan	nan	nan	nan	nan	nan	0.08447	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01647	nan	nan	nan	0.0062	nan	7e-05	nan	0.01626	nan	nan	nan	nan	nan	nan	0.00218	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00139	0.00325	nan	0.002	0.09297	nan	0.00709	nan	0.00632	0.03861	nan	nan	nan	nan	0.01605	nan	nan	nan	147206
